event_id,timestamp,account_id,change_type,device_id,sim_hash,device_model,os_version
DEV_EVT_0012086,2026-09-05 10:26:12,NDM_000857,SIM_CHANGE,DEV_EVT_0012086,9cf0519f08fa4f77,Huawei_Nova,iOS_17
DEV_EVT_0007782,2026-09-09 06:57:28,NDM_000857,OS_UPDATE,DEV_EVT_0007782,d8bb33130489631d,Google_Pixel,iOS_17
DEV_EVT_0016712,2026-09-13 14:56:02,NDM_000857,SIM_CHANGE,DEV_EVT_0016712,d9d1b5d11affc82c,Huawei_Nova,iOS_18
DEV_EVT_0006081,2026-09-23 18:37:57,NDM_000857,DEVICE_CHANGE,DEV_EVT_0006081,a9a498455ac7f36e,iPhone_14,Android_14
DEV_EVT_0015639,2026-09-24 20:24:40,NDM_000857,SIM_CHANGE,DEV_EVT_0015639,b31fd848dacd7780,Samsung_A15,Android_13
DEV_EVT_0018090,2026-09-01 05:04:00,NDM_000858,DEVICE_CHANGE,DEV_EVT_0018090,aacc11c0fa7d2162,Samsung_A15,iOS_18
DEV_EVT_0006969,2026-09-03 20:58:36,NDM_000858,SIM_CHANGE,DEV_EVT_0006969,28c426ac427e3e16,Huawei_Nova,Android_14
DEV_EVT_0011148,2026-09-06 15:13:42,NDM_000858,DEVICE_CHANGE,DEV_EVT_0011148,ad9f999787f063db,Samsung_A15,Android_15
DEV_EVT_0002476,2026-09-16 23:50:05,NDM_000858,OS_UPDATE,DEV_EVT_0002476,8c188ff663944a7d,Google_Pixel,iOS_17
DEV_EVT_0014548,2026-09-20 09:31:03,NDM_000858,SIM_CHANGE,DEV_EVT_0014548,e8c89886cf619cd2,Samsung_A25,Android_13
DEV_EVT_0010939,2026-09-23 06:26:28,NDM_000858,DEVICE_CHANGE,DEV_EVT_0010939,027ea6322c7da2d0,iPhone_13,iOS_18
DEV_EVT_0009726,2026-09-10 03:24:17,NDM_000859,SIM_CHANGE,DEV_EVT_0009726,0c4c95b745188371,Samsung_A25,Android_13
DEV_EVT_0010687,2026-09-13 23:14:12,NDM_000859,SIM_CHANGE,DEV_EVT_0010687,141b577a1b8fccdc,Samsung_A25,iOS_18
DEV_EVT_0018906,2026-09-14 02:31:59,NDM_000859,OS_UPDATE,DEV_EVT_0018906,167c13d0c3bea47b,iPhone_13,iOS_17
DEV_EVT_0007818,2026-09-18 05:55:42,NDM_000859,OS_UPDATE,DEV_EVT_0007818,11ecb61ecfd07610,Samsung_A25,Android_14
DEV_EVT_0006197,2026-09-20 07:07:47,NDM_000859,SIM_CHANGE,DEV_EVT_0006197,50e28ddc62a2c5f6,Xiaomi_Redmi,Android_15
DEV_EVT_0005203,2026-09-01 04:02:05,NDM_000860,SIM_CHANGE,DEV_EVT_0005203,b8f42532b733a464,Google_Pixel,Android_15
DEV_EVT_0007883,2026-09-02 21:05:52,NDM_000860,OS_UPDATE,DEV_EVT_0007883,4888b8b4e1eeafd4,iPhone_13,Android_15
DEV_EVT_0005674,2026-09-09 23:08:23,NDM_000860,SIM_CHANGE,DEV_EVT_0005674,8e798033047d64c4,Huawei_Nova,iOS_18
DEV_EVT_0008485,2026-09-24 03:08:54,NDM_000860,SIM_CHANGE,DEV_EVT_0008485,b6850fe331524e69,Xiaomi_Redmi,Android_15
DEV_EVT_0006041,2026-09-01 23:18:52,NDM_000862,DEVICE_CHANGE,DEV_EVT_0006041,dc46b5bf2b1edfd0,Samsung_A25,Android_14
DEV_EVT_0012414,2026-09-03 21:46:00,NDM_000862,DEVICE_CHANGE,DEV_EVT_0012414,2f20587f811bce43,Samsung_A15,Android_13
DEV_EVT_0016584,2026-09-04 21:11:12,NDM_000862,SIM_CHANGE,DEV_EVT_0016584,8c4ee64167221b3c,iPhone_14,iOS_18
DEV_EVT_0004118,2026-09-11 08:01:10,NDM_000862,SIM_CHANGE,DEV_EVT_0004118,ddbceccc8b9abf75,Google_Pixel,Android_14
DEV_EVT_0008193,2026-09-15 02:53:37,NDM_000862,DEVICE_CHANGE,DEV_EVT_0008193,1704836ae2cd5b38,Samsung_A15,Android_13
DEV_EVT_0012921,2026-09-11 12:45:27,NDM_000863,SIM_CHANGE,DEV_EVT_0012921,48a88df0735028e1,Xiaomi_Redmi,iOS_18
DEV_EVT_0011476,2026-09-13 04:25:38,NDM_000863,SIM_CHANGE,DEV_EVT_0011476,ad7b941cd71fb638,Huawei_Nova,Android_13
DEV_EVT_0003276,2026-09-14 04:47:52,NDM_000863,SIM_CHANGE,DEV_EVT_0003276,2227a9a95af5a41e,iPhone_13,iOS_18
DEV_EVT_0018032,2026-09-14 21:54:02,NDM_000863,SIM_CHANGE,DEV_EVT_0018032,b58e3c7a660fdfa3,Samsung_A15,Android_13
DEV_EVT_0018345,2026-09-22 11:11:49,NDM_000863,DEVICE_CHANGE,DEV_EVT_0018345,b408cf2916b38dd5,iPhone_13,Android_14
DEV_EVT_0018148,2026-09-09 04:48:55,NDM_000864,SIM_CHANGE,DEV_EVT_0018148,f0fb97aa6dd46f62,Huawei_Nova,Android_15
DEV_EVT_0016131,2026-09-15 12:59:51,NDM_000864,SIM_CHANGE,DEV_EVT_0016131,e28a02639e7051ee,Huawei_Nova,Android_15
DEV_EVT_0008201,2026-09-11 14:05:19,NDM_000865,SIM_CHANGE,DEV_EVT_0008201,9b4a95f0286ac0f6,Xiaomi_Redmi,Android_13
DEV_EVT_0003680,2026-09-22 23:58:59,NDM_000865,SIM_CHANGE,DEV_EVT_0003680,bd57fac4706e4c17,Google_Pixel,Android_15
DEV_EVT_0012937,2026-09-25 03:26:41,NDM_000865,SIM_CHANGE,DEV_EVT_0012937,97dd39377e018401,Samsung_A25,iOS_17
DEV_EVT_0003347,2026-09-30 06:12:26,NDM_000865,OS_UPDATE,DEV_EVT_0003347,dcaf074596ef0907,iPhone_14,Android_14
DEV_EVT_0003901,2026-09-02 12:35:46,NDM_000866,DEVICE_CHANGE,DEV_EVT_0003901,cbecd58ad7ed9b30,Samsung_A15,Android_13
DEV_EVT_0015260,2026-09-16 17:51:04,NDM_000866,SIM_CHANGE,DEV_EVT_0015260,f338ecec7e4eae05,iPhone_14,iOS_18
DEV_EVT_0016767,2026-09-02 19:13:26,NDM_000867,SIM_CHANGE,DEV_EVT_0016767,f578afbb4eb69b5c,iPhone_13,Android_13
DEV_EVT_0008711,2026-09-07 17:54:51,NDM_000867,SIM_CHANGE,DEV_EVT_0008711,58a6dd9eb94a6392,Samsung_A15,Android_15
DEV_EVT_0010064,2026-09-19 00:23:21,NDM_000867,DEVICE_CHANGE,DEV_EVT_0010064,fa3313239b1df67a,Samsung_A25,iOS_18
DEV_EVT_0015543,2026-09-24 00:23:16,NDM_000867,DEVICE_CHANGE,DEV_EVT_0015543,80999fa4c3b68e8b,iPhone_14,Android_15
DEV_EVT_0006834,2026-09-24 13:09:05,NDM_000867,SIM_CHANGE,DEV_EVT_0006834,9693c20e57d08d16,iPhone_13,Android_13
DEV_EVT_0011046,2026-09-25 10:43:30,NDM_000867,SIM_CHANGE,DEV_EVT_0011046,7ef3356753e49d14,Huawei_Nova,Android_14
DEV_EVT_0018726,2026-09-10 20:38:41,NDM_000868,SIM_CHANGE,DEV_EVT_0018726,095c31eb34792cf5,Samsung_A15,iOS_17
DEV_EVT_0014279,2026-09-15 04:50:44,NDM_000868,OS_UPDATE,DEV_EVT_0014279,293c21044806156e,iPhone_13,Android_15
DEV_EVT_0016871,2026-09-20 19:58:11,NDM_000868,SIM_CHANGE,DEV_EVT_0016871,338a3767fe7d9a80,Huawei_Nova,iOS_17
DEV_EVT_0016096,2026-09-23 00:02:35,NDM_000868,SIM_CHANGE,DEV_EVT_0016096,51477986b8ce7399,Huawei_Nova,Android_15
DEV_EVT_0012995,2026-09-15 01:27:34,NDM_000869,DEVICE_CHANGE,DEV_EVT_0012995,c4d38a43e9460911,iPhone_14,Android_15
DEV_EVT_0002860,2026-09-17 21:11:21,NDM_000869,SIM_CHANGE,DEV_EVT_0002860,f18ed174b77e04d8,Samsung_A25,iOS_18
DEV_EVT_0004772,2026-09-23 05:38:50,NDM_000869,SIM_CHANGE,DEV_EVT_0004772,9a30d5a45d2cfaf7,iPhone_13,iOS_18
DEV_EVT_0009734,2026-09-08 17:27:11,NDM_000870,SIM_CHANGE,DEV_EVT_0009734,53007b6f5c3cad40,Google_Pixel,Android_15
DEV_EVT_0011202,2026-09-17 06:09:04,NDM_000870,DEVICE_CHANGE,DEV_EVT_0011202,121b6a2b5e8726b6,Google_Pixel,Android_15
DEV_EVT_0019130,2026-09-23 11:22:37,NDM_000870,DEVICE_CHANGE,DEV_EVT_0019130,81fe5c6efc516804,iPhone_13,iOS_17
DEV_EVT_0000402,2026-09-23 15:40:51,NDM_000870,DEVICE_CHANGE,DEV_EVT_0000402,3938a5075eba33de,iPhone_13,iOS_17
DEV_EVT_0017270,2026-09-27 15:24:33,NDM_000870,DEVICE_CHANGE,DEV_EVT_0017270,b3db1077881ceee4,Samsung_A25,Android_14
DEV_EVT_0017315,2026-09-29 00:41:40,NDM_000870,SIM_CHANGE,DEV_EVT_0017315,544002fe8820c7d3,iPhone_14,Android_15
DEV_EVT_0011365,2026-09-30 23:28:24,NDM_000870,SIM_CHANGE,DEV_EVT_0011365,f163994a9b48fe4e,Google_Pixel,iOS_18
DEV_EVT_0014227,2026-09-05 09:42:24,NDM_000871,SIM_CHANGE,DEV_EVT_0014227,418ed88414695de3,Xiaomi_Redmi,Android_13
DEV_EVT_0015257,2026-09-05 15:28:00,NDM_000871,SIM_CHANGE,DEV_EVT_0015257,c0f452267f2b6a5e,Samsung_A15,iOS_18
DEV_EVT_0005856,2026-09-09 10:08:59,NDM_000871,DEVICE_CHANGE,DEV_EVT_0005856,538f873665766ad9,iPhone_13,iOS_18
DEV_EVT_0003899,2026-09-15 05:51:17,NDM_000871,SIM_CHANGE,DEV_EVT_0003899,4305778e083e24f2,Xiaomi_Redmi,iOS_18
DEV_EVT_0012549,2026-09-15 12:32:17,NDM_000871,DEVICE_CHANGE,DEV_EVT_0012549,6e01f7cc2cb939cf,Samsung_A15,iOS_18
DEV_EVT_0009314,2026-09-21 01:06:50,NDM_000871,OS_UPDATE,DEV_EVT_0009314,b4be3b7aac75ff37,Xiaomi_Redmi,iOS_17
DEV_EVT_0000910,2026-09-28 09:39:26,NDM_000871,DEVICE_CHANGE,DEV_EVT_0000910,26585a99805fcc41,Samsung_A25,iOS_18
DEV_EVT_0012386,2026-09-01 06:20:47,NDM_000872,OS_UPDATE,DEV_EVT_0012386,ee61005f8e4a7d75,iPhone_13,iOS_17
DEV_EVT_0010878,2026-09-11 19:31:40,NDM_000872,OS_UPDATE,DEV_EVT_0010878,2412443b4cd88398,Xiaomi_Redmi,Android_14
DEV_EVT_0008728,2026-09-15 19:22:07,NDM_000872,SIM_CHANGE,DEV_EVT_0008728,6e1d8786ce95165d,Google_Pixel,Android_13
DEV_EVT_0004884,2026-09-24 15:09:13,NDM_000872,SIM_CHANGE,DEV_EVT_0004884,4112663b5d3ee082,Huawei_Nova,iOS_17
DEV_EVT_0004077,2026-09-05 03:57:59,NDM_000873,SIM_CHANGE,DEV_EVT_0004077,700f4172e2fca637,Samsung_A25,Android_14
DEV_EVT_0014878,2026-09-24 22:09:29,NDM_000873,SIM_CHANGE,DEV_EVT_0014878,6904f523037e0d95,Samsung_A15,Android_15
DEV_EVT_0002865,2026-09-11 18:27:21,NDM_000874,SIM_CHANGE,DEV_EVT_0002865,73fa1033265b4441,Xiaomi_Redmi,Android_13
DEV_EVT_0017053,2026-09-28 16:50:43,NDM_000874,OS_UPDATE,DEV_EVT_0017053,3228ad48be3c2ca1,Samsung_A25,Android_15
DEV_EVT_0001939,2026-09-07 00:49:26,NDM_000875,SIM_CHANGE,DEV_EVT_0001939,8efe65a9793f0e8b,Samsung_A25,Android_14
DEV_EVT_0000437,2026-09-11 04:17:39,NDM_000875,DEVICE_CHANGE,DEV_EVT_0000437,5fd20d2a9133b6b6,Samsung_A25,Android_14
DEV_EVT_0017195,2026-09-23 01:18:43,NDM_000875,SIM_CHANGE,DEV_EVT_0017195,e67117bb24ccb82c,Google_Pixel,Android_13
DEV_EVT_0014842,2026-09-24 01:31:14,NDM_000875,SIM_CHANGE,DEV_EVT_0014842,2d31c11d41039d7f,iPhone_14,Android_14
DEV_EVT_0015864,2026-09-28 08:23:48,NDM_000875,DEVICE_CHANGE,DEV_EVT_0015864,a30a72d76ee85f14,iPhone_13,Android_14
DEV_EVT_0002949,2026-09-01 06:31:28,NDM_000876,DEVICE_CHANGE,DEV_EVT_0002949,758f5c7d5412a5cd,Samsung_A15,iOS_18
DEV_EVT_0014096,2026-09-03 07:05:58,NDM_000876,DEVICE_CHANGE,DEV_EVT_0014096,4398074b1ae5145d,iPhone_14,Android_15
DEV_EVT_0008302,2026-09-22 13:52:09,NDM_000876,SIM_CHANGE,DEV_EVT_0008302,877ea7c0bc638ec1,Samsung_A15,Android_14
DEV_EVT_0009628,2026-09-23 05:15:37,NDM_000876,SIM_CHANGE,DEV_EVT_0009628,b4a73b92cd805771,iPhone_13,Android_15
DEV_EVT_0016445,2026-09-06 02:56:34,NDM_000877,OS_UPDATE,DEV_EVT_0016445,a1af0b6345beb0f4,Xiaomi_Redmi,Android_14
DEV_EVT_0016895,2026-09-18 14:44:11,NDM_000877,SIM_CHANGE,DEV_EVT_0016895,fa358e1d695024d7,Samsung_A15,Android_14
DEV_EVT_0016076,2026-09-29 06:46:26,NDM_000877,SIM_CHANGE,DEV_EVT_0016076,ee4b8f28bb41b4d4,Huawei_Nova,iOS_18
DEV_EVT_0004133,2026-09-30 14:46:30,NDM_000877,DEVICE_CHANGE,DEV_EVT_0004133,c0323f279f3dac81,Xiaomi_Redmi,Android_15
DEV_EVT_0017628,2026-09-06 07:25:03,NDM_000878,SIM_CHANGE,DEV_EVT_0017628,ee6f4db0da15dca4,Samsung_A25,iOS_17
DEV_EVT_0000350,2026-09-14 04:50:14,NDM_000878,SIM_CHANGE,DEV_EVT_0000350,3526ea11969c5be3,Google_Pixel,Android_14
DEV_EVT_0018931,2026-09-19 08:11:55,NDM_000878,SIM_CHANGE,DEV_EVT_0018931,cf596a1ca894b8b7,Huawei_Nova,iOS_17
DEV_EVT_0006468,2026-09-20 10:02:11,NDM_000878,SIM_CHANGE,DEV_EVT_0006468,ace348df83a34c62,Xiaomi_Redmi,iOS_18
DEV_EVT_0016100,2026-09-24 11:19:11,NDM_000878,DEVICE_CHANGE,DEV_EVT_0016100,f287b1ae6e6d762e,Google_Pixel,Android_14
DEV_EVT_0005058,2026-09-01 03:08:57,NDM_000879,DEVICE_CHANGE,DEV_EVT_0005058,581fa0204db46b81,iPhone_14,iOS_18
DEV_EVT_0019706,2026-09-01 04:43:25,NDM_000879,SIM_CHANGE,DEV_EVT_0019706,d739c76adad6147e,Xiaomi_Redmi,Android_13
DEV_EVT_0012420,2026-09-04 21:13:53,NDM_000879,DEVICE_CHANGE,DEV_EVT_0012420,aac6a96906e8e96e,iPhone_14,iOS_18
DEV_EVT_0019437,2026-09-09 12:40:29,NDM_000879,DEVICE_CHANGE,DEV_EVT_0019437,c2dd04505e8a4499,Huawei_Nova,iOS_18
DEV_EVT_0002509,2026-09-17 16:53:51,NDM_000879,SIM_CHANGE,DEV_EVT_0002509,10735060fd91b50a,Huawei_Nova,Android_15
DEV_EVT_0004977,2026-09-19 06:42:19,NDM_000879,SIM_CHANGE,DEV_EVT_0004977,dbcb2c985cb63f3d,Huawei_Nova,Android_14
DEV_EVT_0007121,2026-09-24 10:28:00,NDM_000879,OS_UPDATE,DEV_EVT_0007121,840728a65fd902c4,Samsung_A25,Android_15
DEV_EVT_0013820,2026-09-01 19:45:34,NDM_000880,SIM_CHANGE,DEV_EVT_0013820,27b61b05efe545d9,iPhone_14,Android_15
DEV_EVT_0003190,2026-09-13 00:45:41,NDM_000880,SIM_CHANGE,DEV_EVT_0003190,5e0eebcfd2f07241,iPhone_13,Android_13
DEV_EVT_0015360,2026-09-15 15:53:17,NDM_000880,SIM_CHANGE,DEV_EVT_0015360,1207dde3213899b0,Samsung_A25,iOS_18
DEV_EVT_0006528,2026-09-19 22:01:16,NDM_000880,DEVICE_CHANGE,DEV_EVT_0006528,c45f83a358aa82be,Samsung_A25,iOS_17
DEV_EVT_0007321,2026-09-25 10:38:23,NDM_000880,SIM_CHANGE,DEV_EVT_0007321,7d936075c19721f9,Google_Pixel,Android_13
DEV_EVT_0012115,2026-09-11 02:14:11,NDM_000881,DEVICE_CHANGE,DEV_EVT_0012115,3a5f8aabb3fe54c6,Google_Pixel,Android_14
DEV_EVT_0010671,2026-09-19 00:18:13,NDM_000881,SIM_CHANGE,DEV_EVT_0010671,3e0dd97aefca1656,iPhone_14,Android_15
DEV_EVT_0004566,2026-09-23 18:16:42,NDM_000881,SIM_CHANGE,DEV_EVT_0004566,de51a9d4f2f2bb6c,Xiaomi_Redmi,Android_15
DEV_EVT_0006803,2026-09-24 04:42:07,NDM_000881,SIM_CHANGE,DEV_EVT_0006803,e827b2b079605fb8,iPhone_13,iOS_17
DEV_EVT_0010477,2026-09-08 16:08:21,NDM_000882,SIM_CHANGE,DEV_EVT_0010477,bd293922e1028eb7,Google_Pixel,Android_14
DEV_EVT_0005499,2026-09-11 14:11:17,NDM_000882,SIM_CHANGE,DEV_EVT_0005499,144edbe6382622ac,Huawei_Nova,Android_15
DEV_EVT_0015452,2026-09-14 22:04:24,NDM_000882,DEVICE_CHANGE,DEV_EVT_0015452,e5b16e4130ef5956,Xiaomi_Redmi,Android_15
DEV_EVT_0002159,2026-09-20 14:19:06,NDM_000882,SIM_CHANGE,DEV_EVT_0002159,30c6651c7dd127a4,Google_Pixel,Android_13
DEV_EVT_0003805,2026-09-26 09:17:13,NDM_000882,SIM_CHANGE,DEV_EVT_0003805,d3a99f4750f5f8e3,Samsung_A25,Android_13
DEV_EVT_0002342,2026-09-29 21:11:53,NDM_000882,SIM_CHANGE,DEV_EVT_0002342,ba5ab830b9f3577c,Samsung_A15,iOS_18
DEV_EVT_0015695,2026-09-01 18:22:08,NDM_000883,OS_UPDATE,DEV_EVT_0015695,3948fb6d671f6c7b,Google_Pixel,iOS_17
DEV_EVT_0019917,2026-09-03 10:01:05,NDM_000883,SIM_CHANGE,DEV_EVT_0019917,88ee2d621b5b6d6c,Samsung_A25,iOS_17
DEV_EVT_0009840,2026-09-23 23:42:23,NDM_000883,SIM_CHANGE,DEV_EVT_0009840,42da96e3359d0ddb,Huawei_Nova,Android_13
DEV_EVT_0008318,2026-09-26 18:44:44,NDM_000883,SIM_CHANGE,DEV_EVT_0008318,a44ebfe2b2272894,Samsung_A15,iOS_17
DEV_EVT_0004894,2026-09-05 02:59:24,NDM_000884,SIM_CHANGE,DEV_EVT_0004894,2f2bc0f8a38ff129,Google_Pixel,Android_13
DEV_EVT_0012532,2026-09-05 21:51:10,NDM_000884,SIM_CHANGE,DEV_EVT_0012532,250d2a3a405d9c98,iPhone_14,Android_14
DEV_EVT_0008212,2026-09-03 01:15:54,NDM_000885,DEVICE_CHANGE,DEV_EVT_0008212,41006fffce5c4889,iPhone_14,iOS_18
DEV_EVT_0019885,2026-09-22 04:30:34,NDM_000885,SIM_CHANGE,DEV_EVT_0019885,137c7ce719c62ca7,Samsung_A25,iOS_17
DEV_EVT_0003040,2026-09-22 23:19:57,NDM_000885,DEVICE_CHANGE,DEV_EVT_0003040,cf0b7e4a27cc8373,Huawei_Nova,Android_15
DEV_EVT_0005030,2026-09-28 11:41:58,NDM_000885,SIM_CHANGE,DEV_EVT_0005030,ef2d22f0fe6c85ec,iPhone_14,Android_14
DEV_EVT_0011175,2026-09-30 17:41:16,NDM_000885,SIM_CHANGE,DEV_EVT_0011175,2913807461f7798f,Huawei_Nova,iOS_17
DEV_EVT_0011286,2026-09-03 21:25:21,NDM_000886,SIM_CHANGE,DEV_EVT_0011286,ba5fb9731f70563d,Xiaomi_Redmi,Android_13
DEV_EVT_0019144,2026-09-06 11:16:55,NDM_000886,SIM_CHANGE,DEV_EVT_0019144,184dc8a6a36f97aa,Huawei_Nova,Android_14
DEV_EVT_0002324,2026-09-07 15:52:29,NDM_000886,SIM_CHANGE,DEV_EVT_0002324,922cc43a1c5c5dd4,Xiaomi_Redmi,iOS_18
DEV_EVT_0004509,2026-09-10 08:41:17,NDM_000886,DEVICE_CHANGE,DEV_EVT_0004509,35538609e4372b90,Huawei_Nova,Android_13
DEV_EVT_0016188,2026-09-06 21:20:37,NDM_000887,SIM_CHANGE,DEV_EVT_0016188,94d34d87be7678db,Huawei_Nova,iOS_17
DEV_EVT_0014088,2026-09-14 18:50:32,NDM_000887,SIM_CHANGE,DEV_EVT_0014088,2df14fc70ede8a89,Xiaomi_Redmi,Android_14
DEV_EVT_0018877,2026-09-18 11:38:38,NDM_000887,OS_UPDATE,DEV_EVT_0018877,e97bdb8b7dd2e0b3,iPhone_13,iOS_17
DEV_EVT_0005660,2026-09-23 11:16:55,NDM_000887,DEVICE_CHANGE,DEV_EVT_0005660,e46115e5f7a52789,iPhone_14,iOS_17
DEV_EVT_0016429,2026-09-25 01:15:32,NDM_000887,SIM_CHANGE,DEV_EVT_0016429,58f574d2bd281059,iPhone_14,Android_13
DEV_EVT_0002589,2026-09-25 02:53:11,NDM_000887,SIM_CHANGE,DEV_EVT_0002589,b65e27d3ca9e001e,Samsung_A25,Android_14
DEV_EVT_0005446,2026-09-22 03:01:24,NDM_000888,SIM_CHANGE,DEV_EVT_0005446,c0c7818cc1055d43,Google_Pixel,iOS_17
DEV_EVT_0015166,2026-09-22 03:26:54,NDM_000888,DEVICE_CHANGE,DEV_EVT_0015166,45269f3b7dcfcc50,Google_Pixel,Android_14
DEV_EVT_0012377,2026-09-23 03:15:13,NDM_000888,OS_UPDATE,DEV_EVT_0012377,84f245ecb0b82725,iPhone_14,Android_14
DEV_EVT_0006533,2026-09-29 23:50:58,NDM_000888,SIM_CHANGE,DEV_EVT_0006533,b0186626184a9a6a,Huawei_Nova,Android_14
DEV_EVT_0010535,2026-09-30 01:26:51,NDM_000888,SIM_CHANGE,DEV_EVT_0010535,0aeb4f01505912fa,Samsung_A15,iOS_17
DEV_EVT_0005444,2026-09-04 17:42:00,NDM_000889,SIM_CHANGE,DEV_EVT_0005444,6e486942ddca573b,Huawei_Nova,iOS_18
DEV_EVT_0000674,2026-09-05 12:59:54,NDM_000889,SIM_CHANGE,DEV_EVT_0000674,7c30b05197100227,Samsung_A15,iOS_17
DEV_EVT_0015886,2026-09-12 13:26:52,NDM_000889,SIM_CHANGE,DEV_EVT_0015886,657b4c3f018277c5,Samsung_A15,iOS_17
DEV_EVT_0009367,2026-09-22 00:15:41,NDM_000889,OS_UPDATE,DEV_EVT_0009367,c7cd69b728c5e783,Huawei_Nova,Android_13
DEV_EVT_0017883,2026-09-28 09:23:00,NDM_000889,DEVICE_CHANGE,DEV_EVT_0017883,98fe23441c2ff67a,iPhone_13,Android_14
DEV_EVT_0010466,2026-09-02 09:05:05,NDM_000890,SIM_CHANGE,DEV_EVT_0010466,c12c17a2c8d0fc29,Xiaomi_Redmi,Android_13
DEV_EVT_0000028,2026-09-05 13:04:15,NDM_000890,DEVICE_CHANGE,DEV_EVT_0000028,4f122496f6b6803c,Google_Pixel,iOS_17
DEV_EVT_0010845,2026-09-07 15:55:49,NDM_000891,DEVICE_CHANGE,DEV_EVT_0010845,d1a02516cba2d185,Xiaomi_Redmi,Android_14
DEV_EVT_0007870,2026-09-17 05:32:29,NDM_000891,OS_UPDATE,DEV_EVT_0007870,583dedaeaf3689ad,iPhone_14,iOS_18
DEV_EVT_0003787,2026-09-20 12:32:21,NDM_000891,SIM_CHANGE,DEV_EVT_0003787,972fe1e15c821f6b,Samsung_A25,Android_14
DEV_EVT_0003281,2026-09-26 19:33:39,NDM_000891,DEVICE_CHANGE,DEV_EVT_0003281,07a19f76510b2a39,iPhone_13,Android_13
DEV_EVT_0006393,2026-09-03 17:06:35,NDM_000892,OS_UPDATE,DEV_EVT_0006393,e4a9829bdb0fd6eb,Google_Pixel,Android_15
DEV_EVT_0013758,2026-09-07 18:16:17,NDM_000892,SIM_CHANGE,DEV_EVT_0013758,c31b476a610257f5,Samsung_A15,iOS_17
DEV_EVT_0015266,2026-09-08 22:52:15,NDM_000892,SIM_CHANGE,DEV_EVT_0015266,6527d8dc0db538df,Google_Pixel,Android_13
DEV_EVT_0011449,2026-09-12 03:52:55,NDM_000892,SIM_CHANGE,DEV_EVT_0011449,9ea8efbabb5605c6,Google_Pixel,Android_14
DEV_EVT_0006786,2026-09-17 14:07:05,NDM_000892,SIM_CHANGE,DEV_EVT_0006786,775bbf4e51feca52,iPhone_14,iOS_17
DEV_EVT_0015730,2026-09-22 05:35:45,NDM_000892,DEVICE_CHANGE,DEV_EVT_0015730,82f721d50c210993,Samsung_A25,Android_14
DEV_EVT_0018100,2026-09-23 02:44:42,NDM_000892,DEVICE_CHANGE,DEV_EVT_0018100,e5051271317b7a6d,iPhone_13,Android_13
DEV_EVT_0001749,2026-09-28 17:08:44,NDM_000892,SIM_CHANGE,DEV_EVT_0001749,7a3aefdf27f0331c,Huawei_Nova,iOS_17
DEV_EVT_0009385,2026-09-28 20:05:28,NDM_000892,SIM_CHANGE,DEV_EVT_0009385,e7fd6458cfda96e0,Samsung_A15,Android_15
DEV_EVT_0015517,2026-09-06 05:57:13,NDM_000893,OS_UPDATE,DEV_EVT_0015517,0e518358b29a743c,iPhone_13,Android_15
DEV_EVT_0003318,2026-09-07 11:54:17,NDM_000893,SIM_CHANGE,DEV_EVT_0003318,7772dc36140773ad,Huawei_Nova,Android_14
DEV_EVT_0011751,2026-09-15 09:58:55,NDM_000893,OS_UPDATE,DEV_EVT_0011751,0ceb82b96a8f77bb,iPhone_14,Android_13
DEV_EVT_0016747,2026-09-03 23:33:48,NDM_000894,OS_UPDATE,DEV_EVT_0016747,cf4d15d02fea32be,Google_Pixel,Android_15
DEV_EVT_0012767,2026-09-21 00:36:03,NDM_000894,SIM_CHANGE,DEV_EVT_0012767,26f1e72a0c50cb6c,iPhone_13,Android_14
DEV_EVT_0007512,2026-09-07 17:29:21,NDM_000895,SIM_CHANGE,DEV_EVT_0007512,fcfd0d4cf35127d1,iPhone_14,Android_13
DEV_EVT_0012826,2026-09-13 07:46:56,NDM_000895,DEVICE_CHANGE,DEV_EVT_0012826,415ab50cbcb5e5d4,iPhone_13,Android_15
DEV_EVT_0018463,2026-09-14 22:32:15,NDM_000895,SIM_CHANGE,DEV_EVT_0018463,ef0100eb1c0a4c32,iPhone_14,Android_13
DEV_EVT_0007537,2026-09-15 18:43:52,NDM_000895,SIM_CHANGE,DEV_EVT_0007537,18998e6cb35add2e,Samsung_A15,Android_14
DEV_EVT_0001314,2026-09-27 02:57:15,NDM_000895,DEVICE_CHANGE,DEV_EVT_0001314,dd376009ad4c1170,Huawei_Nova,Android_15
DEV_EVT_0013411,2026-09-18 19:50:02,NDM_000896,SIM_CHANGE,DEV_EVT_0013411,fd4524d5d31b2596,Samsung_A15,Android_14
DEV_EVT_0011575,2026-09-20 14:58:43,NDM_000896,SIM_CHANGE,DEV_EVT_0011575,442b5a17013187a5,Samsung_A25,Android_15
DEV_EVT_0016245,2026-09-04 09:47:20,NDM_000897,SIM_CHANGE,DEV_EVT_0016245,5776b837115599fe,Huawei_Nova,Android_13
DEV_EVT_0015688,2026-09-04 15:46:13,NDM_000897,SIM_CHANGE,DEV_EVT_0015688,7eb434ce5f9d5fde,Google_Pixel,Android_15
DEV_EVT_0002197,2026-09-06 09:31:02,NDM_000897,SIM_CHANGE,DEV_EVT_0002197,3360c8f712f14c4c,Samsung_A25,iOS_17
