transaction_id,timestamp,account_id,transaction_type,channel,typical_daily_transactions,amount,counterparty_id,status
TXN_0086957,2026-09-03 00:22:52,NDM_000066,MERCHANT_PAYMENT,Mobile_App,4,205.0,CP_001587,COMPLETED
TXN_0000628,2026-09-03 07:03:27,NDM_000066,MERCHANT_PAYMENT,Web,4,503.98,CP_006693,COMPLETED
TXN_0046510,2026-09-05 13:17:59,NDM_000066,AIRTIME_PURCHASE,USSD,4,195.88,CP_006813,COMPLETED
TXN_0009207,2026-09-05 22:48:09,NDM_000066,BILL_PAYMENT,USSD,4,495.87,CP_000115,COMPLETED
TXN_0060086,2026-09-08 17:55:51,NDM_000066,MERCHANT_PAYMENT,Mobile_App,4,190.1,CP_007394,FAILED
TXN_0056824,2026-09-08 19:32:39,NDM_000066,MERCHANT_PAYMENT,USSD,4,469.88,CP_001503,COMPLETED
TXN_0086967,2026-09-11 17:28:17,NDM_000066,BANK_TRANSFER,Web,4,357.55,CP_004045,COMPLETED
TXN_0014946,2026-09-15 13:16:39,NDM_000066,BANK_TRANSFER,Web,4,582.78,CP_006117,COMPLETED
TXN_0072118,2026-09-15 15:10:07,NDM_000066,P2P_TRANSFER,Web,4,371.25,CP_000641,COMPLETED
TXN_0074676,2026-09-16 17:03:35,NDM_000066,MERCHANT_PAYMENT,USSD,4,306.9,CP_006432,COMPLETED
TXN_0030542,2026-09-20 16:14:13,NDM_000066,MERCHANT_PAYMENT,Web,4,130.6,CP_006601,COMPLETED
TXN_0049119,2026-09-21 08:44:22,NDM_000066,MERCHANT_PAYMENT,USSD,4,217.57,CP_008523,COMPLETED
TXN_0028352,2026-09-23 18:29:55,NDM_000066,P2P_TRANSFER,USSD,4,124.39,CP_003080,COMPLETED
TXN_0033271,2026-09-25 13:44:24,NDM_000066,MERCHANT_PAYMENT,Web,4,845.71,CP_008612,COMPLETED
TXN_0038306,2026-09-26 04:15:06,NDM_000066,CASH_OUT,USSD,4,596.96,CP_006933,COMPLETED
TXN_0035473,2026-09-27 07:36:42,NDM_000066,MERCHANT_PAYMENT,Web,4,476.89,CP_007861,COMPLETED
TXN_0062591,2026-09-27 23:16:02,NDM_000066,MERCHANT_PAYMENT,USSD,4,273.53,CP_000945,COMPLETED
TXN_0009780,2026-09-30 14:14:53,NDM_000066,BILL_PAYMENT,USSD,4,422.7,CP_005619,COMPLETED
TXN_0066476,2026-09-30 15:12:08,NDM_000066,P2P_TRANSFER,Web,4,789.67,CP_000885,COMPLETED
TXN_0058485,2026-09-03 18:56:43,NDM_000067,MERCHANT_PAYMENT,Web,1,951.57,CP_008435,COMPLETED
TXN_0037870,2026-09-04 05:24:49,NDM_000067,P2P_TRANSFER,USSD,1,1613.86,CP_003283,COMPLETED
TXN_0041588,2026-09-05 10:27:06,NDM_000067,P2P_TRANSFER,Web,1,602.64,CP_005567,COMPLETED
TXN_0076745,2026-09-05 19:59:58,NDM_000067,CASH_OUT,USSD,1,116.25,CP_009110,COMPLETED
TXN_0051776,2026-09-06 15:52:22,NDM_000067,P2P_TRANSFER,USSD,1,1537.3,CP_000697,COMPLETED
TXN_0023349,2026-09-08 21:46:45,NDM_000067,MERCHANT_PAYMENT,USSD,1,680.72,CP_006379,COMPLETED
TXN_0094764,2026-09-13 05:04:50,NDM_000067,MERCHANT_PAYMENT,USSD,1,385.38,CP_002691,COMPLETED
TXN_0098581,2026-09-14 01:19:21,NDM_000067,CASH_OUT,Mobile_App,1,650.68,CP_008398,COMPLETED
TXN_0062685,2026-09-14 15:38:37,NDM_000067,CASH_OUT,Web,1,509.87,CP_003846,COMPLETED
TXN_0096851,2026-09-16 02:23:37,NDM_000067,AIRTIME_PURCHASE,USSD,1,1465.26,CP_004874,COMPLETED
TXN_0035800,2026-09-16 05:36:27,NDM_000067,MERCHANT_PAYMENT,USSD,1,882.51,CP_003386,COMPLETED
TXN_0006182,2026-09-18 15:09:54,NDM_000067,P2P_TRANSFER,USSD,1,784.74,CP_002015,COMPLETED
TXN_0045775,2026-09-23 02:17:01,NDM_000067,CASH_OUT,USSD,1,2231.02,CP_002133,COMPLETED
TXN_0014640,2026-09-23 03:23:20,NDM_000067,CASH_OUT,USSD,1,691.65,CP_000453,COMPLETED
TXN_0034486,2026-09-27 18:02:55,NDM_000067,BILL_PAYMENT,USSD,1,799.06,CP_005654,COMPLETED
TXN_0029734,2026-09-28 05:13:22,NDM_000067,MERCHANT_PAYMENT,Web,1,642.55,CP_002505,COMPLETED
TXN_0062956,2026-09-30 15:05:22,NDM_000067,P2P_TRANSFER,USSD,1,2506.56,CP_003494,COMPLETED
TXN_0081849,2026-09-01 21:11:48,NDM_000068,CASH_OUT,Mobile_App,2,528.54,CP_001710,COMPLETED
TXN_0073707,2026-09-02 05:42:24,NDM_000068,MERCHANT_PAYMENT,USSD,2,227.28,CP_005656,COMPLETED
TXN_0013225,2026-09-03 03:46:27,NDM_000068,MERCHANT_PAYMENT,USSD,2,131.55,CP_004104,COMPLETED
TXN_0054466,2026-09-05 10:45:11,NDM_000068,BILL_PAYMENT,Web,2,91.47,CP_002495,COMPLETED
TXN_0094566,2026-09-06 16:39:18,NDM_000068,P2P_TRANSFER,Mobile_App,2,489.27,CP_005699,COMPLETED
TXN_0077082,2026-09-07 22:30:53,NDM_000068,MERCHANT_PAYMENT,Web,2,621.22,CP_005212,COMPLETED
TXN_0053898,2026-09-09 02:43:08,NDM_000068,MERCHANT_PAYMENT,USSD,2,288.81,CP_001133,COMPLETED
TXN_0077150,2026-09-10 21:14:45,NDM_000068,P2P_TRANSFER,Web,2,407.92,CP_002620,COMPLETED
TXN_0024928,2026-09-12 18:54:50,NDM_000068,MERCHANT_PAYMENT,Web,2,799.66,CP_006666,COMPLETED
TXN_0041710,2026-09-12 20:31:19,NDM_000068,P2P_TRANSFER,USSD,2,1161.32,CP_008166,COMPLETED
TXN_0063995,2026-09-15 06:07:01,NDM_000068,BANK_TRANSFER,Web,2,299.13,CP_007246,COMPLETED
TXN_0083463,2026-09-16 09:38:36,NDM_000068,P2P_TRANSFER,USSD,2,267.5,CP_003476,COMPLETED
TXN_0063494,2026-09-18 15:15:34,NDM_000068,MERCHANT_PAYMENT,USSD,2,333.18,CP_009996,COMPLETED
TXN_0099387,2026-09-20 06:59:29,NDM_000068,P2P_TRANSFER,USSD,2,417.2,CP_005189,COMPLETED
TXN_0043479,2026-09-21 19:38:31,NDM_000068,AIRTIME_PURCHASE,USSD,2,170.46,CP_000232,COMPLETED
TXN_0037069,2026-09-23 05:46:25,NDM_000068,P2P_TRANSFER,USSD,2,870.05,CP_007883,COMPLETED
TXN_0060472,2026-09-24 18:51:14,NDM_000068,MERCHANT_PAYMENT,Web,2,467.35,CP_006639,COMPLETED
TXN_0061611,2026-09-25 04:52:00,NDM_000068,CASH_OUT,USSD,2,1070.4,CP_005099,COMPLETED
TXN_0075097,2026-09-30 05:33:20,NDM_000068,MERCHANT_PAYMENT,USSD,2,72.09,CP_005414,FAILED
TXN_0019158,2026-09-30 15:32:03,NDM_000068,MERCHANT_PAYMENT,Mobile_App,2,413.83,CP_005821,COMPLETED
TXN_0060080,2026-09-07 16:24:48,NDM_000069,P2P_TRANSFER,USSD,2,494.78,CP_003897,COMPLETED
TXN_0018637,2026-09-07 20:00:37,NDM_000069,BILL_PAYMENT,USSD,2,488.13,CP_000362,COMPLETED
TXN_0023549,2026-09-08 02:56:05,NDM_000069,AIRTIME_PURCHASE,Web,2,337.53,CP_003322,COMPLETED
TXN_0079181,2026-09-08 14:27:42,NDM_000069,P2P_TRANSFER,USSD,2,1203.31,CP_004789,COMPLETED
TXN_0006672,2026-09-12 01:22:56,NDM_000069,MERCHANT_PAYMENT,Mobile_App,2,178.77,CP_006279,COMPLETED
TXN_0048587,2026-09-14 02:29:17,NDM_000069,P2P_TRANSFER,USSD,2,382.75,CP_008284,COMPLETED
TXN_0097519,2026-09-14 19:14:17,NDM_000069,MERCHANT_PAYMENT,Web,2,677.32,CP_003419,COMPLETED
TXN_0007077,2026-09-14 23:27:24,NDM_000069,MERCHANT_PAYMENT,USSD,2,404.73,CP_007076,FAILED
TXN_0045097,2026-09-15 22:28:09,NDM_000069,P2P_TRANSFER,Mobile_App,2,445.56,CP_003747,FAILED
TXN_0008073,2026-09-16 21:52:27,NDM_000069,MERCHANT_PAYMENT,USSD,2,1744.31,CP_006138,COMPLETED
TXN_0053247,2026-09-17 15:34:44,NDM_000069,MERCHANT_PAYMENT,USSD,2,277.83,CP_008563,COMPLETED
TXN_0016922,2026-09-19 09:06:06,NDM_000069,CASH_OUT,USSD,2,538.53,CP_006626,COMPLETED
TXN_0037413,2026-09-20 13:36:50,NDM_000069,P2P_TRANSFER,USSD,2,238.89,CP_007933,COMPLETED
TXN_0027748,2026-09-21 12:33:19,NDM_000069,MERCHANT_PAYMENT,USSD,2,1156.01,CP_002955,COMPLETED
TXN_0046756,2026-09-24 05:25:07,NDM_000069,MERCHANT_PAYMENT,USSD,2,215.78,CP_002737,FAILED
TXN_0069638,2026-09-25 06:41:09,NDM_000069,CASH_OUT,Web,2,389.23,CP_009422,COMPLETED
TXN_0096734,2026-09-25 12:44:08,NDM_000069,P2P_TRANSFER,USSD,2,820.05,CP_006218,COMPLETED
TXN_0074221,2026-09-26 06:45:26,NDM_000069,CASH_OUT,Mobile_App,2,324.55,CP_000862,COMPLETED
TXN_0085124,2026-09-28 03:15:35,NDM_000069,MERCHANT_PAYMENT,Web,2,292.81,CP_005299,COMPLETED
TXN_0007303,2026-09-28 20:06:48,NDM_000069,MERCHANT_PAYMENT,Mobile_App,2,375.75,CP_006810,COMPLETED
TXN_0008360,2026-09-29 09:05:28,NDM_000069,BILL_PAYMENT,Web,2,456.49,CP_004713,COMPLETED
TXN_0037713,2026-09-30 17:25:38,NDM_000069,CASH_OUT,Web,2,568.43,CP_000471,COMPLETED
TXN_0065147,2026-09-03 12:04:53,NDM_000070,MERCHANT_PAYMENT,USSD,4,438.17,CP_007096,COMPLETED
TXN_0063130,2026-09-09 08:51:49,NDM_000070,P2P_TRANSFER,USSD,4,594.3,CP_002239,COMPLETED
TXN_0067616,2026-09-10 18:53:34,NDM_000070,P2P_TRANSFER,Mobile_App,4,1550.86,CP_006155,COMPLETED
TXN_0006041,2026-09-11 10:20:08,NDM_000070,P2P_TRANSFER,Web,4,802.9,CP_001216,COMPLETED
TXN_0028612,2026-09-11 10:53:39,NDM_000070,CASH_OUT,USSD,4,927.05,CP_002807,COMPLETED
TXN_0034094,2026-09-12 10:03:52,NDM_000070,CASH_OUT,Web,4,442.72,CP_000103,COMPLETED
TXN_0028745,2026-09-14 05:13:03,NDM_000070,AIRTIME_PURCHASE,Web,4,502.91,CP_006742,COMPLETED
TXN_0013532,2026-09-14 09:07:42,NDM_000070,P2P_TRANSFER,USSD,4,299.28,CP_000003,COMPLETED
TXN_0030328,2026-09-16 00:25:06,NDM_000070,BILL_PAYMENT,Mobile_App,4,432.05,CP_002994,COMPLETED
TXN_0027736,2026-09-17 12:40:03,NDM_000070,P2P_TRANSFER,USSD,4,1437.75,CP_000882,COMPLETED
TXN_0028240,2026-09-18 18:07:25,NDM_000070,P2P_TRANSFER,Web,4,620.58,CP_007542,COMPLETED
TXN_0031928,2026-09-19 06:15:04,NDM_000070,BILL_PAYMENT,USSD,4,609.01,CP_009030,COMPLETED
TXN_0031260,2026-09-20 00:21:25,NDM_000070,CASH_OUT,USSD,4,1012.89,CP_006674,COMPLETED
TXN_0047017,2026-09-21 02:13:31,NDM_000070,CASH_OUT,USSD,4,854.48,CP_002674,COMPLETED
TXN_0098523,2026-09-21 14:07:48,NDM_000070,MERCHANT_PAYMENT,USSD,4,1571.52,CP_004716,COMPLETED
TXN_0042707,2026-09-23 03:32:24,NDM_000070,CASH_OUT,USSD,4,1802.63,CP_006906,COMPLETED
TXN_0054382,2026-09-27 11:04:51,NDM_000070,BANK_TRANSFER,Mobile_App,4,2272.92,CP_005972,COMPLETED
TXN_0014221,2026-09-29 07:57:32,NDM_000070,CASH_OUT,USSD,4,392.54,CP_008326,COMPLETED
TXN_0001834,2026-09-02 07:29:08,NDM_000071,BILL_PAYMENT,Mobile_App,2,1295.82,CP_000284,COMPLETED
TXN_0077261,2026-09-02 16:35:34,NDM_000071,AIRTIME_PURCHASE,Web,2,230.33,CP_003441,COMPLETED
TXN_0088206,2026-09-06 08:58:22,NDM_000071,BILL_PAYMENT,USSD,2,341.62,CP_003697,COMPLETED
TXN_0036839,2026-09-06 16:23:12,NDM_000071,P2P_TRANSFER,USSD,2,491.82,CP_005282,COMPLETED
TXN_0077220,2026-09-06 23:17:34,NDM_000071,MERCHANT_PAYMENT,Mobile_App,2,400.15,CP_002689,COMPLETED
TXN_0084811,2026-09-07 12:44:02,NDM_000071,MERCHANT_PAYMENT,Web,2,175.44,CP_008579,COMPLETED
TXN_0016560,2026-09-07 15:02:03,NDM_000071,MERCHANT_PAYMENT,USSD,2,462.36,CP_001292,COMPLETED
TXN_0049981,2026-09-08 12:10:33,NDM_000071,P2P_TRANSFER,USSD,2,288.88,CP_006363,COMPLETED
TXN_0092875,2026-09-09 18:36:56,NDM_000071,P2P_TRANSFER,USSD,2,1993.06,CP_008132,COMPLETED
TXN_0020689,2026-09-11 03:13:36,NDM_000071,BILL_PAYMENT,USSD,2,526.72,CP_009568,COMPLETED
TXN_0079651,2026-09-12 09:51:06,NDM_000071,BILL_PAYMENT,USSD,2,150.73,CP_007926,COMPLETED
TXN_0098489,2026-09-17 02:25:02,NDM_000071,CASH_OUT,USSD,2,220.75,CP_008274,COMPLETED
TXN_0080430,2026-09-17 21:50:55,NDM_000071,AIRTIME_PURCHASE,Web,2,379.4,CP_005198,COMPLETED
TXN_0014271,2026-09-19 01:49:40,NDM_000071,MERCHANT_PAYMENT,USSD,2,229.62,CP_008725,COMPLETED
TXN_0063189,2026-09-22 14:23:32,NDM_000071,P2P_TRANSFER,USSD,2,541.44,CP_000665,COMPLETED
TXN_0013027,2026-09-25 09:47:21,NDM_000071,P2P_TRANSFER,USSD,2,244.49,CP_009740,COMPLETED
TXN_0067260,2026-09-25 15:04:46,NDM_000071,BILL_PAYMENT,USSD,2,321.66,CP_008224,COMPLETED
TXN_0003624,2026-09-25 16:12:20,NDM_000071,BANK_TRANSFER,USSD,2,364.91,CP_003955,COMPLETED
TXN_0051188,2026-09-25 17:18:03,NDM_000071,P2P_TRANSFER,Mobile_App,2,337.58,CP_002679,COMPLETED
TXN_0002560,2026-09-26 21:04:33,NDM_000071,AIRTIME_PURCHASE,Web,2,1162.79,CP_001313,COMPLETED
TXN_0040039,2026-09-28 03:14:18,NDM_000071,BILL_PAYMENT,Web,2,344.01,CP_003297,COMPLETED
TXN_0006568,2026-09-01 23:53:08,NDM_000072,BILL_PAYMENT,USSD,2,234.84,CP_006573,FAILED
TXN_0074734,2026-09-02 03:45:17,NDM_000072,BILL_PAYMENT,USSD,2,332.55,CP_002566,COMPLETED
TXN_0046320,2026-09-02 04:03:42,NDM_000072,CASH_OUT,USSD,2,2554.45,CP_005286,COMPLETED
TXN_0058002,2026-09-03 19:42:14,NDM_000072,P2P_TRANSFER,USSD,2,602.72,CP_001411,COMPLETED
TXN_0039979,2026-09-03 23:31:55,NDM_000072,MERCHANT_PAYMENT,USSD,2,667.65,CP_007423,COMPLETED
TXN_0010007,2026-09-06 10:36:45,NDM_000072,CASH_OUT,USSD,2,1157.7,CP_005842,COMPLETED
TXN_0074370,2026-09-08 16:03:34,NDM_000072,MERCHANT_PAYMENT,USSD,2,187.67,CP_000302,COMPLETED
TXN_0040475,2026-09-11 07:35:33,NDM_000072,BILL_PAYMENT,Web,2,198.82,CP_002413,COMPLETED
TXN_0007623,2026-09-13 04:33:15,NDM_000072,MERCHANT_PAYMENT,Mobile_App,2,128.66,CP_009513,FAILED
TXN_0014460,2026-09-14 02:16:54,NDM_000072,MERCHANT_PAYMENT,USSD,2,1538.73,CP_004715,COMPLETED
TXN_0001978,2026-09-14 08:04:36,NDM_000072,MERCHANT_PAYMENT,USSD,2,514.49,CP_002593,COMPLETED
TXN_0044524,2026-09-15 21:20:35,NDM_000072,BILL_PAYMENT,USSD,2,282.31,CP_003700,COMPLETED
TXN_0071271,2026-09-16 00:41:06,NDM_000072,MERCHANT_PAYMENT,USSD,2,510.95,CP_008043,COMPLETED
TXN_0011455,2026-09-17 05:54:21,NDM_000072,P2P_TRANSFER,USSD,2,257.8,CP_003847,COMPLETED
TXN_0043078,2026-09-18 02:44:23,NDM_000072,AIRTIME_PURCHASE,USSD,2,832.17,CP_003463,COMPLETED
TXN_0090145,2026-09-18 15:12:18,NDM_000072,BILL_PAYMENT,Web,2,724.12,CP_009403,COMPLETED
TXN_0064644,2026-09-20 05:28:10,NDM_000072,MERCHANT_PAYMENT,Mobile_App,2,511.74,CP_004427,COMPLETED
TXN_0022567,2026-09-20 11:31:33,NDM_000072,P2P_TRANSFER,USSD,2,638.5,CP_006467,FAILED
TXN_0084954,2026-09-23 06:54:04,NDM_000072,P2P_TRANSFER,Web,2,500.11,CP_008855,COMPLETED
TXN_0078325,2026-09-23 12:05:45,NDM_000072,MERCHANT_PAYMENT,USSD,2,645.09,CP_007986,COMPLETED
TXN_0027932,2026-09-24 13:00:08,NDM_000072,P2P_TRANSFER,USSD,2,1973.67,CP_001832,COMPLETED
TXN_0037903,2026-09-25 08:40:26,NDM_000072,P2P_TRANSFER,USSD,2,385.04,CP_003861,COMPLETED
TXN_0021737,2026-09-26 14:47:56,NDM_000072,MERCHANT_PAYMENT,Mobile_App,2,825.81,CP_005609,COMPLETED
TXN_0025424,2026-09-28 06:17:55,NDM_000072,CASH_OUT,USSD,2,628.78,CP_003591,COMPLETED
TXN_0019137,2026-09-28 15:25:50,NDM_000072,CASH_OUT,Mobile_App,2,1620.63,CP_009764,COMPLETED
TXN_0068652,2026-09-30 00:42:55,NDM_000072,AIRTIME_PURCHASE,Web,2,1591.63,CP_003081,COMPLETED
TXN_0080605,2026-09-30 04:37:03,NDM_000072,AIRTIME_PURCHASE,Mobile_App,2,567.64,CP_009370,COMPLETED
TXN_0056507,2026-09-04 07:08:49,NDM_000073,P2P_TRANSFER,Mobile_App,4,242.73,CP_008079,COMPLETED
TXN_0096993,2026-09-05 06:56:52,NDM_000073,P2P_TRANSFER,Web,4,116.52,CP_002125,COMPLETED
TXN_0003000,2026-09-08 04:52:15,NDM_000073,P2P_TRANSFER,USSD,4,224.14,CP_006369,COMPLETED
TXN_0039709,2026-09-08 20:29:17,NDM_000073,MERCHANT_PAYMENT,Web,4,257.09,CP_008401,COMPLETED
TXN_0079724,2026-09-09 10:35:30,NDM_000073,MERCHANT_PAYMENT,USSD,4,104.53,CP_005812,COMPLETED
TXN_0072992,2026-09-10 01:01:09,NDM_000073,P2P_TRANSFER,USSD,4,745.51,CP_008303,COMPLETED
TXN_0072728,2026-09-10 12:24:32,NDM_000073,BILL_PAYMENT,Web,4,386.65,CP_004930,COMPLETED
TXN_0031800,2026-09-12 06:11:33,NDM_000073,MERCHANT_PAYMENT,Mobile_App,4,163.24,CP_007217,COMPLETED
TXN_0010347,2026-09-12 19:09:57,NDM_000073,P2P_TRANSFER,USSD,4,76.66,CP_009976,COMPLETED
TXN_0032507,2026-09-15 05:19:57,NDM_000073,BILL_PAYMENT,USSD,4,180.77,CP_003698,COMPLETED
TXN_0033559,2026-09-19 19:54:32,NDM_000073,MERCHANT_PAYMENT,USSD,4,55.47,CP_006791,COMPLETED
TXN_0069331,2026-09-22 09:31:44,NDM_000073,MERCHANT_PAYMENT,USSD,4,206.38,CP_005403,COMPLETED
TXN_0078902,2026-09-23 05:55:25,NDM_000073,MERCHANT_PAYMENT,USSD,4,403.03,CP_007209,COMPLETED
TXN_0044489,2026-09-24 06:57:49,NDM_000073,P2P_TRANSFER,USSD,4,180.95,CP_002390,COMPLETED
TXN_0060528,2026-09-24 13:23:12,NDM_000073,P2P_TRANSFER,USSD,4,177.05,CP_008743,COMPLETED
TXN_0011889,2026-09-25 05:56:37,NDM_000073,BILL_PAYMENT,Mobile_App,4,45.8,CP_002266,COMPLETED
TXN_0056212,2026-09-28 01:57:35,NDM_000073,BANK_TRANSFER,Web,4,59.06,CP_001504,COMPLETED
TXN_0020831,2026-09-28 13:34:49,NDM_000073,MERCHANT_PAYMENT,USSD,4,81.13,CP_009878,COMPLETED
TXN_0079589,2026-09-28 15:59:56,NDM_000073,MERCHANT_PAYMENT,Web,4,166.08,CP_004878,COMPLETED
TXN_0062020,2026-09-30 15:53:44,NDM_000073,P2P_TRANSFER,Mobile_App,4,119.07,CP_003884,COMPLETED
TXN_0093171,2026-09-02 17:15:02,NDM_000074,MERCHANT_PAYMENT,Web,8,1034.37,CP_003461,COMPLETED
TXN_0008581,2026-09-03 02:15:56,NDM_000074,P2P_TRANSFER,USSD,8,1170.08,CP_000563,COMPLETED
TXN_0076213,2026-09-05 15:12:57,NDM_000074,P2P_TRANSFER,USSD,8,1813.08,CP_000278,COMPLETED
TXN_0061183,2026-09-05 19:51:09,NDM_000074,P2P_TRANSFER,USSD,8,621.19,CP_008608,COMPLETED
TXN_0037294,2026-09-06 05:31:29,NDM_000074,MERCHANT_PAYMENT,Mobile_App,8,4043.84,CP_001431,COMPLETED
TXN_0095022,2026-09-06 17:05:34,NDM_000074,BILL_PAYMENT,USSD,8,1255.64,CP_007291,COMPLETED
TXN_0055793,2026-09-10 12:18:29,NDM_000074,P2P_TRANSFER,Web,8,842.32,CP_009887,COMPLETED
TXN_0009376,2026-09-11 15:45:20,NDM_000074,MERCHANT_PAYMENT,Web,8,1131.85,CP_004322,COMPLETED
TXN_0022205,2026-09-13 05:11:39,NDM_000074,P2P_TRANSFER,USSD,8,1296.6,CP_001138,REVERSED
TXN_0003348,2026-09-13 23:34:59,NDM_000074,MERCHANT_PAYMENT,Web,8,963.96,CP_006191,COMPLETED
TXN_0072440,2026-09-15 13:42:15,NDM_000074,MERCHANT_PAYMENT,USSD,8,2019.67,CP_007804,COMPLETED
TXN_0058574,2026-09-16 12:01:44,NDM_000074,MERCHANT_PAYMENT,USSD,8,1714.66,CP_002934,COMPLETED
TXN_0025794,2026-09-16 12:05:55,NDM_000074,MERCHANT_PAYMENT,USSD,8,640.9,CP_008689,COMPLETED
TXN_0032555,2026-09-20 09:57:47,NDM_000074,BILL_PAYMENT,Web,8,3480.79,CP_001523,COMPLETED
TXN_0071569,2026-09-20 10:56:28,NDM_000074,P2P_TRANSFER,USSD,8,572.79,CP_000430,COMPLETED
TXN_0085133,2026-09-21 08:58:52,NDM_000074,MERCHANT_PAYMENT,USSD,8,2789.85,CP_007836,COMPLETED
TXN_0084593,2026-09-23 06:01:40,NDM_000074,BILL_PAYMENT,Mobile_App,8,1176.83,CP_003644,COMPLETED
TXN_0074174,2026-09-23 21:45:18,NDM_000074,P2P_TRANSFER,USSD,8,1715.1,CP_001552,COMPLETED
TXN_0021002,2026-09-24 12:14:28,NDM_000074,MERCHANT_PAYMENT,Mobile_App,8,1819.08,CP_005981,COMPLETED
TXN_0006665,2026-09-28 06:03:11,NDM_000074,AIRTIME_PURCHASE,USSD,8,14796.74,CP_007420,COMPLETED
TXN_0045419,2026-09-29 17:47:06,NDM_000074,P2P_TRANSFER,Web,8,638.17,CP_001432,COMPLETED
TXN_0040646,2026-09-01 06:39:32,NDM_000075,P2P_TRANSFER,USSD,4,635.73,CP_002388,COMPLETED
TXN_0019955,2026-09-02 17:08:26,NDM_000075,MERCHANT_PAYMENT,USSD,4,863.97,CP_001220,COMPLETED
TXN_0036074,2026-09-06 05:32:06,NDM_000075,BILL_PAYMENT,USSD,4,816.04,CP_005751,COMPLETED
TXN_0020387,2026-09-09 23:20:38,NDM_000075,BANK_TRANSFER,USSD,4,378.35,CP_000052,COMPLETED
TXN_0063923,2026-09-10 08:19:28,NDM_000075,AIRTIME_PURCHASE,Web,4,1000.1,CP_001406,COMPLETED
TXN_0042983,2026-09-11 00:30:30,NDM_000075,P2P_TRANSFER,USSD,4,2155.69,CP_000010,COMPLETED
TXN_0030959,2026-09-12 16:21:52,NDM_000075,CASH_OUT,USSD,4,649.43,CP_008088,COMPLETED
TXN_0002759,2026-09-15 02:43:52,NDM_000075,P2P_TRANSFER,Mobile_App,4,2369.79,CP_009043,COMPLETED
TXN_0008150,2026-09-15 06:18:56,NDM_000075,MERCHANT_PAYMENT,USSD,4,2788.07,CP_006217,COMPLETED
TXN_0006866,2026-09-17 17:15:09,NDM_000075,P2P_TRANSFER,Web,4,1012.72,CP_009688,COMPLETED
TXN_0067389,2026-09-18 07:56:13,NDM_000075,MERCHANT_PAYMENT,Web,4,209.38,CP_002569,FAILED
TXN_0072883,2026-09-19 09:24:37,NDM_000075,P2P_TRANSFER,USSD,4,1185.91,CP_009052,COMPLETED
TXN_0057872,2026-09-20 06:40:26,NDM_000075,CASH_OUT,USSD,4,966.66,CP_001112,COMPLETED
TXN_0049147,2026-09-20 21:12:22,NDM_000075,BANK_TRANSFER,USSD,4,506.35,CP_001158,COMPLETED
TXN_0023751,2026-09-22 07:51:33,NDM_000075,MERCHANT_PAYMENT,USSD,4,1035.32,CP_008124,COMPLETED
TXN_0036802,2026-09-22 08:22:00,NDM_000075,CASH_OUT,Web,4,306.68,CP_005509,COMPLETED
TXN_0094398,2026-09-23 20:10:51,NDM_000075,AIRTIME_PURCHASE,Mobile_App,4,1193.12,CP_005296,COMPLETED
TXN_0098100,2026-09-24 02:52:25,NDM_000075,P2P_TRANSFER,USSD,4,678.12,CP_001005,COMPLETED
TXN_0094140,2026-09-24 12:33:12,NDM_000075,MERCHANT_PAYMENT,USSD,4,739.94,CP_001919,COMPLETED
TXN_0093227,2026-09-24 13:19:57,NDM_000075,MERCHANT_PAYMENT,USSD,4,1986.89,CP_005868,COMPLETED
TXN_0092836,2026-09-28 15:50:50,NDM_000075,BILL_PAYMENT,USSD,4,2100.51,CP_008808,COMPLETED
TXN_0020146,2026-09-29 04:36:04,NDM_000075,BILL_PAYMENT,Web,4,473.69,CP_007382,COMPLETED
TXN_0094904,2026-09-29 23:53:53,NDM_000075,CASH_OUT,Web,4,2116.34,CP_005314,COMPLETED
TXN_0067125,2026-09-30 05:52:57,NDM_000075,AIRTIME_PURCHASE,USSD,4,738.97,CP_002611,COMPLETED
TXN_0080021,2026-09-30 19:58:23,NDM_000075,AIRTIME_PURCHASE,USSD,4,550.39,CP_005582,COMPLETED
TXN_0067581,2026-09-01 04:19:34,NDM_000076,CASH_OUT,Mobile_App,5,402.8,CP_009415,COMPLETED
TXN_0003230,2026-09-03 03:21:26,NDM_000076,P2P_TRANSFER,Web,5,355.04,CP_004597,COMPLETED
TXN_0077185,2026-09-04 02:01:34,NDM_000076,BILL_PAYMENT,Mobile_App,5,383.6,CP_002786,COMPLETED
TXN_0070192,2026-09-06 00:09:49,NDM_000076,BILL_PAYMENT,USSD,5,651.04,CP_004711,COMPLETED
TXN_0061587,2026-09-06 03:45:45,NDM_000076,BANK_TRANSFER,Mobile_App,5,420.05,CP_005343,COMPLETED
TXN_0096739,2026-09-11 15:34:23,NDM_000076,MERCHANT_PAYMENT,Web,5,532.09,CP_004108,COMPLETED
TXN_0041797,2026-09-14 20:42:22,NDM_000076,BILL_PAYMENT,Web,5,697.93,CP_008974,COMPLETED
TXN_0011866,2026-09-15 18:53:37,NDM_000076,MERCHANT_PAYMENT,USSD,5,705.71,CP_009997,REVERSED
TXN_0094851,2026-09-16 18:05:29,NDM_000076,MERCHANT_PAYMENT,USSD,5,499.5,CP_007937,COMPLETED
TXN_0083913,2026-09-17 23:05:11,NDM_000076,P2P_TRANSFER,Web,5,394.46,CP_009866,COMPLETED
