transaction_id,amount,is_fraud,transaction_hour,transaction_day,is_weekend,account_age_days,typical_transaction_amount,typical_daily_transactions,amount_deviation_ratio,channel_deviation,daily_transaction_count,total_login_attempts,failed_login_count,successful_login_count,failed_login_ratio,failed_logins_day,total_device_events,sim_change_count,device_change_count,os_update_count,distinct_cities,multi_city_activity,distinct_devices,transaction_type_AIRTIME_PURCHASE,transaction_type_BANK_TRANSFER,transaction_type_BILL_PAYMENT,transaction_type_CASH_OUT,transaction_type_MERCHANT_PAYMENT,transaction_type_P2P_TRANSFER,channel_Mobile_App,channel_USSD,channel_Web,status_COMPLETED,status_FAILED,status_REVERSED,home_city_Keetmanshoop,home_city_Oshakati,home_city_Rundu,home_city_Swakopmund,home_city_Walvis Bay,home_city_Windhoek,customer_segment_Business,customer_segment_Premium,customer_segment_Standard,preferred_channel_Mobile_App,preferred_channel_USSD,preferred_channel_Web,device_platform_Android,device_platform_iOS,baseline_risk_tier_High,baseline_risk_tier_Low,baseline_risk_tier_Medium
TXN_0058634,109.15,0,5,5,1,481,205.39,4,0.5314280149958616,1,2,24,3,21,0.125,3.0,5.0,2.0,2.0,1.0,5,1,5.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0037084,812.87,1,20,5,1,481,205.39,4,3.9576902478212186,0,2,24,3,21,0.125,3.0,5.0,2.0,2.0,1.0,5,1,5.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0009036,36.16,0,3,1,0,481,205.39,4,0.17605530941136374,1,2,24,3,21,0.125,0.0,5.0,2.0,2.0,1.0,5,1,5.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0052877,369.99,0,18,1,0,481,205.39,4,1.8014022104289402,0,2,24,3,21,0.125,0.0,5.0,2.0,2.0,1.0,5,1,5.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0073499,222.6,0,0,3,0,481,205.39,4,1.083791810701592,1,4,24,3,21,0.125,0.0,5.0,2.0,2.0,1.0,5,1,5.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0027612,158.09,0,3,3,0,481,205.39,4,0.7697064121914408,1,4,24,3,21,0.125,0.0,5.0,2.0,2.0,1.0,5,1,5.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0029615,1091.61,1,10,3,0,481,205.39,4,5.314815716441891,1,4,24,3,21,0.125,0.0,5.0,2.0,2.0,1.0,5,1,5.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0019332,420.08,0,14,3,0,481,205.39,4,2.0452797117678565,1,4,24,3,21,0.125,0.0,5.0,2.0,2.0,1.0,5,1,5.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0085868,317.23,1,23,4,0,481,205.39,4,1.544525049905059,1,1,24,3,21,0.125,0.0,5.0,2.0,2.0,1.0,5,1,5.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0093524,665.73,1,19,6,1,481,205.39,4,3.2412970446467697,1,1,24,3,21,0.125,0.0,5.0,2.0,2.0,1.0,5,1,5.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0012399,190.99,0,17,0,0,481,205.39,4,0.9298894785529969,1,1,24,3,21,0.125,0.0,5.0,2.0,2.0,1.0,5,1,5.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0004758,511.29,1,11,3,0,481,205.39,4,2.4893617021276597,1,2,24,3,21,0.125,0.0,5.0,2.0,2.0,1.0,5,1,5.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0009618,85.22,0,11,3,0,481,205.39,4,0.41491796095233463,1,2,24,3,21,0.125,0.0,5.0,2.0,2.0,1.0,5,1,5.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0083878,153.01,0,15,0,0,481,205.39,4,0.7449729782365256,1,1,24,3,21,0.125,0.0,5.0,2.0,2.0,1.0,5,1,5.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0022511,194.1,0,3,1,0,481,205.39,4,0.9450314036710649,0,2,24,3,21,0.125,0.0,5.0,2.0,2.0,1.0,5,1,5.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0073078,203.23,0,19,1,0,481,205.39,4,0.9894834217829496,0,2,24,3,21,0.125,0.0,5.0,2.0,2.0,1.0,5,1,5.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0071646,223.48,0,17,2,0,481,205.39,4,1.088076342567798,0,1,24,3,21,0.125,0.0,5.0,2.0,2.0,1.0,5,1,5.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0071101,95.14,0,4,4,0,481,205.39,4,0.4632163201713813,1,1,24,3,21,0.125,0.0,5.0,2.0,2.0,1.0,5,1,5.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0021820,259.56,0,18,6,1,481,205.39,4,1.2637421490822338,0,1,24,3,21,0.125,0.0,5.0,2.0,2.0,1.0,5,1,5.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0090080,253.0,0,4,0,0,481,205.39,4,1.2318029115341547,0,2,24,3,21,0.125,0.0,5.0,2.0,2.0,1.0,5,1,5.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0057352,78.58,0,13,0,0,481,205.39,4,0.3825892205073275,0,2,24,3,21,0.125,0.0,5.0,2.0,2.0,1.0,5,1,5.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0012330,416.14,0,5,1,0,481,205.39,4,2.0260966940941625,1,1,24,3,21,0.125,0.0,5.0,2.0,2.0,1.0,5,1,5.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0043785,300.32,0,8,6,1,121,529.45,5,0.5672301444895645,0,2,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0003940,787.6,0,23,6,1,121,529.45,5,1.4875814524506563,1,2,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0062530,751.08,0,7,1,0,121,529.45,5,1.418604211918028,1,3,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0085871,378.73,0,8,1,0,121,529.45,5,0.7153272263669845,0,3,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0081542,856.15,0,21,1,0,121,529.45,5,1.6170554348852582,1,3,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0094255,879.93,0,2,2,0,121,529.45,5,1.6619699688355838,1,1,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0041988,586.4,0,0,3,0,121,529.45,5,1.1075644536783453,1,2,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0054398,249.21,0,20,3,0,121,529.45,5,0.4706960052885069,0,2,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0075670,127.02,0,10,6,1,121,529.45,5,0.23990933988100857,1,2,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0089315,252.4,0,12,6,1,121,529.45,5,0.47672112569647745,1,2,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0092989,1025.31,0,6,0,0,121,529.45,5,1.9365568042308052,1,2,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0042524,399.24,0,19,0,0,121,529.45,5,0.7540655397110209,1,2,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0010144,295.58,0,0,1,0,121,529.45,5,0.5582774577391632,1,1,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0044856,654.0,0,23,2,0,121,529.45,5,1.235244121257909,1,1,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0003708,134.7,0,20,4,0,121,529.45,5,0.25441495891963356,1,1,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0064531,228.15,0,0,5,1,121,529.45,5,0.43091887808102747,1,2,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0017762,409.73,0,8,5,1,121,529.45,5,0.7738785532156011,1,2,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0013015,699.0,0,8,6,1,121,529.45,5,1.3202379828123523,1,1,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0046391,648.54,0,11,2,0,121,529.45,5,1.2249315327226364,1,1,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0021532,604.05,0,20,3,0,121,529.45,5,1.140900934932477,1,1,26,1,25,0.038461538461538464,1.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0003578,1144.76,0,8,4,0,121,529.45,5,2.1621682878458777,1,2,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0089757,299.82,0,23,4,0,121,529.45,5,0.5662857682500708,1,2,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0038387,466.85,0,19,5,1,121,529.45,5,0.8817640948153744,0,1,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0076884,442.86,0,5,6,1,121,529.45,5,0.8364529228444612,1,1,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0093624,857.12,0,15,0,0,121,529.45,5,1.6188875247898762,1,1,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0046592,364.83,0,17,1,0,121,529.45,5,0.6890735669090565,1,2,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0073626,1196.35,0,19,1,0,121,529.45,5,2.259609028236849,0,2,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0051423,749.99,0,10,2,0,121,529.45,5,1.4165454717159316,1,1,26,1,25,0.038461538461538464,0.0,4.0,3.0,0.0,1.0,5,1,4.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
TXN_0019693,555.49,0,4,2,0,3141,931.72,7,0.5961984287124887,1,1,30,4,26,0.13333333333333333,0.0,4.0,2.0,1.0,1.0,4,1,4.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
TXN_0028308,562.27,0,21,5,1,3141,931.72,7,0.6034752930064826,1,2,30,4,26,0.13333333333333333,3.0,4.0,2.0,1.0,1.0,4,1,4.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
TXN_0038786,11491.29,1,23,5,1,3141,931.72,7,12.333415618426137,1,2,30,4,26,0.13333333333333333,3.0,4.0,2.0,1.0,1.0,4,1,4.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
TXN_0066781,3651.08,1,22,6,1,3141,931.72,7,3.9186450865066758,1,1,30,4,26,0.13333333333333333,0.0,4.0,2.0,1.0,1.0,4,1,4.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
TXN_0004971,1117.4,0,5,3,0,3141,931.72,7,1.199287339544069,0,2,30,4,26,0.13333333333333333,0.0,4.0,2.0,1.0,1.0,4,1,4.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
TXN_0045934,1009.37,0,17,3,0,3141,931.72,7,1.0833404885587945,0,2,30,4,26,0.13333333333333333,0.0,4.0,2.0,1.0,1.0,4,1,4.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
TXN_0008137,6247.87,1,8,0,0,3141,931.72,7,6.705737775297299,1,1,30,4,26,0.13333333333333333,0.0,4.0,2.0,1.0,1.0,4,1,4.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
TXN_0071652,1290.03,0,15,1,0,3141,931.72,7,1.3845683252479284,0,1,30,4,26,0.13333333333333333,0.0,4.0,2.0,1.0,1.0,4,1,4.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
TXN_0016924,1475.31,0,1,3,0,3141,931.72,7,1.5834263512643283,1,1,30,4,26,0.13333333333333333,0.0,4.0,2.0,1.0,1.0,4,1,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
TXN_0076308,878.69,0,11,1,0,3141,931.72,7,0.9430837590692484,0,1,30,4,26,0.13333333333333333,0.0,4.0,2.0,1.0,1.0,4,1,4.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
TXN_0076139,1091.8,0,21,3,0,3141,931.72,7,1.1718112737732365,0,1,30,4,26,0.13333333333333333,1.0,4.0,2.0,1.0,1.0,4,1,4.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
TXN_0016577,1846.33,1,7,5,1,3141,931.72,7,1.9816361138539473,1,1,30,4,26,0.13333333333333333,0.0,4.0,2.0,1.0,1.0,4,1,4.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
TXN_0017269,772.17,0,3,6,1,3141,931.72,7,0.8287575666509251,1,2,30,4,26,0.13333333333333333,0.0,4.0,2.0,1.0,1.0,4,1,4.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
TXN_0040687,607.04,1,3,6,1,3141,931.72,7,0.6515262095908642,1,2,30,4,26,0.13333333333333333,0.0,4.0,2.0,1.0,1.0,4,1,4.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
TXN_0006034,891.53,0,12,0,0,3141,931.72,7,0.9568647233074313,0,1,30,4,26,0.13333333333333333,0.0,4.0,2.0,1.0,1.0,4,1,4.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
TXN_0008976,327.8,0,15,1,0,2436,354.9,4,0.9236404621020007,1,1,25,1,24,0.04,0.0,4.0,3.0,0.0,1.0,6,1,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0022791,191.9,0,8,3,0,2436,354.9,4,0.5407156945618484,0,2,25,1,24,0.04,0.0,4.0,3.0,0.0,1.0,6,1,4.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0038553,1088.55,0,9,3,0,2436,354.9,4,3.0672020287404904,1,2,25,1,24,0.04,0.0,4.0,3.0,0.0,1.0,6,1,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0019697,167.22,0,5,0,0,2436,354.9,4,0.4711749788672866,1,1,25,1,24,0.04,0.0,4.0,3.0,0.0,1.0,6,1,4.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0091307,148.04,0,4,1,0,2436,354.9,4,0.4171315863623556,0,3,25,1,24,0.04,0.0,4.0,3.0,0.0,1.0,6,1,4.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0092389,321.41,0,9,1,0,2436,354.9,4,0.905635390250775,0,3,25,1,24,0.04,0.0,4.0,3.0,0.0,1.0,6,1,4.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0067950,193.71,0,9,1,0,2436,354.9,4,0.5458157227387997,0,3,25,1,24,0.04,0.0,4.0,3.0,0.0,1.0,6,1,4.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0016025,268.98,0,5,3,0,2436,354.9,4,0.7579036348267119,1,1,25,1,24,0.04,0.0,4.0,3.0,0.0,1.0,6,1,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0032184,143.36,0,22,4,0,2436,354.9,4,0.40394477317554245,0,1,25,1,24,0.04,0.0,4.0,3.0,0.0,1.0,6,1,4.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0009423,387.32,0,19,2,0,2436,354.9,4,1.0913496759650607,1,1,25,1,24,0.04,0.0,4.0,3.0,0.0,1.0,6,1,4.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0007107,185.28,0,14,3,0,2436,354.9,4,0.5220625528317836,0,2,25,1,24,0.04,0.0,4.0,3.0,0.0,1.0,6,1,4.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0080374,509.67,0,16,3,0,2436,354.9,4,1.436094674556213,1,2,25,1,24,0.04,0.0,4.0,3.0,0.0,1.0,6,1,4.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0034098,370.18,0,21,5,1,2436,354.9,4,1.0430543815159201,0,1,25,1,24,0.04,0.0,4.0,3.0,0.0,1.0,6,1,4.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0038321,375.13,0,16,6,1,2436,354.9,4,1.0570019723865878,1,1,25,1,24,0.04,0.0,4.0,3.0,0.0,1.0,6,1,4.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0096740,306.42,0,9,0,0,2436,354.9,4,0.8633981403212173,0,1,25,1,24,0.04,0.0,4.0,3.0,0.0,1.0,6,1,4.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0021227,211.32,0,14,2,0,2436,354.9,4,0.5954353338968724,0,1,25,1,24,0.04,0.0,4.0,3.0,0.0,1.0,6,1,4.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0090938,499.66,0,21,4,0,2436,354.9,4,1.407889546351085,1,1,25,1,24,0.04,0.0,4.0,3.0,0.0,1.0,6,1,4.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0035845,99.49,0,2,0,0,2436,354.9,4,0.2803324880247957,0,1,25,1,24,0.04,0.0,4.0,3.0,0.0,1.0,6,1,4.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0086990,582.13,0,7,1,0,2436,354.9,4,1.6402648633417864,1,2,25,1,24,0.04,0.0,4.0,3.0,0.0,1.0,6,1,4.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0029291,431.77,0,14,1,0,2436,354.9,4,1.216596224288532,0,2,25,1,24,0.04,0.0,4.0,3.0,0.0,1.0,6,1,4.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
TXN_0045238,562.77,1,16,2,0,561,757.51,1,0.7429208855328643,1,1,34,5,29,0.14705882352941177,3.0,4.0,2.0,1.0,1.0,5,1,4.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
TXN_0079563,1069.14,1,0,3,0,561,757.51,1,1.4113873084183708,1,1,34,5,29,0.14705882352941177,0.0,4.0,2.0,1.0,1.0,5,1,4.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
TXN_0057511,1598.91,0,3,4,0,561,757.51,1,2.110744412615015,1,1,34,5,29,0.14705882352941177,0.0,4.0,2.0,1.0,1.0,5,1,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
TXN_0051963,308.95,0,6,6,1,561,757.51,1,0.40784940132803527,0,1,34,5,29,0.14705882352941177,0.0,4.0,2.0,1.0,1.0,5,1,4.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
TXN_0048189,631.43,0,9,1,0,561,757.51,1,0.8335599530039207,0,1,34,5,29,0.14705882352941177,0.0,4.0,2.0,1.0,1.0,5,1,4.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
TXN_0051178,1480.78,0,14,4,0,561,757.51,1,1.9547992765772069,0,1,34,5,29,0.14705882352941177,0.0,4.0,2.0,1.0,1.0,5,1,4.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
TXN_0059699,1568.09,0,1,4,0,561,757.51,1,2.0700584810761575,0,1,34,5,29,0.14705882352941177,0.0,4.0,2.0,1.0,1.0,5,1,4.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
TXN_0078173,759.69,0,16,5,1,561,757.51,1,1.0028778497973625,0,1,34,5,29,0.14705882352941177,0.0,4.0,2.0,1.0,1.0,5,1,4.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
TXN_0030771,1020.28,1,3,6,1,561,757.51,1,1.3468865097490461,1,1,34,5,29,0.14705882352941177,0.0,4.0,2.0,1.0,1.0,5,1,4.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
TXN_0049407,493.8,0,0,2,0,561,757.51,1,0.6518725825401646,0,1,34,5,29,0.14705882352941177,0.0,4.0,2.0,1.0,1.0,5,1,4.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
TXN_0052763,545.1,0,13,4,0,561,757.51,1,0.7195944607991974,0,2,34,5,29,0.14705882352941177,0.0,4.0,2.0,1.0,1.0,5,1,4.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
