ticket_id,timestamp,account_id,text,priority
TICKET_001380,2026-09-13 21:11:27,NDM_001344,There was a transaction on my account that I did not make.,Low
TICKET_000336,2026-09-26 04:10:59,NDM_001348,I changed my phone and need help accessing my account.,Low
TICKET_000629,2026-09-01 14:56:32,NDM_001350,Please help me update my registered mobile number.,Low
TICKET_000181,2026-09-11 08:59:08,NDM_001361,My SIM card was replaced and I cannot log in.,Low
TICKET_001810,2026-09-14 02:07:51,NDM_001361,I received an OTP that I did not request.,High
TICKET_000822,2026-09-19 23:33:11,NDM_001361,I am travelling and cannot access my normal device.,Medium
TICKET_001559,2026-09-06 17:53:02,NDM_001365,I cannot access my account and my password no longer works.,Medium
TICKET_001822,2026-09-07 03:07:33,NDM_001367,Please help me update my registered mobile number.,Low
TICKET_000733,2026-09-17 06:49:09,NDM_001367,Please help me update my registered mobile number.,Low
TICKET_000620,2026-09-29 16:26:22,NDM_001368,There is no problem with my account; I need assistance with a payment.,Low
TICKET_000841,2026-09-03 00:20:43,NDM_001371,I received an OTP that I did not request.,High
TICKET_000076,2026-09-18 02:24:37,NDM_001373,I am travelling and cannot access my normal device.,Low
TICKET_001649,2026-09-03 18:34:03,NDM_001374,There is no problem with my account; I need assistance with a payment.,Low
TICKET_000600,2026-09-08 06:55:42,NDM_001375,I made this transaction myself but it is showing as pending.,High
TICKET_000036,2026-09-11 04:35:24,NDM_001375,My phone was lost and I need to secure my account.,Low
TICKET_001991,2026-09-11 13:36:29,NDM_001376,I am travelling and cannot access my normal device.,Medium
TICKET_001644,2026-09-02 03:04:12,NDM_001379,Please help me update my registered mobile number.,Low
TICKET_001335,2026-09-01 02:57:20,NDM_001388,I changed my phone and need help accessing my account.,Low
TICKET_001267,2026-09-01 17:14:33,NDM_001388,I cannot access my account and my password no longer works.,Medium
TICKET_000347,2026-09-20 12:39:49,NDM_001389,I received an OTP that I did not request.,Low
TICKET_001832,2026-09-27 11:10:38,NDM_001394,I noticed a transfer that I do not recognise.,Medium
TICKET_000676,2026-09-16 00:37:26,NDM_001395,There was a transaction on my account that I did not make.,High
TICKET_000103,2026-09-17 20:49:42,NDM_001395,My SIM card was replaced and I cannot log in.,Medium
TICKET_001179,2026-09-01 18:18:41,NDM_001397,There is no problem with my account; I need assistance with a payment.,Low
TICKET_000606,2026-09-04 18:54:40,NDM_001400,Please help me update my registered mobile number.,Medium
TICKET_001309,2026-09-09 06:21:34,NDM_001400,There is no problem with my account; I need assistance with a payment.,Low
TICKET_001100,2026-09-28 06:55:03,NDM_001400,I noticed a transfer that I do not recognise.,Low
TICKET_001535,2026-09-16 14:58:48,NDM_001404,There is no problem with my account; I need assistance with a payment.,Low
TICKET_000193,2026-09-09 01:40:54,NDM_001405,My account is locked after several login attempts.,Low
TICKET_001846,2026-09-17 07:59:17,NDM_001410,My account is locked after several login attempts.,Medium
TICKET_001619,2026-09-18 02:23:19,NDM_001412,I am travelling and cannot access my normal device.,Low
TICKET_000607,2026-09-29 18:47:40,NDM_001417,I received an OTP that I did not request.,Low
TICKET_000407,2026-09-13 20:27:47,NDM_001422,I received an OTP that I did not request.,Low
TICKET_000030,2026-09-29 08:30:00,NDM_001422,I noticed a transfer that I do not recognise.,Low
TICKET_000492,2026-09-07 04:44:47,NDM_001430,My SIM card was replaced and I cannot log in.,Low
TICKET_001561,2026-09-17 17:02:05,NDM_001433,I received an OTP that I did not request.,High
TICKET_000060,2026-09-04 18:09:38,NDM_001443,I received an OTP that I did not request.,Medium
TICKET_001694,2026-09-08 16:17:32,NDM_001450,My phone was lost and I need to secure my account.,Low
TICKET_001134,2026-09-20 07:33:33,NDM_001452,I received an OTP that I did not request.,Low
TICKET_001606,2026-09-16 00:48:00,NDM_001453,My phone was lost and I need to secure my account.,High
TICKET_000265,2026-09-18 14:04:41,NDM_001453,There was a transaction on my account that I did not make.,Low
TICKET_001080,2026-09-21 02:39:14,NDM_001454,My phone was lost and I need to secure my account.,Medium
TICKET_001502,2026-09-02 11:14:08,NDM_001459,I received an OTP that I did not request.,Low
TICKET_000580,2026-09-16 07:49:29,NDM_001461,My SIM card was replaced and I cannot log in.,Medium
TICKET_000721,2026-09-15 02:47:51,NDM_001462,I cannot access my account and my password no longer works.,Medium
TICKET_000829,2026-09-25 17:20:57,NDM_001463,There was a transaction on my account that I did not make.,Low
TICKET_001061,2026-09-08 17:07:47,NDM_001472,My account is locked after several login attempts.,Low
TICKET_000414,2026-09-15 13:13:59,NDM_001476,My account is locked after several login attempts.,High
TICKET_000656,2026-09-21 02:17:17,NDM_001476,I changed my phone and need help accessing my account.,Low
TICKET_001000,2026-09-06 13:54:27,NDM_001477,Please help me update my registered mobile number.,Medium
TICKET_001823,2026-09-27 00:21:41,NDM_001480,I noticed a transfer that I do not recognise.,Low
TICKET_000159,2026-09-04 11:14:26,NDM_001481,I cannot access my account and my password no longer works.,Medium
TICKET_001756,2026-09-11 11:15:06,NDM_001482,I changed my phone and need help accessing my account.,Low
TICKET_000397,2026-09-16 11:13:38,NDM_001483,I am travelling and cannot access my normal device.,Low
TICKET_001792,2026-09-14 20:50:43,NDM_001486,My SIM card was replaced and I cannot log in.,Medium
TICKET_001536,2026-09-03 14:43:12,NDM_001488,I changed my phone and need help accessing my account.,High
TICKET_001794,2026-09-03 04:25:56,NDM_001491,I changed my phone and need help accessing my account.,Low
TICKET_000742,2026-09-15 01:25:56,NDM_001491,My account is locked after several login attempts.,Low
TICKET_000425,2026-09-25 10:08:30,NDM_001492,My account is locked after several login attempts.,Medium
TICKET_001419,2026-09-02 11:58:27,NDM_001494,There was a transaction on my account that I did not make.,Low
TICKET_001738,2026-09-03 10:18:12,NDM_001494,There is no problem with my account; I need assistance with a payment.,Medium
TICKET_001133,2026-09-28 05:32:28,NDM_001495,I cannot access my account and my password no longer works.,Low
TICKET_000029,2026-09-03 17:51:22,NDM_001497,I noticed a transfer that I do not recognise.,Medium
TICKET_000368,2026-09-13 15:32:19,NDM_001497,I cannot access my account and my password no longer works.,Medium
TICKET_000826,2026-09-21 19:18:37,NDM_001502,I am travelling and cannot access my normal device.,Low
TICKET_000717,2026-09-26 00:44:04,NDM_001504,There was a transaction on my account that I did not make.,Medium
TICKET_000177,2026-09-02 01:59:17,NDM_001510,My account is locked after several login attempts.,Low
TICKET_000703,2026-09-01 19:40:22,NDM_001513,I received an OTP that I did not request.,Medium
TICKET_000536,2026-09-16 20:31:19,NDM_001513,My account is locked after several login attempts.,Low
TICKET_000757,2026-09-27 06:59:00,NDM_001513,I cannot access my account and my password no longer works.,High
TICKET_000681,2026-09-18 08:33:39,NDM_001516,I noticed a transfer that I do not recognise.,Medium
TICKET_001605,2026-09-05 00:49:01,NDM_001518,I received an OTP that I did not request.,Low
TICKET_001056,2026-09-30 09:25:34,NDM_001523,I received an OTP that I did not request.,Medium
TICKET_001446,2026-09-08 03:30:43,NDM_001524,I received an OTP that I did not request.,Low
TICKET_001956,2026-09-21 20:39:46,NDM_001528,I cannot access my account and my password no longer works.,Low
TICKET_001623,2026-09-06 23:47:16,NDM_001531,I cannot access my account and my password no longer works.,Low
TICKET_000825,2026-09-05 19:39:31,NDM_001535,My phone was lost and I need to secure my account.,Medium
TICKET_001628,2026-09-14 13:45:53,NDM_001536,I am travelling and cannot access my normal device.,Medium
TICKET_000331,2026-09-29 09:14:31,NDM_001543,Please help me update my registered mobile number.,Low
TICKET_001588,2026-09-29 22:14:17,NDM_001544,My account is locked after several login attempts.,Low
TICKET_001742,2026-09-15 14:42:06,NDM_001547,I noticed a transfer that I do not recognise.,Low
TICKET_000507,2026-09-18 13:32:22,NDM_001549,I cannot access my account and my password no longer works.,Low
TICKET_001987,2026-09-13 15:53:06,NDM_001550,Please help me update my registered mobile number.,Low
TICKET_000258,2026-09-14 11:32:57,NDM_001550,Please help me update my registered mobile number.,Low
TICKET_000011,2026-09-06 00:29:37,NDM_001551,I changed my phone and need help accessing my account.,Low
TICKET_000971,2026-09-11 12:26:19,NDM_001552,My account is locked after several login attempts.,Medium
TICKET_000437,2026-09-20 11:18:23,NDM_001552,I cannot access my account and my password no longer works.,Low
TICKET_001090,2026-09-14 10:35:00,NDM_001554,I cannot access my account and my password no longer works.,Low
TICKET_001207,2026-09-27 11:50:05,NDM_001558,I received an OTP that I did not request.,Medium
TICKET_000210,2026-09-11 05:11:34,NDM_001559,I received an OTP that I did not request.,Low
TICKET_001336,2026-09-26 10:32:11,NDM_001561,There is no problem with my account; I need assistance with a payment.,High
TICKET_001264,2026-09-04 08:29:30,NDM_001567,I am travelling and cannot access my normal device.,Medium
TICKET_000228,2026-09-03 00:09:20,NDM_001580,My account is locked after several login attempts.,Low
TICKET_001453,2026-09-24 22:53:18,NDM_001587,My SIM card was replaced and I cannot log in.,Medium
TICKET_000574,2026-09-29 11:59:07,NDM_001589,I noticed a transfer that I do not recognise.,Low
TICKET_000196,2026-09-01 16:15:04,NDM_001590,I changed my phone and need help accessing my account.,Low
TICKET_001423,2026-09-08 10:04:06,NDM_001590,I am travelling and cannot access my normal device.,Low
TICKET_000549,2026-09-02 06:38:50,NDM_001591,There is no problem with my account; I need assistance with a payment.,Low
TICKET_001384,2026-09-19 03:41:31,NDM_001592,I changed my phone and need help accessing my account.,Low
TICKET_000479,2026-09-01 11:03:57,NDM_001597,My SIM card was replaced and I cannot log in.,Low
TICKET_000858,2026-09-15 17:36:05,NDM_001598,My SIM card was replaced and I cannot log in.,Low
TICKET_000716,2026-09-26 09:41:11,NDM_001600,My SIM card was replaced and I cannot log in.,Low
TICKET_001339,2026-09-18 22:16:07,NDM_001601,I received an OTP that I did not request.,Low
TICKET_000066,2026-09-01 09:49:42,NDM_001602,I received an OTP that I did not request.,Low
TICKET_001661,2026-09-25 09:37:20,NDM_001602,My account is locked after several login attempts.,High
TICKET_000616,2026-09-21 04:51:15,NDM_001614,I noticed a transfer that I do not recognise.,Low
TICKET_000332,2026-09-21 20:19:00,NDM_001617,My account is locked after several login attempts.,Medium
TICKET_001670,2026-09-09 09:22:30,NDM_001623,I am travelling and cannot access my normal device.,Medium
TICKET_000162,2026-09-12 14:56:03,NDM_001623,My SIM card was replaced and I cannot log in.,Low
TICKET_001782,2026-09-22 22:29:48,NDM_001623,There was a transaction on my account that I did not make.,Low
TICKET_000322,2026-09-24 00:08:25,NDM_001623,I made this transaction myself but it is showing as pending.,Low
TICKET_000200,2026-09-27 17:58:23,NDM_001625,I cannot access my account and my password no longer works.,Medium
TICKET_000876,2026-09-18 17:31:39,NDM_001627,My phone was lost and I need to secure my account.,Medium
TICKET_001140,2026-09-03 13:33:38,NDM_001628,There is no problem with my account; I need assistance with a payment.,High
TICKET_000035,2026-09-23 06:50:38,NDM_001630,My phone was lost and I need to secure my account.,Low
TICKET_001485,2026-09-06 07:08:33,NDM_001631,There is no problem with my account; I need assistance with a payment.,Low
TICKET_001537,2026-09-26 04:53:35,NDM_001631,I made this transaction myself but it is showing as pending.,Low
TICKET_000575,2026-09-10 23:04:05,NDM_001634,My phone was lost and I need to secure my account.,Low
TICKET_001881,2026-09-14 21:26:09,NDM_001636,I cannot access my account and my password no longer works.,High
TICKET_001463,2026-09-02 17:28:15,NDM_001637,I made this transaction myself but it is showing as pending.,Low
TICKET_001911,2026-09-18 12:17:12,NDM_001641,My SIM card was replaced and I cannot log in.,Medium
TICKET_000475,2026-09-03 21:46:52,NDM_001643,I noticed a transfer that I do not recognise.,Medium
TICKET_001607,2026-09-21 21:49:42,NDM_001643,Please help me update my registered mobile number.,Medium
TICKET_000072,2026-09-07 12:55:58,NDM_001644,I cannot access my account and my password no longer works.,Low
TICKET_001821,2026-09-07 13:54:54,NDM_001644,I made this transaction myself but it is showing as pending.,Low
TICKET_001088,2026-09-20 23:24:28,NDM_001645,I received an OTP that I did not request.,Low
TICKET_001109,2026-09-04 03:46:47,NDM_001646,I changed my phone and need help accessing my account.,Low
TICKET_001470,2026-09-26 17:16:20,NDM_001649,I cannot access my account and my password no longer works.,Low
TICKET_000522,2026-09-19 10:21:30,NDM_001652,I am travelling and cannot access my normal device.,Low
TICKET_000435,2026-09-24 08:40:22,NDM_001652,There is no problem with my account; I need assistance with a payment.,Low
TICKET_000969,2026-09-18 05:59:57,NDM_001656,There is no problem with my account; I need assistance with a payment.,Low
TICKET_000132,2026-09-27 10:51:16,NDM_001658,My phone was lost and I need to secure my account.,High
TICKET_001462,2026-09-17 22:47:35,NDM_001664,I changed my phone and need help accessing my account.,Low
TICKET_000878,2026-09-14 23:51:14,NDM_001668,My account is locked after several login attempts.,Medium
TICKET_001396,2026-09-15 20:26:58,NDM_001668,I noticed a transfer that I do not recognise.,Low
TICKET_001175,2026-09-02 17:22:43,NDM_001669,I made this transaction myself but it is showing as pending.,Low
TICKET_000225,2026-09-16 18:50:17,NDM_001673,I am travelling and cannot access my normal device.,Low
TICKET_000294,2026-09-29 00:55:23,NDM_001675,There was a transaction on my account that I did not make.,Low
TICKET_000092,2026-09-17 08:34:32,NDM_001682,My account is locked after several login attempts.,Low
TICKET_000560,2026-09-25 14:31:31,NDM_001683,My account is locked after several login attempts.,Low
TICKET_001197,2026-09-20 16:17:57,NDM_001684,My SIM card was replaced and I cannot log in.,Low
TICKET_000901,2026-09-18 06:46:44,NDM_001686,I cannot access my account and my password no longer works.,Low
TICKET_000649,2026-09-08 02:03:53,NDM_001691,My account is locked after several login attempts.,Low
TICKET_001194,2026-09-22 17:37:52,NDM_001691,My account is locked after several login attempts.,Low
TICKET_001490,2026-09-27 11:34:43,NDM_001699,Please help me update my registered mobile number.,Low
TICKET_001516,2026-09-29 18:26:40,NDM_001701,My account is locked after several login attempts.,Medium
TICKET_000033,2026-09-06 07:59:29,NDM_001702,I cannot access my account and my password no longer works.,High
TICKET_000115,2026-09-17 17:38:46,NDM_001704,I changed my phone and need help accessing my account.,Low
TICKET_000135,2026-09-04 13:44:57,NDM_001710,I changed my phone and need help accessing my account.,Low
TICKET_000093,2026-09-29 08:05:53,NDM_001710,My SIM card was replaced and I cannot log in.,Medium
TICKET_001910,2026-09-19 11:16:06,NDM_001712,My SIM card was replaced and I cannot log in.,Medium
TICKET_001802,2026-09-29 22:12:55,NDM_001712,I noticed a transfer that I do not recognise.,Low
TICKET_000855,2026-09-29 22:20:30,NDM_001716,I am travelling and cannot access my normal device.,Low
TICKET_001043,2026-09-04 10:48:52,NDM_001717,I made this transaction myself but it is showing as pending.,High
TICKET_001974,2026-09-08 04:44:15,NDM_001718,I made this transaction myself but it is showing as pending.,Medium
TICKET_001632,2026-09-27 22:24:34,NDM_001719,I am travelling and cannot access my normal device.,Medium
TICKET_001597,2026-09-21 05:25:43,NDM_001720,I changed my phone and need help accessing my account.,Medium
TICKET_001688,2026-09-27 04:48:01,NDM_001722,My account is locked after several login attempts.,Medium
TICKET_001684,2026-09-26 10:43:07,NDM_001723,I received an OTP that I did not request.,Medium
TICKET_001798,2026-09-24 14:10:29,NDM_001725,Please help me update my registered mobile number.,High
TICKET_001599,2026-09-25 21:46:00,NDM_001730,I made this transaction myself but it is showing as pending.,Low
TICKET_000933,2026-09-14 11:55:12,NDM_001733,I changed my phone and need help accessing my account.,High
TICKET_001571,2026-09-29 02:42:15,NDM_001736,I am travelling and cannot access my normal device.,Low
TICKET_001039,2026-09-27 12:47:16,NDM_001737,My account is locked after several login attempts.,Low
TICKET_001778,2026-09-17 16:41:55,NDM_001740,I received an OTP that I did not request.,Low
TICKET_001416,2026-09-04 12:50:10,NDM_001741,There is no problem with my account; I need assistance with a payment.,High
TICKET_000349,2026-09-20 13:13:24,NDM_001741,I received an OTP that I did not request.,Low
TICKET_001630,2026-09-23 15:28:32,NDM_001741,I cannot access my account and my password no longer works.,Low
TICKET_000367,2026-09-16 14:08:26,NDM_001742,I received an OTP that I did not request.,Low
TICKET_000467,2026-09-25 05:03:48,NDM_001742,I am travelling and cannot access my normal device.,Low
TICKET_001350,2026-09-30 15:15:54,NDM_001742,I changed my phone and need help accessing my account.,Low
TICKET_001583,2026-09-30 16:00:31,NDM_001743,There was a transaction on my account that I did not make.,Low
TICKET_001511,2026-09-21 17:34:53,NDM_001744,I am travelling and cannot access my normal device.,Low
TICKET_000869,2026-09-17 05:21:58,NDM_001745,My account is locked after several login attempts.,High
TICKET_001037,2026-09-15 20:22:24,NDM_001748,I noticed a transfer that I do not recognise.,Low
TICKET_000800,2026-09-20 11:31:50,NDM_001748,I noticed a transfer that I do not recognise.,High
TICKET_000668,2026-09-18 00:29:28,NDM_001749,I noticed a transfer that I do not recognise.,Low
TICKET_001152,2026-09-17 01:26:09,NDM_001753,Please help me update my registered mobile number.,Low
TICKET_000707,2026-09-26 11:36:11,NDM_001756,I made this transaction myself but it is showing as pending.,Low
TICKET_001787,2026-09-18 01:11:15,NDM_001759,I changed my phone and need help accessing my account.,Low
TICKET_001540,2026-09-03 02:00:24,NDM_001762,Please help me update my registered mobile number.,Low
TICKET_001365,2026-09-15 11:36:59,NDM_001765,I cannot access my account and my password no longer works.,Low
TICKET_001624,2026-09-26 03:15:08,NDM_001767,I am travelling and cannot access my normal device.,Low
TICKET_000293,2026-09-04 11:25:46,NDM_001768,There is no problem with my account; I need assistance with a payment.,Low
TICKET_000323,2026-09-11 19:51:17,NDM_001768,My SIM card was replaced and I cannot log in.,Low
TICKET_000320,2026-09-04 17:01:34,NDM_001773,My phone was lost and I need to secure my account.,Medium
TICKET_000689,2026-09-14 19:27:05,NDM_001774,There was a transaction on my account that I did not make.,Low
TICKET_000995,2026-09-18 02:12:11,NDM_001774,There is no problem with my account; I need assistance with a payment.,High
TICKET_001170,2026-09-12 08:29:33,NDM_001783,I am travelling and cannot access my normal device.,Low
TICKET_001019,2026-09-16 12:33:25,NDM_001784,Please help me update my registered mobile number.,Low
TICKET_000984,2026-09-26 22:02:24,NDM_001785,I noticed a transfer that I do not recognise.,Medium
TICKET_001360,2026-09-03 02:11:56,NDM_001786,I am travelling and cannot access my normal device.,Low
TICKET_001829,2026-09-28 21:31:54,NDM_001787,My account is locked after several login attempts.,Medium
TICKET_001806,2026-09-30 08:03:16,NDM_001801,Please help me update my registered mobile number.,Low
TICKET_000172,2026-09-20 07:05:54,NDM_001805,I am travelling and cannot access my normal device.,Medium
TICKET_001557,2026-09-17 03:33:34,NDM_001806,My SIM card was replaced and I cannot log in.,Medium
TICKET_000231,2026-09-03 14:18:06,NDM_001809,There was a transaction on my account that I did not make.,Medium
TICKET_001718,2026-09-28 21:27:40,NDM_001811,Please help me update my registered mobile number.,Low
TICKET_001053,2026-09-05 04:23:33,NDM_001814,My SIM card was replaced and I cannot log in.,Low
TICKET_000662,2026-09-12 20:23:18,NDM_001818,My SIM card was replaced and I cannot log in.,Low
TICKET_001238,2026-09-19 09:43:25,NDM_001820,I made this transaction myself but it is showing as pending.,Low
TICKET_000311,2026-09-09 13:43:19,NDM_001821,I noticed a transfer that I do not recognise.,Medium
TICKET_001692,2026-09-05 18:44:43,NDM_001823,I made this transaction myself but it is showing as pending.,Low
TICKET_001570,2026-09-12 06:20:33,NDM_001824,Please help me update my registered mobile number.,Low
TICKET_000942,2026-09-06 22:20:28,NDM_001826,There was a transaction on my account that I did not make.,Medium
TICKET_001002,2026-09-02 02:40:37,NDM_001828,My phone was lost and I need to secure my account.,Medium
TICKET_001121,2026-09-15 01:11:06,NDM_001828,I received an OTP that I did not request.,Medium
TICKET_001381,2026-09-15 21:41:51,NDM_001828,I received an OTP that I did not request.,Medium
TICKET_000403,2026-09-02 08:59:44,NDM_001830,My phone was lost and I need to secure my account.,Low
TICKET_001059,2026-09-04 14:58:27,NDM_001833,I received an OTP that I did not request.,Low
TICKET_001035,2026-09-15 13:37:12,NDM_001833,I made this transaction myself but it is showing as pending.,Low
TICKET_000943,2026-09-29 18:45:19,NDM_001836,I noticed a transfer that I do not recognise.,Low
TICKET_000637,2026-09-03 02:01:04,NDM_001838,There is no problem with my account; I need assistance with a payment.,Medium
TICKET_000983,2026-09-23 07:31:29,NDM_001841,I cannot access my account and my password no longer works.,Low
TICKET_000737,2026-09-09 12:30:42,NDM_001844,I changed my phone and need help accessing my account.,Medium
TICKET_001590,2026-09-17 03:39:00,NDM_001848,My phone was lost and I need to secure my account.,Low
TICKET_000300,2026-09-24 08:33:17,NDM_001851,I made this transaction myself but it is showing as pending.,Low
TICKET_001261,2026-09-29 05:48:20,NDM_001853,I changed my phone and need help accessing my account.,Low
TICKET_000327,2026-09-29 14:31:10,NDM_001853,I received an OTP that I did not request.,Medium
TICKET_000920,2026-09-04 19:08:16,NDM_001855,There was a transaction on my account that I did not make.,Low
TICKET_000879,2026-09-22 02:53:39,NDM_001856,I received an OTP that I did not request.,Low
TICKET_001239,2026-09-28 07:35:44,NDM_001856,I received an OTP that I did not request.,Medium
TICKET_001768,2026-09-16 10:56:50,NDM_001858,I cannot access my account and my password no longer works.,High
TICKET_000804,2026-09-24 04:02:34,NDM_001858,There was a transaction on my account that I did not make.,Medium
TICKET_000862,2026-09-28 08:45:26,NDM_001858,There was a transaction on my account that I did not make.,Low
TICKET_001373,2026-09-22 00:04:19,NDM_001863,My SIM card was replaced and I cannot log in.,Medium
TICKET_000618,2026-09-14 02:41:21,NDM_001865,I cannot access my account and my password no longer works.,High
TICKET_001791,2026-09-07 03:20:30,NDM_001867,My phone was lost and I need to secure my account.,Low
TICKET_001330,2026-09-03 21:52:49,NDM_001872,My SIM card was replaced and I cannot log in.,Low
TICKET_000888,2026-09-10 09:45:52,NDM_001875,My account is locked after several login attempts.,High
TICKET_000015,2026-09-09 10:25:05,NDM_001876,There is no problem with my account; I need assistance with a payment.,Low
TICKET_001196,2026-09-17 02:15:24,NDM_001885,I received an OTP that I did not request.,Low
TICKET_000946,2026-09-16 18:46:17,NDM_001886,My phone was lost and I need to secure my account.,Low
TICKET_001487,2026-09-24 14:15:49,NDM_001888,There was a transaction on my account that I did not make.,Medium
TICKET_000511,2026-09-06 09:29:52,NDM_001889,I changed my phone and need help accessing my account.,Medium
TICKET_000997,2026-09-19 22:58:20,NDM_001890,My account is locked after several login attempts.,Low
TICKET_000253,2026-09-08 19:57:58,NDM_001892,There was a transaction on my account that I did not make.,Low
TICKET_000697,2026-09-09 10:55:35,NDM_001892,I changed my phone and need help accessing my account.,Medium
TICKET_000622,2026-09-06 16:12:38,NDM_001893,I received an OTP that I did not request.,Low
TICKET_000821,2026-09-24 16:21:22,NDM_001895,I received an OTP that I did not request.,Low
TICKET_001524,2026-09-30 17:15:38,NDM_001899,I changed my phone and need help accessing my account.,Low
TICKET_001764,2026-09-03 23:28:14,NDM_001900,I cannot access my account and my password no longer works.,Low
TICKET_000104,2026-09-07 16:27:50,NDM_001900,I am travelling and cannot access my normal device.,Medium
TICKET_000482,2026-09-07 18:38:00,NDM_001904,There is no problem with my account; I need assistance with a payment.,Low
TICKET_001491,2026-09-13 14:35:24,NDM_001910,My phone was lost and I need to secure my account.,Medium
TICKET_000201,2026-09-23 00:42:17,NDM_001914,There was a transaction on my account that I did not make.,Low
TICKET_001634,2026-09-18 11:36:07,NDM_001915,There was a transaction on my account that I did not make.,Medium
TICKET_000691,2026-09-07 20:24:30,NDM_001917,There was a transaction on my account that I did not make.,Low
TICKET_001674,2026-09-25 05:40:15,NDM_001919,I made this transaction myself but it is showing as pending.,Medium
TICKET_000530,2026-09-12 15:32:33,NDM_001920,There was a transaction on my account that I did not make.,Medium
TICKET_000256,2026-09-25 07:48:42,NDM_001921,I changed my phone and need help accessing my account.,Low
TICKET_001296,2026-09-15 14:24:07,NDM_001922,I cannot access my account and my password no longer works.,Medium
TICKET_000241,2026-09-09 02:12:57,NDM_001925,My SIM card was replaced and I cannot log in.,Medium
TICKET_001838,2026-09-13 02:06:04,NDM_001926,I made this transaction myself but it is showing as pending.,High
TICKET_001415,2026-09-16 15:36:47,NDM_001930,I received an OTP that I did not request.,Low
TICKET_000478,2026-09-18 01:29:00,NDM_001938,My phone was lost and I need to secure my account.,Low
TICKET_000875,2026-09-30 05:12:19,NDM_001939,There was a transaction on my account that I did not make.,High
TICKET_001417,2026-09-23 16:57:31,NDM_001941,My account is locked after several login attempts.,High
TICKET_001735,2026-09-14 21:37:52,NDM_001943,Please help me update my registered mobile number.,Medium
TICKET_000080,2026-09-20 15:49:13,NDM_001945,I received an OTP that I did not request.,Low
TICKET_000089,2026-09-09 22:05:01,NDM_001949,There was a transaction on my account that I did not make.,Low
TICKET_001691,2026-09-12 17:56:47,NDM_001949,I am travelling and cannot access my normal device.,Low
TICKET_001473,2026-09-23 03:02:30,NDM_001949,My SIM card was replaced and I cannot log in.,Medium
TICKET_001398,2026-09-07 20:31:09,NDM_001955,There was a transaction on my account that I did not make.,Medium
TICKET_001113,2026-09-12 06:21:48,NDM_001960,There is no problem with my account; I need assistance with a payment.,Low
TICKET_000577,2026-09-19 04:40:59,NDM_001960,I received an OTP that I did not request.,Low
TICKET_000772,2026-09-10 14:59:53,NDM_001962,My SIM card was replaced and I cannot log in.,Medium
TICKET_001650,2026-09-11 23:00:36,NDM_001966,My phone was lost and I need to secure my account.,Low
TICKET_001455,2026-09-01 04:26:29,NDM_001967,I received an OTP that I did not request.,Low
TICKET_001448,2026-09-17 22:32:11,NDM_001967,I am travelling and cannot access my normal device.,Low
TICKET_000364,2026-09-17 06:41:12,NDM_001972,I made this transaction myself but it is showing as pending.,Medium
TICKET_000812,2026-09-25 20:16:08,NDM_001972,My account is locked after several login attempts.,Low
TICKET_000581,2026-09-09 05:04:03,NDM_001973,Please help me update my registered mobile number.,Low
TICKET_000687,2026-09-06 06:16:39,NDM_001978,I received an OTP that I did not request.,Low
TICKET_000381,2026-09-26 17:17:29,NDM_001978,My phone was lost and I need to secure my account.,Low
TICKET_000371,2026-09-05 19:22:25,NDM_001980,I changed my phone and need help accessing my account.,Low
TICKET_000601,2026-09-07 18:49:29,NDM_001980,I am travelling and cannot access my normal device.,Medium
TICKET_001874,2026-09-08 03:36:49,NDM_001980,I changed my phone and need help accessing my account.,Low
TICKET_001975,2026-09-18 01:55:14,NDM_001980,Please help me update my registered mobile number.,Medium
TICKET_000978,2026-09-24 08:27:24,NDM_001982,My phone was lost and I need to secure my account.,Low
TICKET_001808,2026-09-26 04:10:00,NDM_001983,I received an OTP that I did not request.,Low
TICKET_001797,2026-09-11 00:30:15,NDM_001984,There is no problem with my account; I need assistance with a payment.,Low
TICKET_001427,2026-09-05 05:22:47,NDM_001986,I changed my phone and need help accessing my account.,Low
TICKET_001225,2026-09-21 21:10:17,NDM_001986,My SIM card was replaced and I cannot log in.,Medium
TICKET_001383,2026-09-06 22:00:43,NDM_001990,My SIM card was replaced and I cannot log in.,Low
TICKET_001916,2026-09-02 16:39:42,NDM_001992,I noticed a transfer that I do not recognise.,High
TICKET_000930,2026-09-20 11:03:45,NDM_001994,Please help me update my registered mobile number.,Medium
TICKET_000069,2026-09-23 14:23:17,NDM_001995,There is no problem with my account; I need assistance with a payment.,Low
TICKET_000827,2026-09-29 20:12:38,NDM_001996,I changed my phone and need help accessing my account.,High
TICKET_001361,2026-09-10 23:36:20,NDM_001997,My phone was lost and I need to secure my account.,Low
TICKET_000883,2026-09-30 11:09:10,NDM_001999,My SIM card was replaced and I cannot log in.,Medium
TICKET_000160,2026-09-04 02:23:53,NDM_002003,I cannot access my account and my password no longer works.,Low
TICKET_001709,2026-09-24 08:28:33,NDM_002003,I received an OTP that I did not request.,Low
TICKET_000229,2026-09-28 12:00:19,NDM_002008,My phone was lost and I need to secure my account.,Low
TICKET_001869,2026-09-09 12:47:14,NDM_002014,There is no problem with my account; I need assistance with a payment.,Low
TICKET_001161,2026-09-27 20:26:52,NDM_002014,I received an OTP that I did not request.,High
TICKET_000775,2026-09-01 19:46:33,NDM_002016,My SIM card was replaced and I cannot log in.,Medium
