account_id,home_city,account_age_days,customer_segment,preferred_channel,device_platform,typical_transaction_amount,typical_daily_transactions,baseline_risk_tier,primary_device_id,primary_sim_hash
NDM_001072,Windhoek,1477,Premium,Web,iOS,371.94,5,Low,DEV_0001072,8c30729fe516c7d9
NDM_001073,Windhoek,2317,Standard,USSD,iOS,151.66,5,Low,DEV_0001073,6391dfb7e29b8466
NDM_001074,Windhoek,2257,Standard,Web,Android,434.02,2,Medium,DEV_0001074,f1c40f9d22cba472
NDM_001075,Swakopmund,1099,Standard,USSD,Android,222.86,2,Low,DEV_0001075,f40f26420f81c04d
NDM_001076,Windhoek,1530,Standard,Web,Android,1235.84,3,Medium,DEV_0001076,53c600b170db6fcd
NDM_001077,Windhoek,679,Standard,USSD,iOS,113.14,7,Low,DEV_0001077,1dbbd79d1e840393
NDM_001078,Swakopmund,2285,Standard,USSD,Android,147.23,4,Medium,DEV_0001078,5226014159e3488b
NDM_001079,Windhoek,1993,Standard,USSD,iOS,210.64,5,High,DEV_0001079,c03a377e5e1215bf
NDM_001080,Windhoek,1770,Standard,Web,Android,444.44,3,Medium,DEV_0001080,c9863ff0e8ebff8e
NDM_001081,Rundu,2117,Standard,USSD,Android,1427.17,2,Medium,DEV_0001081,b713dedfa9f10815
NDM_001082,Keetmanshoop,1930,Standard,Web,iOS,419.72,3,Low,DEV_0001082,dadc513659119cb7
NDM_001083,Swakopmund,2744,Standard,Mobile_App,Android,1083.56,2,Medium,DEV_0001083,71e8b09e1b427abe
NDM_001084,Keetmanshoop,276,Standard,USSD,iOS,613.35,2,Low,DEV_0001084,c4276a864193a217
NDM_001085,Windhoek,3269,Standard,USSD,Android,204.53,3,Low,DEV_0001085,fec019caa5b2bca4
NDM_001086,Walvis Bay,3242,Standard,USSD,Android,410.91,1,Low,DEV_0001086,3c0dedd8659c45ea
NDM_001087,Oshakati,1885,Standard,USSD,Android,567.63,4,Low,DEV_0001087,a07c2b32620715af
NDM_001088,Oshakati,1225,Standard,USSD,Android,877.33,4,Low,DEV_0001088,66cc39c0328109ec
NDM_001089,Windhoek,620,Standard,USSD,iOS,583.25,3,Low,DEV_0001089,7533b80f0381643f
NDM_001090,Windhoek,1479,Standard,USSD,Android,844.24,3,High,DEV_0001090,23a5392be607115c
NDM_001091,Rundu,2050,Standard,Web,Android,3501.47,4,Medium,DEV_0001091,14c3e4c1bff7a016
NDM_001092,Windhoek,1028,Standard,Web,Android,491.08,3,Low,DEV_0001092,8be55593e2a28ae1
NDM_001093,Windhoek,538,Standard,USSD,Android,187.8,3,Low,DEV_0001093,223be7731bbd9815
NDM_001094,Oshakati,3044,Standard,USSD,Android,1933.27,3,Low,DEV_0001094,c754c14af535b1d7
NDM_001095,Windhoek,2991,Standard,USSD,Android,2298.05,4,Low,DEV_0001095,bbcc210c4f27cbe5
NDM_001096,Swakopmund,3305,Premium,USSD,Android,1022.03,2,Low,DEV_0001096,c7a01551913b4d12
NDM_001097,Windhoek,1044,Standard,USSD,Android,905.65,3,Low,DEV_0001097,ab4c1913be8e3ea2
NDM_001098,Swakopmund,3322,Standard,USSD,Android,95.68,5,Low,DEV_0001098,f39f6b8d8c146df0
NDM_001099,Windhoek,1008,Standard,USSD,iOS,768.17,4,Low,DEV_0001099,f25a226873647eb5
NDM_001100,Swakopmund,482,Business,USSD,Android,237.45,4,Medium,DEV_0001100,9dd9c63f725a70a8
NDM_001101,Windhoek,1811,Standard,USSD,Android,307.94,5,Low,DEV_0001101,885f78cf70028569
NDM_001102,Windhoek,2812,Standard,USSD,Android,453.62,4,Low,DEV_0001102,e1aba135d135da3c
NDM_001103,Swakopmund,844,Premium,USSD,iOS,677.82,5,Low,DEV_0001103,d0d41810753d7917
NDM_001104,Windhoek,1549,Standard,USSD,Android,687.19,3,Low,DEV_0001104,b0d040dc084b1159
NDM_001105,Walvis Bay,310,Premium,Mobile_App,Android,382.59,6,Low,DEV_0001105,0b535bbf2fe768da
NDM_001106,Windhoek,825,Standard,Mobile_App,Android,179.79,5,Low,DEV_0001106,9484e4dd4409c052
NDM_001107,Rundu,1188,Standard,Web,Android,275.89,4,Medium,DEV_0001107,b52175ae271de822
NDM_001108,Windhoek,99,Premium,USSD,Android,981.61,3,Medium,DEV_0001108,f635f732a936597c
NDM_001109,Walvis Bay,1213,Standard,USSD,Android,413.26,8,Low,DEV_0001109,c8417ddd45af363a
NDM_001110,Windhoek,1249,Standard,USSD,iOS,902.55,2,Low,DEV_0001110,7c91a7a0f2a88c03
NDM_001111,Windhoek,3403,Premium,USSD,Android,244.63,5,High,DEV_0001111,5a89199167e08cf3
NDM_001112,Swakopmund,1225,Standard,Web,Android,829.26,4,Medium,DEV_0001112,40d5d84eee6b61b1
NDM_001113,Windhoek,590,Standard,USSD,iOS,446.27,3,Medium,DEV_0001113,424d876e67b8797d
NDM_001114,Keetmanshoop,682,Standard,USSD,Android,522.93,2,Low,DEV_0001114,3d32072e6850d94f
NDM_001115,Windhoek,986,Standard,USSD,iOS,728.16,4,High,DEV_0001115,fd4087dc97de9d68
NDM_001116,Windhoek,1708,Standard,Web,Android,301.89,2,Low,DEV_0001116,7cd4f29e5a835341
NDM_001117,Swakopmund,238,Standard,USSD,Android,397.76,1,Medium,DEV_0001117,7e97442d337adfae
NDM_001118,Swakopmund,2612,Standard,Mobile_App,Android,349.25,4,Low,DEV_0001118,6b3776e77fc11f41
NDM_001119,Windhoek,1405,Standard,USSD,Android,1248.36,3,Medium,DEV_0001119,0754ca44a90587d5
NDM_001120,Oshakati,905,Premium,Mobile_App,Android,422.26,5,Medium,DEV_0001120,040d224512eff606
NDM_001121,Windhoek,3509,Standard,USSD,iOS,286.21,6,Low,DEV_0001121,9d283c3d43bae6f1
NDM_001122,Windhoek,2010,Premium,USSD,iOS,1286.39,5,High,DEV_0001122,cbe2155a6a801e4c
NDM_001123,Keetmanshoop,474,Standard,Web,Android,1297.82,4,Medium,DEV_0001123,3d3de2f843edcd5f
NDM_001124,Windhoek,3234,Standard,USSD,iOS,360.73,2,Low,DEV_0001124,c9128fd9dc341bc6
NDM_001125,Walvis Bay,1752,Standard,USSD,Android,599.7,1,Low,DEV_0001125,2f2d6e8b5a3755d5
NDM_001126,Walvis Bay,3306,Business,USSD,iOS,571.01,3,Low,DEV_0001126,ba52b120027e4536
NDM_001127,Walvis Bay,1933,Standard,Web,Android,1210.98,4,Low,DEV_0001127,8cd02cef64e4513d
NDM_001128,Swakopmund,1135,Premium,Mobile_App,iOS,213.58,2,Low,DEV_0001128,97b013db73788246
NDM_001129,Walvis Bay,3129,Standard,USSD,Android,701.89,4,Low,DEV_0001129,943e846ecf8db92e
NDM_001130,Windhoek,2389,Premium,USSD,Android,1225.61,4,Low,DEV_0001130,9166ca4ba47dd425
NDM_001131,Rundu,1448,Business,USSD,Android,450.7,5,Low,DEV_0001131,db3d47d685989fd6
NDM_001132,Windhoek,1558,Premium,USSD,iOS,939.77,4,Low,DEV_0001132,613e974d711d1885
NDM_001133,Oshakati,2829,Business,Web,Android,154.99,1,Low,DEV_0001133,c568a3be4275a71c
NDM_001134,Swakopmund,1510,Premium,USSD,Android,370.41,2,Medium,DEV_0001134,2af5d05cc794548b
NDM_001135,Keetmanshoop,2569,Standard,USSD,Android,473.09,3,Low,DEV_0001135,1405f21d43173b57
NDM_001136,Oshakati,200,Standard,USSD,Android,484.61,3,Medium,DEV_0001136,7e4734dfc98a16ae
NDM_001137,Walvis Bay,2926,Standard,USSD,Android,467.04,5,High,DEV_0001137,2a7b1a8cf72a8f2c
NDM_001138,Rundu,983,Standard,USSD,Android,547.54,4,Low,DEV_0001138,31e732b0e88189cd
NDM_001139,Oshakati,1919,Standard,Web,Android,281.31,3,Medium,DEV_0001139,35bcb72d9bf17101
NDM_001140,Swakopmund,730,Standard,USSD,Android,211.95,7,Low,DEV_0001140,2a2540db586697c7
NDM_001141,Windhoek,665,Standard,USSD,iOS,358.37,8,Low,DEV_0001141,4e30d01c21115f09
NDM_001142,Oshakati,3409,Standard,USSD,Android,104.6,4,Low,DEV_0001142,aeb69542aa71459b
NDM_001143,Walvis Bay,2182,Standard,USSD,Android,377.86,3,Medium,DEV_0001143,95daa4497a8521df
NDM_001144,Windhoek,3485,Standard,Mobile_App,Android,527.72,3,Low,DEV_0001144,d96d4d2bc7156264
NDM_001145,Keetmanshoop,3015,Standard,USSD,iOS,1000.81,4,Medium,DEV_0001145,4bb496585c4aecab
NDM_001146,Windhoek,2609,Standard,USSD,Android,115.61,4,Low,DEV_0001146,febd50d4a9f1f430
NDM_001147,Oshakati,49,Standard,USSD,Android,581.4,4,Medium,DEV_0001147,75cb1b28e930cc86
NDM_001148,Windhoek,3247,Standard,USSD,Android,447.06,4,Low,DEV_0001148,32e92f32216bdc92
NDM_001149,Windhoek,2728,Standard,Web,Android,169.24,5,Low,DEV_0001149,7daa136b933c81d9
NDM_001150,Walvis Bay,1639,Premium,USSD,iOS,409.15,2,Low,DEV_0001150,76357f2cdb1403f9
NDM_001151,Walvis Bay,2796,Standard,Web,Android,228.96,5,Low,DEV_0001151,848ae2be36c1eb34
NDM_001152,Windhoek,2397,Standard,USSD,Android,618.44,4,Low,DEV_0001152,3ea718dd90a30f76
NDM_001153,Windhoek,1617,Premium,Web,Android,2448.6,6,Low,DEV_0001153,b919bcd08b8bb5f6
NDM_001154,Windhoek,2722,Premium,Mobile_App,iOS,521.3,3,Low,DEV_0001154,09ca5c69363236a1
NDM_001155,Keetmanshoop,1351,Standard,USSD,Android,390.83,3,Low,DEV_0001155,0b32b20522ac3567
NDM_001156,Oshakati,2736,Standard,Web,iOS,1871.1,1,Low,DEV_0001156,4023be60a70b2766
NDM_001157,Windhoek,1233,Standard,USSD,iOS,689.69,3,Low,DEV_0001157,0ce64dea1e294ca8
NDM_001158,Oshakati,3279,Standard,USSD,Android,3488.48,3,Low,DEV_0001158,bac538608e1647a7
NDM_001159,Walvis Bay,2943,Premium,USSD,Android,155.35,3,Low,DEV_0001159,93fbebc9f64f3a28
NDM_001160,Rundu,2769,Premium,Mobile_App,iOS,140.06,4,Medium,DEV_0001160,f7028525b258f4f7
NDM_001161,Windhoek,226,Standard,USSD,Android,234.12,4,Low,DEV_0001161,58d7e581249501d2
NDM_001162,Keetmanshoop,2081,Standard,Mobile_App,Android,1541.03,1,Low,DEV_0001162,f0a5504ef8be85db
NDM_001163,Walvis Bay,134,Standard,USSD,Android,423.88,6,Medium,DEV_0001163,77d3bfa37a8852c1
NDM_001164,Keetmanshoop,2964,Premium,Web,iOS,1036.2,5,Low,DEV_0001164,e3a12c215de5001e
NDM_001165,Oshakati,912,Standard,USSD,Android,535.62,2,Medium,DEV_0001165,2fae8ff24693d023
NDM_001166,Windhoek,2690,Standard,USSD,Android,544.56,5,Medium,DEV_0001166,e849a3cd09fbfc79
NDM_001167,Windhoek,2852,Premium,USSD,Android,561.03,2,Low,DEV_0001167,fbf4eeee7cccc9ba
NDM_001168,Rundu,1623,Standard,USSD,Android,308.92,6,Low,DEV_0001168,e0ada7444a744193
NDM_001169,Walvis Bay,2332,Standard,Web,Android,316.76,9,Low,DEV_0001169,49f8036978cd4769
NDM_001170,Oshakati,317,Premium,Web,Android,195.61,3,Low,DEV_0001170,9a0f92232dfd52e8
NDM_001171,Keetmanshoop,1965,Premium,USSD,Android,2004.18,5,Low,DEV_0001171,72f550f484acba94
NDM_001172,Windhoek,3170,Standard,USSD,Android,271.5,1,Low,DEV_0001172,469d8bc5f07a504a
NDM_001173,Windhoek,3017,Standard,USSD,Android,110.76,6,Low,DEV_0001173,7f902347750325d3
NDM_001174,Swakopmund,2787,Standard,USSD,iOS,744.23,6,Low,DEV_0001174,4faaa23dceefaab3
NDM_001175,Oshakati,2971,Standard,USSD,Android,638.99,5,Medium,DEV_0001175,72493e69ee767f45
NDM_001176,Windhoek,2787,Standard,USSD,Android,209.96,6,Medium,DEV_0001176,f19ac2c38a65fd7c
NDM_001177,Windhoek,435,Premium,USSD,iOS,1711.18,3,Low,DEV_0001177,74a8790d7b51221e
NDM_001178,Oshakati,320,Business,USSD,Android,267.87,4,Low,DEV_0001178,016daf50510b1d7f
NDM_001179,Oshakati,2237,Standard,USSD,Android,974.92,5,Low,DEV_0001179,64d9a481606a15ad
NDM_001180,Swakopmund,545,Premium,USSD,iOS,361.92,4,Low,DEV_0001180,5148f1bb307ec123
NDM_001181,Walvis Bay,870,Standard,Mobile_App,iOS,1494.05,5,Low,DEV_0001181,422431655c4ce830
NDM_001182,Windhoek,1643,Business,USSD,Android,721.78,8,Low,DEV_0001182,a32057d564eb8faf
NDM_001183,Walvis Bay,3369,Standard,Mobile_App,iOS,568.13,3,Low,DEV_0001183,4f067e797c4c4e79
NDM_001184,Windhoek,56,Standard,Web,Android,652.84,7,Low,DEV_0001184,a7b3fb9856b188c4
NDM_001185,Swakopmund,1045,Standard,USSD,Android,256.19,4,Medium,DEV_0001185,07f7b49399cdf1cd
NDM_001186,Keetmanshoop,3470,Premium,USSD,Android,395.96,6,Medium,DEV_0001186,65011323e8e03e68
NDM_001187,Windhoek,2805,Standard,USSD,iOS,702.25,7,Low,DEV_0001187,7e6942f54ffd40a3
NDM_001188,Swakopmund,204,Standard,USSD,Android,707.6,4,Medium,DEV_0001188,0090a18a35eca834
NDM_001189,Keetmanshoop,2850,Standard,USSD,Android,888.44,1,Low,DEV_0001189,8eba874d870d44d1
NDM_001190,Swakopmund,207,Premium,Web,iOS,1077.34,1,Low,DEV_0001190,2d7d0e620bb88d72
NDM_001191,Windhoek,705,Standard,USSD,Android,546.93,5,Low,DEV_0001191,444e7857e0c8a955
NDM_001192,Windhoek,1766,Standard,USSD,iOS,200.13,8,Medium,DEV_0001192,2bd2a7d9e650f9e2
NDM_001193,Oshakati,2343,Standard,USSD,Android,540.22,2,Low,DEV_0001193,a21deab7e60fef37
NDM_001194,Swakopmund,1760,Standard,Web,iOS,128.95,4,Low,DEV_0001194,840b8a608c8367af
NDM_001195,Rundu,3214,Standard,USSD,Android,216.92,4,Low,DEV_0001195,a681aeb2cedd1dce
NDM_001196,Rundu,190,Standard,USSD,Android,140.73,5,Low,DEV_0001196,45e89d941943e15c
NDM_001197,Keetmanshoop,3115,Standard,Mobile_App,iOS,2788.16,5,Low,DEV_0001197,e183cc6729ae2a44
NDM_001198,Windhoek,1699,Standard,USSD,Android,588.27,4,Medium,DEV_0001198,01a444f5f5c70d1b
NDM_001199,Rundu,228,Premium,USSD,Android,1308.51,5,Low,DEV_0001199,72f143dfc355cde7
NDM_001200,Windhoek,3534,Standard,USSD,Android,495.21,1,Low,DEV_0001200,2b1cb614649d0d71
NDM_001201,Rundu,976,Standard,Web,iOS,884.45,6,Medium,DEV_0001201,593adaa015bcc79b
NDM_001202,Windhoek,2440,Standard,USSD,Android,25.79,6,Low,DEV_0001202,66d570d3c324d785
NDM_001203,Keetmanshoop,1522,Business,Web,iOS,355.38,5,Low,DEV_0001203,64c0296cb8545b0a
NDM_001204,Windhoek,1293,Standard,USSD,iOS,343.71,3,Low,DEV_0001204,ec1f9e94ed717ff3
NDM_001205,Windhoek,754,Premium,Mobile_App,Android,290.04,3,Low,DEV_0001205,67eaeb5ddbfa9c96
NDM_001206,Keetmanshoop,3174,Standard,USSD,Android,218.31,6,Low,DEV_0001206,7593e22fd886fa92
NDM_001207,Walvis Bay,1034,Standard,Web,Android,487.33,6,Medium,DEV_0001207,ccd011688cd4c230
NDM_001208,Windhoek,3366,Standard,USSD,Android,437.07,3,Medium,DEV_0001208,43d577419873c4ac
NDM_001209,Walvis Bay,855,Standard,USSD,Android,572.36,7,Low,DEV_0001209,ffd57f16abeae47c
NDM_001210,Walvis Bay,785,Standard,USSD,Android,618.59,5,Medium,DEV_0001210,1fabbaa88f770ccf
NDM_001211,Swakopmund,351,Standard,USSD,Android,389.49,6,Medium,DEV_0001211,c752b823a89f5226
NDM_001212,Windhoek,1859,Standard,USSD,Android,2489.83,4,Low,DEV_0001212,86c978cf1edbd027
NDM_001213,Rundu,3363,Standard,USSD,Android,5059.49,3,Medium,DEV_0001213,0455d8ca83dbed48
NDM_001214,Windhoek,589,Standard,USSD,Android,394.75,3,Low,DEV_0001214,150c15da137258b1
NDM_001215,Walvis Bay,945,Standard,Web,iOS,546.92,5,Low,DEV_0001215,eca125aa6b6b57e3
NDM_001216,Rundu,3391,Standard,Web,Android,266.06,6,Medium,DEV_0001216,7b592229dc2adf26
NDM_001217,Keetmanshoop,3645,Premium,Mobile_App,iOS,427.97,4,Medium,DEV_0001217,72b787f0a03fec40
NDM_001218,Walvis Bay,2691,Standard,Mobile_App,Android,442.19,5,Low,DEV_0001218,c6846659be84a3c7
NDM_001219,Windhoek,1653,Premium,USSD,iOS,1443.76,4,Medium,DEV_0001219,54cfad59de32ee34
NDM_001220,Swakopmund,3306,Standard,USSD,Android,340.53,5,Low,DEV_0001220,26f5408dff5e54bc
NDM_001221,Windhoek,3273,Standard,Mobile_App,Android,214.54,2,High,DEV_0001221,34c619e4ea65db21
NDM_001222,Windhoek,859,Standard,USSD,Android,668.84,3,Low,DEV_0001222,5043bbe63e8c99c2
NDM_001223,Walvis Bay,2634,Standard,Mobile_App,Android,540.22,4,Low,DEV_0001223,efd85484a990d232
NDM_001224,Swakopmund,2806,Standard,Mobile_App,iOS,316.77,3,Low,DEV_0001224,65b160f50338ba0d
NDM_001225,Windhoek,707,Standard,Web,iOS,678.93,2,Low,DEV_0001225,f12099582ea0a7e3
NDM_001226,Swakopmund,400,Standard,Mobile_App,Android,1510.88,2,Low,DEV_0001226,8c41b70aaa68d689
NDM_001227,Oshakati,1660,Standard,Mobile_App,Android,641.81,6,Low,DEV_0001227,c311348d0dca7d36
NDM_001228,Windhoek,597,Business,USSD,iOS,227.13,4,Medium,DEV_0001228,9b40676575808065
NDM_001229,Windhoek,130,Standard,USSD,Android,1410.29,3,High,DEV_0001229,87a9a67eac6b24ac
NDM_001230,Swakopmund,611,Standard,Mobile_App,iOS,1085.92,1,Medium,DEV_0001230,c24b9092b0cf5513
NDM_001231,Windhoek,2415,Standard,USSD,Android,414.18,3,Low,DEV_0001231,724fdbdafc8f96c4
NDM_001232,Windhoek,2107,Standard,USSD,Android,361.78,1,Low,DEV_0001232,2ac6f5760a41777b
NDM_001233,Walvis Bay,1999,Standard,Web,iOS,2000.68,4,Low,DEV_0001233,3348533f40d89955
NDM_001234,Windhoek,279,Premium,USSD,Android,1590.45,3,Low,DEV_0001234,ef0227dba13fc239
NDM_001235,Windhoek,1681,Standard,USSD,Android,910.87,4,Low,DEV_0001235,79dd60aad6eab51d
NDM_001236,Oshakati,2309,Standard,USSD,iOS,1166.92,4,Low,DEV_0001236,08c788a875d62167
NDM_001237,Swakopmund,2823,Standard,USSD,Android,467.92,3,Low,DEV_0001237,4fe5cc710974739d
NDM_001238,Windhoek,1923,Standard,USSD,Android,119.67,4,Low,DEV_0001238,cbf0b200379e1582
NDM_001239,Rundu,1257,Premium,USSD,Android,291.28,5,Low,DEV_0001239,5ea64a7a5d3bf954
NDM_001240,Windhoek,2439,Standard,USSD,Android,453.89,4,Low,DEV_0001240,f478a61da68850f9
NDM_001241,Windhoek,256,Standard,USSD,Android,587.07,3,Medium,DEV_0001241,7ca9c3076e8e9ff1
NDM_001242,Oshakati,3558,Standard,Web,Android,423.31,3,Low,DEV_0001242,a7c84302ecf7cffb
NDM_001243,Swakopmund,1979,Standard,Web,iOS,118.63,3,Low,DEV_0001243,a3536f304f19687d
NDM_001244,Walvis Bay,707,Standard,Web,iOS,543.85,2,Low,DEV_0001244,373316e27c775f81
NDM_001245,Keetmanshoop,2020,Premium,USSD,Android,244.96,5,Low,DEV_0001245,e51978cb4340f518
NDM_001246,Oshakati,3047,Premium,USSD,iOS,136.9,6,Low,DEV_0001246,3e1c9234d7f870f4
NDM_001247,Windhoek,2906,Standard,USSD,Android,277.47,4,Medium,DEV_0001247,d9ca9fd92df8f81e
NDM_001248,Windhoek,3531,Standard,USSD,Android,491.84,4,Medium,DEV_0001248,9df4236fe662af86
NDM_001249,Windhoek,3086,Standard,Web,Android,938.97,4,Low,DEV_0001249,d309ffbde5de041a
NDM_001250,Keetmanshoop,2620,Standard,Web,Android,113.83,8,Low,DEV_0001250,a1463bcc6a99e853
NDM_001251,Oshakati,3452,Premium,USSD,Android,225.96,3,Low,DEV_0001251,0a2ad1c681953cd0
NDM_001252,Windhoek,1347,Premium,USSD,Android,91.35,4,Low,DEV_0001252,249ef27f622cf241
NDM_001253,Windhoek,2738,Standard,Web,iOS,112.32,2,Medium,DEV_0001253,b38bac92fcf289dd
NDM_001254,Walvis Bay,582,Premium,USSD,iOS,1081.21,5,Low,DEV_0001254,c9c4990b96471d62
NDM_001255,Keetmanshoop,2352,Premium,USSD,Android,2413.32,4,Low,DEV_0001255,51beb1c99fa1b62b
NDM_001256,Windhoek,2449,Standard,USSD,iOS,284.22,3,Low,DEV_0001256,5990aa6b3d663280
NDM_001257,Windhoek,2303,Premium,USSD,iOS,706.48,3,Medium,DEV_0001257,9006424fd50d16d5
NDM_001258,Windhoek,3327,Standard,USSD,iOS,189.89,4,Medium,DEV_0001258,1be0148734e1be26
NDM_001259,Windhoek,1754,Standard,USSD,Android,278.37,6,Low,DEV_0001259,a3ba08c6d0a50d48
NDM_001260,Windhoek,1559,Premium,USSD,Android,441.37,3,Medium,DEV_0001260,89971faa23418f03
NDM_001261,Walvis Bay,904,Premium,USSD,Android,337.8,3,Low,DEV_0001261,75ca9b93fd81367a
NDM_001262,Walvis Bay,2589,Standard,Web,Android,1516.99,6,Medium,DEV_0001262,23b5ed0de2d61f1a
NDM_001263,Swakopmund,492,Standard,USSD,Android,1597.41,3,Low,DEV_0001263,245f1acaa742a203
NDM_001264,Windhoek,3586,Standard,Web,Android,147.26,2,Low,DEV_0001264,199c7cd241327329
NDM_001265,Windhoek,1860,Standard,USSD,Android,1612.48,1,Medium,DEV_0001265,22e241bbd5d43c8a
NDM_001266,Walvis Bay,2292,Standard,USSD,iOS,514.09,2,Low,DEV_0001266,cccb6ca166eb2ee9
NDM_001267,Windhoek,468,Standard,USSD,Android,330.3,1,Low,DEV_0001267,b8389eea5352a050
NDM_001268,Rundu,3017,Standard,Web,Android,906.2,5,Low,DEV_0001268,3fee1571ebb8bfaf
NDM_001269,Windhoek,2758,Premium,Web,Android,408.14,4,Low,DEV_0001269,160eb5d287d9ae9e
NDM_001270,Rundu,562,Premium,USSD,iOS,413.46,3,Medium,DEV_0001270,7ae0689ad37cdb6d
NDM_001271,Oshakati,2255,Business,USSD,iOS,1704.66,6,Low,DEV_0001271,6a4a85940c6927a5
NDM_001272,Swakopmund,1102,Business,Web,Android,353.02,7,Low,DEV_0001272,32a611eece9eceec
NDM_001273,Windhoek,565,Standard,USSD,Android,1036.53,3,Low,DEV_0001273,39bfc85b9c5c2ff4
NDM_001274,Windhoek,2572,Standard,Web,Android,663.74,4,Low,DEV_0001274,eba108d4d3b55fd9
NDM_001275,Windhoek,951,Standard,USSD,iOS,351.47,2,Medium,DEV_0001275,eb719702b2d3f4fc
NDM_001276,Windhoek,2333,Standard,USSD,Android,371.39,5,Medium,DEV_0001276,269dfbd573e69ff0
NDM_001277,Windhoek,2775,Standard,USSD,Android,2356.52,2,High,DEV_0001277,4e57c5d2c71328b4
NDM_001278,Walvis Bay,1714,Standard,USSD,iOS,188.69,2,Medium,DEV_0001278,de4cf9b2f2c19719
NDM_001279,Windhoek,1629,Premium,Web,iOS,214.5,2,Medium,DEV_0001279,c88eca53a97d5c05
NDM_001280,Oshakati,339,Standard,USSD,Android,548.43,2,Low,DEV_0001280,20901a5147b30f29
NDM_001281,Walvis Bay,1300,Standard,Web,iOS,404.06,5,Low,DEV_0001281,cbda4fd25a39b097
NDM_001282,Swakopmund,616,Standard,Mobile_App,iOS,628.52,3,Low,DEV_0001282,22705858d21755b7
NDM_001283,Keetmanshoop,2824,Standard,USSD,iOS,447.39,3,Medium,DEV_0001283,ee1da9870fee4d6a
NDM_001284,Windhoek,868,Standard,USSD,Android,1151.81,5,Low,DEV_0001284,d18b67d6f5b26c97
NDM_001285,Windhoek,2545,Standard,USSD,Android,367.36,3,Medium,DEV_0001285,acacbfb91ae2d018
NDM_001286,Windhoek,679,Standard,USSD,iOS,338.25,6,Medium,DEV_0001286,5304a382e07c7b62
NDM_001287,Oshakati,695,Standard,Web,Android,527.31,6,Low,DEV_0001287,059fbf9c140eca46
NDM_001288,Swakopmund,2908,Premium,USSD,Android,496.14,2,Low,DEV_0001288,7bc31ec657df9156
NDM_001289,Swakopmund,1331,Standard,USSD,Android,188.76,2,Medium,DEV_0001289,89764490af009f94
NDM_001290,Rundu,2102,Standard,USSD,Android,1190.0,3,Low,DEV_0001290,d6bf00556bd2a6ac
NDM_001291,Windhoek,2714,Standard,Web,Android,445.13,7,Low,DEV_0001291,42ba33bb279fa16c
NDM_001292,Windhoek,1283,Standard,USSD,iOS,688.73,5,Low,DEV_0001292,26fb80320499d481
NDM_001293,Swakopmund,332,Standard,USSD,Android,509.79,4,Low,DEV_0001293,9c070c0bc4cc8302
NDM_001294,Walvis Bay,2218,Standard,Web,Android,290.02,2,Low,DEV_0001294,dc1275ac932b7aea
NDM_001295,Walvis Bay,2811,Standard,USSD,Android,372.39,4,Medium,DEV_0001295,849aae7725d07619
NDM_001296,Windhoek,728,Standard,Web,iOS,73.05,1,Low,DEV_0001296,ece857f680760107
NDM_001297,Windhoek,1917,Standard,Mobile_App,Android,1832.7,6,Low,DEV_0001297,f04203c91d627647
NDM_001298,Oshakati,1260,Standard,USSD,iOS,158.03,4,Low,DEV_0001298,3857093db34768ad
NDM_001299,Walvis Bay,1128,Premium,USSD,iOS,1268.16,3,Low,DEV_0001299,8602ec20f7212405
NDM_001300,Windhoek,280,Standard,Web,Android,94.29,6,Low,DEV_0001300,98d16e25ca022d36
NDM_001301,Windhoek,198,Standard,USSD,Android,507.48,3,Medium,DEV_0001301,743fe74996603ea1
NDM_001302,Oshakati,2296,Standard,Web,iOS,1430.51,3,Low,DEV_0001302,444cce148a60b648
NDM_001303,Rundu,2889,Standard,USSD,Android,879.65,6,Low,DEV_0001303,1aa564b9e9d7a3b6
NDM_001304,Swakopmund,1565,Standard,Web,Android,196.08,2,Low,DEV_0001304,7d7be2ce2896d9d0
NDM_001305,Rundu,1914,Standard,USSD,iOS,175.93,6,Low,DEV_0001305,1969582f41705bfd
NDM_001306,Keetmanshoop,3124,Premium,USSD,Android,380.5,4,Low,DEV_0001306,9201a685584e2da7
NDM_001307,Swakopmund,1422,Standard,USSD,Android,431.66,1,Low,DEV_0001307,d73900337473d87e
NDM_001308,Swakopmund,3058,Premium,USSD,iOS,562.22,4,Low,DEV_0001308,caa1c5e01ecefa14
NDM_001309,Windhoek,310,Standard,USSD,iOS,400.74,8,Low,DEV_0001309,265b51603a7d1e02
NDM_001310,Windhoek,2842,Standard,Web,Android,970.45,5,Low,DEV_0001310,1c2ca2f5dde1b03f
NDM_001311,Windhoek,3268,Standard,USSD,iOS,914.26,6,Low,DEV_0001311,8ee81da734547fc1
NDM_001312,Rundu,1124,Standard,Mobile_App,Android,317.89,5,Low,DEV_0001312,ce33cb6dd41c0ac5
NDM_001313,Oshakati,1968,Standard,USSD,Android,400.03,4,Medium,DEV_0001313,dc3adcd529178bc1
NDM_001314,Walvis Bay,3232,Premium,Web,Android,542.33,2,Low,DEV_0001314,042c278eda1b2991
NDM_001315,Keetmanshoop,1752,Standard,Web,Android,1025.77,1,Medium,DEV_0001315,daf0b6cea9c00b71
NDM_001316,Rundu,2400,Standard,USSD,Android,400.81,6,Low,DEV_0001316,b18d8648631fa48d
NDM_001317,Walvis Bay,3395,Premium,USSD,iOS,1038.86,5,Low,DEV_0001317,24de0936ec92b129
