event_id,account_id,timestamp,change_type,device_model_hash,is_suspicious
DEVCH000345,ACC100547,2026-07-24 01:14:00,os_update,MODEL0054,0
DEVCH000346,ACC100271,2026-06-16 03:40:00,sim_change,MODEL0081,0
DEVCH000347,ACC100779,2026-06-20 23:57:00,sim_change,MODEL0148,0
DEVCH000348,ACC100232,2026-07-23 09:00:00,sim_change,MODEL0091,0
DEVCH000349,ACC100660,2026-07-09 15:44:00,sim_change,MODEL0197,1
DEVCH000350,ACC100531,2026-06-03 22:30:00,sim_change,MODEL0010,1
DEVCH000351,ACC100398,2026-07-14 12:21:00,sim_change,MODEL0013,0
DEVCH000352,ACC100627,2026-07-25 21:31:00,os_update,MODEL0022,0
DEVCH000353,ACC100648,2026-06-23 18:04:00,device_change,MODEL0010,0
DEVCH000354,ACC100163,2026-07-05 21:13:00,device_change,MODEL0119,0
DEVCH000355,ACC100164,2026-07-03 22:02:00,os_update,MODEL0036,0
DEVCH000356,ACC100429,2026-07-12 12:55:00,sim_change,MODEL0196,0
DEVCH000357,ACC100449,2026-07-25 01:00:00,sim_change,MODEL0174,0
DEVCH000358,ACC100740,2026-06-17 04:36:00,sim_change,MODEL0138,0
DEVCH000359,ACC100147,2026-07-07 03:06:00,device_change,MODEL0056,0
DEVCH000360,ACC100008,2026-06-13 22:27:00,device_change,MODEL0047,0
DEVCH000361,ACC100716,2026-06-01 16:37:00,sim_change,MODEL0173,0
DEVCH000362,ACC100507,2026-07-07 08:38:00,sim_change,MODEL0022,0
DEVCH000363,ACC100455,2026-07-09 05:24:00,sim_change,MODEL0092,1
DEVCH000364,ACC100660,2026-06-22 19:49:00,sim_change,MODEL0032,1
DEVCH000365,ACC100025,2026-07-05 00:22:00,device_change,MODEL0121,0
DEVCH000366,ACC100078,2026-06-27 04:43:00,sim_change,MODEL0049,0
DEVCH000367,ACC100470,2026-07-23 02:10:00,sim_change,MODEL0020,0
DEVCH000368,ACC100040,2026-07-21 14:37:00,device_change,MODEL0122,0
DEVCH000369,ACC100563,2026-06-25 07:53:00,sim_change,MODEL0004,1
DEVCH000370,ACC100581,2026-06-30 08:45:00,sim_change,MODEL0013,0
DEVCH000371,ACC100009,2026-07-29 20:46:00,device_change,MODEL0041,0
DEVCH000372,ACC100014,2026-06-15 05:04:00,sim_change,MODEL0003,0
DEVCH000373,ACC100669,2026-07-10 01:27:00,sim_change,MODEL0095,0
DEVCH000374,ACC100148,2026-07-02 15:22:00,os_update,MODEL0161,0
DEVCH000375,ACC100093,2026-07-25 19:40:00,device_change,MODEL0127,0
DEVCH000376,ACC100404,2026-06-27 16:40:00,os_update,MODEL0004,0
DEVCH000377,ACC100289,2026-06-29 13:41:00,device_change,MODEL0191,0
DEVCH000378,ACC100707,2026-06-11 08:17:00,device_change,MODEL0038,0
DEVCH000379,ACC100527,2026-06-22 01:18:00,sim_change,MODEL0103,0
DEVCH000380,ACC100488,2026-07-08 08:09:00,device_change,MODEL0102,0
DEVCH000381,ACC100509,2026-06-28 14:35:00,os_update,MODEL0191,0
DEVCH000382,ACC100313,2026-07-26 21:23:00,sim_change,MODEL0188,0
DEVCH000383,ACC100433,2026-07-18 15:58:00,device_change,MODEL0152,0
DEVCH000384,ACC100621,2026-07-17 18:53:00,sim_change,MODEL0170,0
DEVCH000385,ACC100067,2026-06-03 08:56:00,sim_change,MODEL0062,0
DEVCH000386,ACC100161,2026-06-03 08:33:00,os_update,MODEL0182,0
DEVCH000387,ACC100662,2026-07-13 14:22:00,sim_change,MODEL0000,0
DEVCH000388,ACC100530,2026-06-23 20:23:00,device_change,MODEL0102,0
DEVCH000389,ACC100762,2026-07-22 09:06:00,sim_change,MODEL0055,0
DEVCH000390,ACC100725,2026-06-15 13:17:00,device_change,MODEL0002,0
DEVCH000391,ACC100023,2026-07-16 23:21:00,device_change,MODEL0056,0
DEVCH000392,ACC100286,2026-07-05 22:49:00,os_update,MODEL0122,0
DEVCH000393,ACC100037,2026-06-24 10:55:00,device_change,MODEL0021,0
DEVCH000394,ACC100433,2026-06-23 17:42:00,sim_change,MODEL0178,0
DEVCH000395,ACC100528,2026-07-14 22:59:00,device_change,MODEL0000,0
DEVCH000396,ACC100359,2026-07-08 07:25:00,sim_change,MODEL0093,0
DEVCH000397,ACC100083,2026-06-10 16:42:00,os_update,MODEL0053,0
DEVCH000398,ACC100296,2026-06-01 07:05:00,os_update,MODEL0001,0
DEVCH000399,ACC100021,2026-06-19 07:13:00,sim_change,MODEL0171,0
DEVCH000400,ACC100345,2026-07-21 22:43:00,os_update,MODEL0027,0
DEVCH000401,ACC100105,2026-07-16 07:28:00,device_change,MODEL0185,0
DEVCH000402,ACC100051,2026-07-08 14:38:00,device_change,MODEL0065,0
DEVCH000403,ACC100344,2026-07-27 15:53:00,sim_change,MODEL0179,0
DEVCH000404,ACC100685,2026-07-04 18:41:00,sim_change,MODEL0067,0
DEVCH000405,ACC100228,2026-06-18 23:10:00,sim_change,MODEL0133,0
DEVCH000406,ACC100114,2026-07-20 13:13:00,sim_change,MODEL0180,0
DEVCH000407,ACC100192,2026-06-19 07:46:00,sim_change,MODEL0012,0
DEVCH000408,ACC100723,2026-06-26 03:51:00,os_update,MODEL0003,0
DEVCH000409,ACC100008,2026-06-11 14:38:00,os_update,MODEL0015,0
DEVCH000410,ACC100262,2026-06-15 13:35:00,sim_change,MODEL0026,0
DEVCH000411,ACC100429,2026-06-22 16:57:00,sim_change,MODEL0153,0
DEVCH000412,ACC100575,2026-07-11 19:21:00,os_update,MODEL0094,0
DEVCH000413,ACC100714,2026-07-17 11:54:00,device_change,MODEL0000,0
DEVCH000414,ACC100457,2026-06-26 11:45:00,sim_change,MODEL0121,0
DEVCH000415,ACC100736,2026-07-26 15:51:00,device_change,MODEL0106,0
DEVCH000416,ACC100553,2026-06-20 01:59:00,os_update,MODEL0088,0
DEVCH000417,ACC100240,2026-07-10 02:58:00,os_update,MODEL0130,0
DEVCH000418,ACC100389,2026-07-17 05:55:00,os_update,MODEL0013,0
DEVCH000419,ACC100071,2026-07-01 23:26:00,sim_change,MODEL0066,0
DEVCH000420,ACC100731,2026-07-25 23:43:00,device_change,MODEL0069,0
DEVCH000421,ACC100278,2026-06-23 20:42:00,os_update,MODEL0042,0
DEVCH000422,ACC100606,2026-06-25 08:07:00,os_update,MODEL0107,0
DEVCH000423,ACC100057,2026-06-07 12:17:00,os_update,MODEL0082,0
DEVCH000424,ACC100679,2026-07-02 01:35:00,sim_change,MODEL0102,0
DEVCH000425,ACC100516,2026-07-05 03:59:00,device_change,MODEL0013,0
DEVCH000426,ACC100575,2026-06-20 12:42:00,os_update,MODEL0094,0
DEVCH000427,ACC100682,2026-06-19 23:46:00,device_change,MODEL0135,0
DEVCH000428,ACC100560,2026-06-26 11:20:00,os_update,MODEL0025,0
DEVCH000429,ACC100412,2026-06-28 19:38:00,os_update,MODEL0133,0
DEVCH000430,ACC100060,2026-07-23 13:51:00,os_update,MODEL0067,0
DEVCH000431,ACC100676,2026-06-07 12:48:00,os_update,MODEL0014,0
DEVCH000432,ACC100532,2026-06-29 05:59:00,os_update,MODEL0185,0
DEVCH000433,ACC100059,2026-07-28 17:13:00,device_change,MODEL0175,0
DEVCH000434,ACC100140,2026-06-03 01:04:00,sim_change,MODEL0142,0
DEVCH000435,ACC100715,2026-06-18 08:37:00,device_change,MODEL0065,0
DEVCH000436,ACC100571,2026-06-22 20:07:00,device_change,MODEL0128,0
DEVCH000437,ACC100431,2026-06-05 00:45:00,sim_change,MODEL0086,0
DEVCH000438,ACC100278,2026-07-08 08:33:00,device_change,MODEL0141,0
DEVCH000439,ACC100506,2026-06-16 01:49:00,os_update,MODEL0022,0
DEVCH000440,ACC100594,2026-07-01 15:01:00,device_change,MODEL0089,0
DEVCH000441,ACC100637,2026-07-21 06:40:00,device_change,MODEL0112,0
DEVCH000442,ACC100328,2026-07-01 20:12:00,sim_change,MODEL0071,0
DEVCH000443,ACC100170,2026-07-08 03:07:00,os_update,MODEL0119,0
DEVCH000444,ACC100368,2026-06-13 08:07:00,sim_change,MODEL0087,1
DEVCH000445,ACC100174,2026-07-26 07:23:00,os_update,MODEL0149,0
DEVCH000446,ACC100629,2026-06-11 21:51:00,sim_change,MODEL0019,0
DEVCH000447,ACC100653,2026-06-27 20:17:00,os_update,MODEL0169,0
DEVCH000448,ACC100082,2026-07-11 17:28:00,os_update,MODEL0088,0
DEVCH000449,ACC100292,2026-07-25 02:03:00,os_update,MODEL0062,0
DEVCH000450,ACC100449,2026-07-03 10:11:00,os_update,MODEL0161,0
DEVCH000451,ACC100326,2026-07-10 06:41:00,device_change,MODEL0190,0
DEVCH000452,ACC100721,2026-06-16 00:57:00,sim_change,MODEL0127,0
DEVCH000453,ACC100315,2026-07-15 03:16:00,device_change,MODEL0100,0
DEVCH000454,ACC100764,2026-06-02 19:50:00,sim_change,MODEL0083,0
DEVCH000455,ACC100080,2026-07-14 08:33:00,os_update,MODEL0145,0
DEVCH000456,ACC100539,2026-07-18 04:03:00,device_change,MODEL0044,0
DEVCH000457,ACC100588,2026-07-07 11:49:00,device_change,MODEL0098,0
DEVCH000458,ACC100438,2026-06-27 21:45:00,os_update,MODEL0070,0
DEVCH000459,ACC100261,2026-07-19 05:28:00,device_change,MODEL0199,0
DEVCH000460,ACC100006,2026-07-23 17:28:00,sim_change,MODEL0040,0
DEVCH000461,ACC100424,2026-06-11 00:29:00,sim_change,MODEL0105,0
DEVCH000462,ACC100349,2026-06-13 04:15:00,os_update,MODEL0178,0
DEVCH000463,ACC100626,2026-06-26 07:40:00,sim_change,MODEL0089,0
DEVCH000464,ACC100690,2026-07-04 23:44:00,device_change,MODEL0090,0
DEVCH000465,ACC100448,2026-06-30 16:50:00,sim_change,MODEL0139,0
DEVCH000466,ACC100623,2026-07-29 13:52:00,sim_change,MODEL0102,0
DEVCH000467,ACC100375,2026-06-03 08:44:00,os_update,MODEL0069,0
DEVCH000468,ACC100231,2026-06-18 02:10:00,device_change,MODEL0146,0
DEVCH000469,ACC100735,2026-06-30 06:38:00,sim_change,MODEL0147,0
DEVCH000470,ACC100229,2026-06-27 04:15:00,os_update,MODEL0104,0
DEVCH000471,ACC100209,2026-07-05 21:56:00,device_change,MODEL0157,0
DEVCH000472,ACC100325,2026-06-28 13:32:00,os_update,MODEL0183,0
DEVCH000473,ACC100310,2026-06-23 21:06:00,device_change,MODEL0140,0
DEVCH000474,ACC100537,2026-06-30 04:53:00,os_update,MODEL0137,0
DEVCH000475,ACC100779,2026-06-08 03:29:00,os_update,MODEL0075,0
DEVCH000476,ACC100416,2026-06-11 12:08:00,device_change,MODEL0127,0
DEVCH000477,ACC100469,2026-07-09 03:14:00,os_update,MODEL0085,0
DEVCH000478,ACC100289,2026-06-02 11:24:00,sim_change,MODEL0127,0
DEVCH000479,ACC100171,2026-07-04 21:55:00,os_update,MODEL0137,0
DEVCH000480,ACC100381,2026-07-10 20:44:00,device_change,MODEL0056,0
DEVCH000481,ACC100281,2026-06-01 10:26:00,sim_change,MODEL0157,0
DEVCH000482,ACC100393,2026-06-01 08:52:00,device_change,MODEL0172,0
DEVCH000483,ACC100079,2026-07-29 02:43:00,device_change,MODEL0031,0
DEVCH000484,ACC100448,2026-07-02 12:38:00,os_update,MODEL0073,0
DEVCH000485,ACC100256,2026-07-29 20:06:00,device_change,MODEL0058,0
DEVCH000486,ACC100772,2026-07-13 04:44:00,device_change,MODEL0005,0
DEVCH000487,ACC100729,2026-07-21 16:13:00,device_change,MODEL0148,0
DEVCH000488,ACC100590,2026-06-24 23:01:00,device_change,MODEL0088,0
DEVCH000489,ACC100351,2026-07-30 22:44:00,os_update,MODEL0138,0
DEVCH000490,ACC100134,2026-06-22 23:09:00,device_change,MODEL0008,0
DEVCH000491,ACC100437,2026-07-29 16:21:00,sim_change,MODEL0176,0
DEVCH000492,ACC100760,2026-06-07 00:06:00,sim_change,MODEL0157,0
DEVCH000493,ACC100588,2026-07-23 04:39:00,sim_change,MODEL0019,0
DEVCH000494,ACC100068,2026-07-24 22:54:00,os_update,MODEL0070,0
DEVCH000495,ACC100276,2026-06-27 17:25:00,device_change,MODEL0087,0
DEVCH000496,ACC100263,2026-06-16 13:44:00,device_change,MODEL0138,0
DEVCH000497,ACC100214,2026-06-30 01:03:00,os_update,MODEL0139,0
DEVCH000498,ACC100244,2026-07-25 23:10:00,device_change,MODEL0011,0
DEVCH000499,ACC100675,2026-07-24 04:16:00,sim_change,MODEL0157,0
DEVCH000500,ACC100784,2026-07-29 14:43:00,os_update,MODEL0001,0
DEVCH000501,ACC100595,2026-07-24 20:10:00,device_change,MODEL0060,0
DEVCH000502,ACC100067,2026-07-05 07:15:00,device_change,MODEL0045,0
DEVCH000503,ACC100418,2026-07-25 05:29:00,os_update,MODEL0151,0
DEVCH000504,ACC100497,2026-07-05 07:44:00,os_update,MODEL0090,0
DEVCH000505,ACC100238,2026-06-12 15:12:00,sim_change,MODEL0135,0
DEVCH000506,ACC100342,2026-07-21 03:21:00,sim_change,MODEL0066,0
DEVCH000507,ACC100053,2026-07-06 16:56:00,device_change,MODEL0186,0
DEVCH000508,ACC100370,2026-07-12 21:33:00,os_update,MODEL0052,0
DEVCH000509,ACC100002,2026-07-30 19:39:00,os_update,MODEL0109,0
DEVCH000510,ACC100054,2026-06-12 16:11:00,os_update,MODEL0105,0
DEVCH000511,ACC100415,2026-07-27 18:00:00,sim_change,MODEL0163,0
DEVCH000512,ACC100012,2026-06-08 12:29:00,device_change,MODEL0039,0
DEVCH000513,ACC100582,2026-07-08 16:31:00,sim_change,MODEL0127,0
DEVCH000514,ACC100433,2026-06-05 10:33:00,os_update,MODEL0064,0
DEVCH000515,ACC100276,2026-06-07 02:06:00,sim_change,MODEL0186,0
DEVCH000516,ACC100144,2026-06-08 05:21:00,os_update,MODEL0141,0
DEVCH000517,ACC100592,2026-07-11 03:03:00,os_update,MODEL0171,0
DEVCH000518,ACC100669,2026-07-08 19:56:00,os_update,MODEL0128,0
DEVCH000519,ACC100183,2026-06-09 03:41:00,device_change,MODEL0081,0
DEVCH000520,ACC100738,2026-06-18 03:57:00,device_change,MODEL0090,0
DEVCH000521,ACC100390,2026-06-20 12:25:00,device_change,MODEL0199,0
DEVCH000522,ACC100273,2026-07-21 04:03:00,sim_change,MODEL0142,0
DEVCH000523,ACC100382,2026-06-14 18:20:00,sim_change,MODEL0098,0
DEVCH000524,ACC100421,2026-07-22 07:40:00,os_update,MODEL0116,0
DEVCH000525,ACC100681,2026-07-12 18:30:00,device_change,MODEL0062,0
DEVCH000526,ACC100627,2026-06-13 16:08:00,sim_change,MODEL0120,0
DEVCH000527,ACC100284,2026-07-04 22:09:00,device_change,MODEL0032,0
DEVCH000528,ACC100565,2026-06-20 09:17:00,sim_change,MODEL0047,0
DEVCH000529,ACC100685,2026-07-15 15:36:00,device_change,MODEL0128,0
DEVCH000530,ACC100685,2026-07-03 17:34:00,device_change,MODEL0069,0
DEVCH000531,ACC100642,2026-07-20 07:32:00,sim_change,MODEL0153,0
DEVCH000532,ACC100019,2026-07-26 08:20:00,os_update,MODEL0052,0
DEVCH000533,ACC100015,2026-07-01 12:33:00,os_update,MODEL0012,0
DEVCH000534,ACC100027,2026-06-29 21:54:00,os_update,MODEL0199,0
DEVCH000535,ACC100639,2026-06-17 23:09:00,os_update,MODEL0123,0
DEVCH000536,ACC100207,2026-07-09 06:49:00,sim_change,MODEL0006,0
DEVCH000537,ACC100597,2026-06-18 06:49:00,device_change,MODEL0138,0
DEVCH000538,ACC100632,2026-06-13 10:09:00,device_change,MODEL0140,0
DEVCH000539,ACC100762,2026-07-12 12:05:00,sim_change,MODEL0023,0
DEVCH000540,ACC100537,2026-07-03 19:33:00,os_update,MODEL0052,0
DEVCH000541,ACC100692,2026-06-24 09:46:00,sim_change,MODEL0193,0
DEVCH000542,ACC100222,2026-07-16 07:20:00,device_change,MODEL0156,0
DEVCH000543,ACC100317,2026-06-11 22:57:00,device_change,MODEL0153,0
DEVCH000544,ACC100119,2026-07-20 16:35:00,sim_change,MODEL0193,0
DEVCH000545,ACC100424,2026-06-23 23:53:00,device_change,MODEL0132,1
DEVCH000546,ACC100452,2026-06-04 05:33:00,device_change,MODEL0019,0
DEVCH000547,ACC100690,2026-06-08 08:56:00,os_update,MODEL0011,0
DEVCH000548,ACC100411,2026-06-12 08:36:00,os_update,MODEL0091,0
DEVCH000549,ACC100785,2026-07-09 09:30:00,sim_change,MODEL0187,0
DEVCH000550,ACC100064,2026-07-22 10:03:00,sim_change,MODEL0008,0
DEVCH000551,ACC100457,2026-06-01 12:54:00,sim_change,MODEL0106,0
DEVCH000552,ACC100106,2026-06-21 13:21:00,os_update,MODEL0079,0
DEVCH000553,ACC100135,2026-06-26 09:33:00,os_update,MODEL0042,0
DEVCH000554,ACC100342,2026-06-08 15:16:00,device_change,MODEL0096,0
DEVCH000555,ACC100742,2026-07-12 03:47:00,device_change,MODEL0097,0
DEVCH000556,ACC100391,2026-06-11 02:37:00,device_change,MODEL0169,0
DEVCH000557,ACC100567,2026-06-12 11:31:00,os_update,MODEL0072,0
DEVCH000558,ACC100256,2026-07-20 06:14:00,os_update,MODEL0120,0
DEVCH000559,ACC100374,2026-07-23 11:05:00,sim_change,MODEL0053,0
DEVCH000560,ACC100585,2026-07-27 23:56:00,os_update,MODEL0181,0
DEVCH000561,ACC100252,2026-06-12 05:37:00,device_change,MODEL0178,0
DEVCH000562,ACC100319,2026-07-23 12:41:00,sim_change,MODEL0081,0
DEVCH000563,ACC100281,2026-07-27 09:56:00,os_update,MODEL0164,0
DEVCH000564,ACC100588,2026-06-11 05:22:00,sim_change,MODEL0114,0
DEVCH000565,ACC100018,2026-07-30 07:41:00,device_change,MODEL0002,0
DEVCH000566,ACC100284,2026-07-01 17:43:00,os_update,MODEL0105,0
DEVCH000567,ACC100126,2026-06-08 19:33:00,sim_change,MODEL0175,0
DEVCH000568,ACC100233,2026-07-24 00:44:00,os_update,MODEL0078,0
DEVCH000569,ACC100545,2026-07-30 13:18:00,device_change,MODEL0187,0
DEVCH000570,ACC100665,2026-07-16 20:31:00,os_update,MODEL0140,0
DEVCH000571,ACC100012,2026-07-30 13:37:00,os_update,MODEL0135,0
DEVCH000572,ACC100176,2026-06-21 13:34:00,os_update,MODEL0038,0
DEVCH000573,ACC100336,2026-07-17 04:07:00,os_update,MODEL0054,0
DEVCH000574,ACC100700,2026-06-26 11:25:00,device_change,MODEL0133,0
DEVCH000575,ACC100313,2026-06-11 17:22:00,sim_change,MODEL0188,0
DEVCH000576,ACC100369,2026-06-28 04:34:00,sim_change,MODEL0145,0
DEVCH000577,ACC100083,2026-06-16 22:33:00,device_change,MODEL0181,0
DEVCH000578,ACC100555,2026-07-23 12:00:00,os_update,MODEL0082,0
DEVCH000579,ACC100457,2026-07-28 16:30:00,sim_change,MODEL0179,0
DEVCH000580,ACC100325,2026-06-20 08:30:00,device_change,MODEL0127,0
DEVCH000581,ACC100457,2026-06-04 08:13:00,device_change,MODEL0104,0
DEVCH000582,ACC100078,2026-07-25 03:36:00,sim_change,MODEL0128,0
DEVCH000583,ACC100301,2026-06-02 16:51:00,sim_change,MODEL0087,0
DEVCH000584,ACC100557,2026-06-28 18:13:00,sim_change,MODEL0108,0
DEVCH000585,ACC100736,2026-06-17 21:54:00,device_change,MODEL0174,0
DEVCH000586,ACC100175,2026-07-14 18:24:00,os_update,MODEL0098,0
DEVCH000587,ACC100085,2026-06-14 05:52:00,device_change,MODEL0059,0
DEVCH000588,ACC100190,2026-06-24 17:51:00,os_update,MODEL0000,0
DEVCH000589,ACC100133,2026-06-01 17:18:00,device_change,MODEL0123,0
DEVCH000590,ACC100380,2026-06-22 11:20:00,os_update,MODEL0099,0
DEVCH000591,ACC100472,2026-06-05 11:20:00,device_change,MODEL0081,0
DEVCH000592,ACC100255,2026-06-23 06:51:00,os_update,MODEL0036,0
DEVCH000593,ACC100505,2026-07-04 21:44:00,os_update,MODEL0025,0
DEVCH000594,ACC100786,2026-06-25 20:13:00,device_change,MODEL0119,0
DEVCH000595,ACC100772,2026-06-16 22:02:00,os_update,MODEL0107,0
DEVCH000596,ACC100492,2026-07-08 11:04:00,device_change,MODEL0085,0
DEVCH000597,ACC100741,2026-07-26 16:07:00,os_update,MODEL0108,0
DEVCH000598,ACC100122,2026-06-01 04:16:00,os_update,MODEL0137,0
DEVCH000599,ACC100402,2026-07-05 18:00:00,device_change,MODEL0072,0
DEVCH000600,ACC100672,2026-07-15 04:19:00,device_change,MODEL0132,0
DEVCH000601,ACC100624,2026-06-08 21:13:00,os_update,MODEL0058,0
DEVCH000602,ACC100576,2026-06-15 03:34:00,device_change,MODEL0118,0
DEVCH000603,ACC100670,2026-07-20 12:32:00,device_change,MODEL0104,0
DEVCH000604,ACC100034,2026-06-02 19:02:00,device_change,MODEL0051,0
DEVCH000605,ACC100721,2026-06-03 07:24:00,os_update,MODEL0155,0
DEVCH000606,ACC100767,2026-07-12 23:51:00,os_update,MODEL0150,1
DEVCH000607,ACC100428,2026-06-01 09:18:00,sim_change,MODEL0063,0
DEVCH000608,ACC100230,2026-06-13 19:53:00,sim_change,MODEL0065,1
DEVCH000609,ACC100029,2026-07-04 06:12:00,device_change,MODEL0120,0
DEVCH000610,ACC100174,2026-07-11 22:23:00,os_update,MODEL0110,0
DEVCH000611,ACC100786,2026-06-30 07:43:00,sim_change,MODEL0067,0
DEVCH000612,ACC100344,2026-07-27 19:03:00,sim_change,MODEL0044,0
DEVCH000613,ACC100316,2026-07-05 21:55:00,sim_change,MODEL0115,0
DEVCH000614,ACC100478,2026-06-18 22:30:00,sim_change,MODEL0175,0
DEVCH000615,ACC100238,2026-06-27 06:15:00,os_update,MODEL0173,0
DEVCH000616,ACC100002,2026-07-11 11:57:00,device_change,MODEL0032,0
DEVCH000617,ACC100330,2026-07-08 03:51:00,os_update,MODEL0035,0
DEVCH000618,ACC100347,2026-07-12 03:16:00,sim_change,MODEL0079,0
DEVCH000619,ACC100289,2026-06-20 13:54:00,sim_change,MODEL0079,0
DEVCH000620,ACC100261,2026-06-10 06:42:00,sim_change,MODEL0060,0
DEVCH000621,ACC100553,2026-06-01 21:59:00,os_update,MODEL0018,0
DEVCH000622,ACC100615,2026-06-21 02:16:00,os_update,MODEL0167,0
DEVCH000623,ACC100493,2026-07-25 05:51:00,sim_change,MODEL0088,0
DEVCH000624,ACC100567,2026-06-16 06:51:00,device_change,MODEL0144,0
DEVCH000625,ACC100798,2026-07-06 14:23:00,os_update,MODEL0138,0
DEVCH000626,ACC100145,2026-06-10 07:13:00,sim_change,MODEL0081,0
DEVCH000627,ACC100398,2026-07-20 15:03:00,os_update,MODEL0131,0
DEVCH000628,ACC100362,2026-06-16 18:39:00,sim_change,MODEL0122,1
DEVCH000629,ACC100295,2026-06-13 10:01:00,sim_change,MODEL0158,1
DEVCH000630,ACC100562,2026-07-14 07:30:00,device_change,MODEL0191,0
DEVCH000631,ACC100592,2026-07-22 01:17:00,os_update,MODEL0031,0
DEVCH000632,ACC100058,2026-06-30 16:06:00,sim_change,MODEL0070,0
DEVCH000633,ACC100344,2026-06-05 01:20:00,device_change,MODEL0191,0
DEVCH000634,ACC100572,2026-07-12 12:03:00,device_change,MODEL0134,0
DEVCH000635,ACC100171,2026-06-09 16:26:00,os_update,MODEL0069,0
DEVCH000636,ACC100452,2026-07-25 00:15:00,os_update,MODEL0034,0
DEVCH000637,ACC100289,2026-06-05 14:56:00,sim_change,MODEL0152,0
DEVCH000638,ACC100130,2026-06-20 10:51:00,sim_change,MODEL0132,0
DEVCH000639,ACC100405,2026-07-12 05:30:00,sim_change,MODEL0016,0
DEVCH000640,ACC100338,2026-07-24 16:59:00,device_change,MODEL0115,0
DEVCH000641,ACC100369,2026-07-02 02:17:00,device_change,MODEL0173,0
DEVCH000642,ACC100259,2026-07-09 05:10:00,sim_change,MODEL0052,1
DEVCH000643,ACC100684,2026-06-26 09:00:00,device_change,MODEL0192,0
DEVCH000644,ACC100048,2026-06-17 21:30:00,os_update,MODEL0042,0
DEVCH000645,ACC100627,2026-06-11 15:35:00,sim_change,MODEL0008,0
DEVCH000646,ACC100727,2026-06-24 04:18:00,sim_change,MODEL0127,0
DEVCH000647,ACC100533,2026-06-24 08:11:00,sim_change,MODEL0085,0
DEVCH000648,ACC100042,2026-07-22 11:22:00,device_change,MODEL0041,0
DEVCH000649,ACC100134,2026-07-01 08:19:00,os_update,MODEL0190,0
DEVCH000650,ACC100547,2026-07-23 11:16:00,device_change,MODEL0108,0
DEVCH000651,ACC100425,2026-06-17 10:03:00,os_update,MODEL0180,0
DEVCH000652,ACC100479,2026-07-07 04:59:00,device_change,MODEL0072,0
DEVCH000653,ACC100247,2026-06-03 03:57:00,sim_change,MODEL0090,0
DEVCH000654,ACC100468,2026-06-15 17:41:00,device_change,MODEL0034,0
DEVCH000655,ACC100311,2026-07-18 16:31:00,sim_change,MODEL0109,0
DEVCH000656,ACC100675,2026-07-09 21:06:00,sim_change,MODEL0108,0
DEVCH000657,ACC100714,2026-07-06 01:44:00,os_update,MODEL0176,0
DEVCH000658,ACC100008,2026-06-01 22:03:00,device_change,MODEL0010,0
DEVCH000659,ACC100181,2026-06-15 13:13:00,sim_change,MODEL0073,0
DEVCH000660,ACC100662,2026-06-21 13:27:00,os_update,MODEL0098,0
DEVCH000661,ACC100338,2026-06-04 20:41:00,sim_change,MODEL0147,0
DEVCH000662,ACC100127,2026-06-29 10:16:00,os_update,MODEL0087,0
DEVCH000663,ACC100361,2026-07-26 15:07:00,os_update,MODEL0074,0
DEVCH000664,ACC100339,2026-07-08 22:42:00,device_change,MODEL0161,0
DEVCH000665,ACC100374,2026-06-11 03:15:00,device_change,MODEL0130,0
DEVCH000666,ACC100706,2026-06-25 08:06:00,sim_change,MODEL0113,0
DEVCH000667,ACC100357,2026-06-08 06:11:00,os_update,MODEL0025,0
DEVCH000668,ACC100195,2026-07-03 09:26:00,sim_change,MODEL0182,0
DEVCH000669,ACC100636,2026-06-22 10:46:00,device_change,MODEL0077,0
DEVCH000670,ACC100144,2026-06-11 12:42:00,os_update,MODEL0159,0
DEVCH000671,ACC100104,2026-07-25 13:36:00,device_change,MODEL0108,0
DEVCH000672,ACC100150,2026-07-01 16:21:00,device_change,MODEL0172,0
DEVCH000673,ACC100164,2026-06-21 14:46:00,device_change,MODEL0019,0
DEVCH000674,ACC100599,2026-07-14 02:57:00,os_update,MODEL0010,0
DEVCH000675,ACC100675,2026-06-05 15:13:00,device_change,MODEL0155,0
DEVCH000676,ACC100597,2026-07-29 05:21:00,device_change,MODEL0046,0
DEVCH000677,ACC100482,2026-07-06 04:57:00,os_update,MODEL0033,0
DEVCH000678,ACC100207,2026-06-28 14:07:00,os_update,MODEL0013,0
DEVCH000679,ACC100453,2026-07-28 08:36:00,os_update,MODEL0000,0
DEVCH000680,ACC100142,2026-06-02 04:32:00,sim_change,MODEL0136,0
DEVCH000681,ACC100106,2026-07-08 22:39:00,os_update,MODEL0192,0
DEVCH000682,ACC100340,2026-06-12 11:48:00,os_update,MODEL0194,0
DEVCH000683,ACC100683,2026-07-20 16:28:00,sim_change,MODEL0004,0
DEVCH000684,ACC100053,2026-06-10 18:49:00,device_change,MODEL0053,0
DEVCH000685,ACC100081,2026-07-04 02:29:00,os_update,MODEL0184,0
DEVCH000686,ACC100612,2026-06-10 21:53:00,device_change,MODEL0041,0
DEVCH000687,ACC100428,2026-06-10 08:31:00,device_change,MODEL0149,0
DEVCH000688,ACC100098,2026-06-12 00:05:00,sim_change,MODEL0028,0
DEVCH000689,ACC100724,2026-07-10 23:47:00,device_change,MODEL0005,0
DEVCH000690,ACC100269,2026-07-05 00:43:00,sim_change,MODEL0083,0
