transaction_id,account_id,timestamp,amount,currency,channel,counterparty_id,is_fraud
TXN001113,ACC100322,2026-06-12 22:57:00,8118.53,N$,cash_out,CP03351,1
TXN001114,ACC100747,2026-07-05 09:07:00,1123.18,N$,cash_out,CP02787,0
TXN001115,ACC100009,2026-06-03 12:18:00,284.64,N$,merchant_payment,CP03686,0
TXN001116,ACC100455,2026-07-08 07:18:00,2989.01,N$,p2p_transfer,CP00463,1
TXN001117,ACC100269,2026-07-28 18:59:00,944.58,N$,merchant_payment,CP03246,0
TXN001118,ACC100150,2026-06-27 08:37:00,753.62,N$,merchant_payment,CP01791,0
TXN001119,ACC100439,2026-06-23 08:44:00,619.25,N$,cash_out,CP02102,0
TXN001120,ACC100631,2026-06-20 08:31:00,204.31,N$,p2p_transfer,CP02694,0
TXN001121,ACC100051,2026-07-20 03:12:00,278.65,N$,merchant_payment,CP02849,0
TXN001122,ACC100682,2026-06-05 04:58:00,192.01,N$,merchant_payment,CP03876,0
TXN001123,ACC100229,2026-06-29 07:36:00,368.63,N$,p2p_transfer,CP02908,0
TXN001124,ACC100456,2026-07-23 15:27:00,139.12,N$,cash_out,CP01177,0
TXN001125,ACC100049,2026-07-21 15:09:00,511.04,N$,merchant_payment,CP00402,0
TXN001126,ACC100468,2026-06-20 22:48:00,1019.45,N$,merchant_payment,CP02663,0
TXN001127,ACC100793,2026-06-08 10:32:00,214.25,N$,cash_out,CP03971,0
TXN001128,ACC100506,2026-07-18 15:37:00,1019.01,N$,merchant_payment,CP01569,0
TXN001129,ACC100247,2026-07-24 01:30:00,94.39,N$,merchant_payment,CP01702,0
TXN001130,ACC100125,2026-07-14 18:16:00,813.23,N$,p2p_transfer,CP03606,0
TXN001131,ACC100557,2026-07-02 19:31:00,736.77,N$,bill_payment,CP03651,0
TXN001132,ACC100081,2026-07-21 18:52:00,11068.47,N$,cash_out,CP03112,1
TXN001133,ACC100469,2026-06-14 08:50:00,439.99,N$,bill_payment,CP03397,0
TXN001134,ACC100695,2026-07-02 22:34:00,423.41,N$,merchant_payment,CP02906,0
TXN001135,ACC100111,2026-07-27 15:49:00,145.65,N$,merchant_payment,CP02148,0
TXN001136,ACC100489,2026-06-14 22:38:00,875.54,N$,cash_out,CP02545,0
TXN001137,ACC100496,2026-06-24 02:06:00,144.69,N$,cash_out,CP00154,0
TXN001138,ACC100087,2026-06-14 04:02:00,460.04,N$,merchant_payment,CP01512,0
TXN001139,ACC100411,2026-07-22 03:35:00,385.82,N$,merchant_payment,CP03282,0
TXN001140,ACC100086,2026-07-13 23:13:00,166.78,N$,bill_payment,CP03355,0
TXN001141,ACC100331,2026-06-26 02:10:00,862.05,N$,cash_out,CP03861,0
TXN001142,ACC100798,2026-06-12 01:55:00,380.47,N$,p2p_transfer,CP02072,0
TXN001143,ACC100137,2026-07-19 02:19:00,480.86,N$,merchant_payment,CP00049,0
TXN001144,ACC100461,2026-06-19 23:25:00,360.3,N$,merchant_payment,CP02525,0
TXN001145,ACC100379,2026-07-23 10:29:00,413.52,N$,merchant_payment,CP03109,0
TXN001146,ACC100660,2026-07-11 01:52:00,770.29,N$,cash_out,CP03941,0
TXN001147,ACC100194,2026-06-16 08:16:00,443.84,N$,p2p_transfer,CP00029,0
TXN001148,ACC100379,2026-06-25 13:31:00,1152.55,N$,p2p_transfer,CP01964,0
TXN001149,ACC100624,2026-06-30 04:37:00,632.35,N$,p2p_transfer,CP00103,0
TXN001150,ACC100190,2026-07-10 19:00:00,1844.99,N$,p2p_transfer,CP01053,0
TXN001151,ACC100025,2026-07-07 14:56:00,206.54,N$,merchant_payment,CP02305,0
TXN001152,ACC100432,2026-06-10 19:16:00,270.45,N$,merchant_payment,CP00728,0
TXN001153,ACC100476,2026-06-05 02:03:00,517.15,N$,p2p_transfer,CP00428,0
TXN001154,ACC100420,2026-07-05 06:45:00,208.39,N$,p2p_transfer,CP01176,0
TXN001155,ACC100099,2026-07-30 13:32:00,1089.04,N$,merchant_payment,CP01518,0
TXN001156,ACC100546,2026-07-01 15:52:00,1917.13,N$,cash_out,CP01222,0
TXN001157,ACC100665,2026-06-09 11:43:00,224.18,N$,p2p_transfer,CP01984,0
TXN001158,ACC100704,2026-07-10 18:24:00,976.09,N$,bill_payment,CP01734,0
TXN001159,ACC100287,2026-06-20 00:31:00,135.06,N$,p2p_transfer,CP02731,0
TXN001160,ACC100338,2026-07-28 01:03:00,1295.53,N$,bill_payment,CP00808,0
TXN001161,ACC100134,2026-06-09 11:06:00,1004.99,N$,cash_out,CP03596,0
TXN001162,ACC100597,2026-07-17 00:51:00,1104.35,N$,merchant_payment,CP01276,0
TXN001163,ACC100540,2026-06-14 05:06:00,244.69,N$,p2p_transfer,CP02183,0
TXN001164,ACC100277,2026-06-12 18:38:00,2515.69,N$,p2p_transfer,CP03878,0
TXN001165,ACC100516,2026-06-22 05:25:00,515.85,N$,merchant_payment,CP03782,0
TXN001166,ACC100559,2026-07-28 13:16:00,268.62,N$,merchant_payment,CP02073,0
TXN001167,ACC100243,2026-06-01 22:05:00,480.15,N$,merchant_payment,CP01424,0
TXN001168,ACC100121,2026-07-26 15:05:00,3005.26,N$,cash_out,CP01319,1
TXN001169,ACC100356,2026-07-17 16:17:00,316.7,N$,merchant_payment,CP02486,0
TXN001170,ACC100473,2026-07-24 01:45:00,285.09,N$,p2p_transfer,CP02220,0
TXN001171,ACC100026,2026-06-03 05:12:00,836.74,N$,p2p_transfer,CP00097,0
TXN001172,ACC100747,2026-07-05 19:14:00,202.03,N$,cash_out,CP00472,0
TXN001173,ACC100574,2026-07-01 01:44:00,380.34,N$,p2p_transfer,CP01222,0
TXN001174,ACC100153,2026-06-14 03:21:00,871.38,N$,p2p_transfer,CP03463,0
TXN001175,ACC100070,2026-07-24 05:22:00,406.43,N$,p2p_transfer,CP01221,0
TXN001176,ACC100296,2026-07-12 08:25:00,310.55,N$,p2p_transfer,CP01332,0
TXN001177,ACC100263,2026-07-01 09:20:00,871.26,N$,merchant_payment,CP00412,0
TXN001178,ACC100699,2026-06-10 03:08:00,250.13,N$,p2p_transfer,CP01079,0
TXN001179,ACC100003,2026-06-01 18:32:00,106.39,N$,merchant_payment,CP00414,0
TXN001180,ACC100435,2026-06-14 02:18:00,172.62,N$,merchant_payment,CP00139,0
TXN001181,ACC100334,2026-07-14 19:42:00,600.89,N$,cash_out,CP03626,0
TXN001182,ACC100494,2026-06-22 08:15:00,268.57,N$,merchant_payment,CP00991,0
TXN001183,ACC100690,2026-06-03 16:00:00,550.94,N$,merchant_payment,CP03503,0
TXN001184,ACC100589,2026-07-27 08:57:00,451.21,N$,merchant_payment,CP01864,0
TXN001185,ACC100294,2026-07-19 12:40:00,334.91,N$,merchant_payment,CP00044,0
TXN001186,ACC100680,2026-07-15 04:50:00,195.03,N$,bill_payment,CP02030,0
TXN001187,ACC100743,2026-07-09 19:02:00,369.11,N$,merchant_payment,CP02195,0
TXN001188,ACC100448,2026-07-07 07:30:00,528.14,N$,merchant_payment,CP02235,0
TXN001189,ACC100112,2026-07-06 18:18:00,271.41,N$,p2p_transfer,CP01892,0
TXN001190,ACC100532,2026-06-29 09:28:00,2485.97,N$,p2p_transfer,CP02232,0
TXN001191,ACC100563,2026-07-28 09:23:00,8189.6,N$,cash_out,CP01007,1
TXN001192,ACC100217,2026-07-29 23:26:00,161.93,N$,p2p_transfer,CP03249,0
TXN001193,ACC100150,2026-06-30 18:03:00,378.18,N$,p2p_transfer,CP00036,0
TXN001194,ACC100508,2026-06-15 18:38:00,547.51,N$,p2p_transfer,CP02497,0
TXN001195,ACC100147,2026-07-15 01:26:00,270.58,N$,cash_out,CP02460,0
TXN001196,ACC100289,2026-07-06 08:13:00,320.57,N$,bill_payment,CP01001,0
TXN001197,ACC100497,2026-07-12 14:22:00,171.49,N$,bill_payment,CP02782,0
TXN001198,ACC100047,2026-07-09 13:30:00,292.08,N$,p2p_transfer,CP03505,0
TXN001199,ACC100255,2026-07-27 16:27:00,1070.97,N$,p2p_transfer,CP03671,0
TXN001200,ACC100370,2026-07-03 05:49:00,74.72,N$,p2p_transfer,CP03567,0
TXN001201,ACC100442,2026-07-25 13:46:00,489.96,N$,p2p_transfer,CP01717,0
TXN001202,ACC100242,2026-06-22 09:04:00,291.43,N$,p2p_transfer,CP03539,0
TXN001203,ACC100210,2026-07-29 08:19:00,195.0,N$,cash_out,CP01634,0
TXN001204,ACC100046,2026-06-27 15:02:00,167.88,N$,merchant_payment,CP01340,0
TXN001205,ACC100535,2026-06-11 00:46:00,251.75,N$,p2p_transfer,CP03839,0
TXN001206,ACC100769,2026-06-25 09:50:00,2644.79,N$,p2p_transfer,CP00229,0
TXN001207,ACC100246,2026-07-16 10:36:00,237.71,N$,p2p_transfer,CP00011,0
TXN001208,ACC100272,2026-06-28 20:07:00,140.43,N$,merchant_payment,CP02068,0
TXN001209,ACC100770,2026-07-13 15:48:00,841.96,N$,cash_out,CP00646,0
TXN001210,ACC100381,2026-07-18 14:09:00,294.64,N$,p2p_transfer,CP03717,0
TXN001211,ACC100243,2026-06-13 19:42:00,176.19,N$,bill_payment,CP00243,0
TXN001212,ACC100227,2026-07-13 04:16:00,273.9,N$,merchant_payment,CP02942,0
TXN001213,ACC100702,2026-07-21 21:35:00,686.28,N$,merchant_payment,CP00595,0
TXN001214,ACC100026,2026-07-06 05:44:00,178.1,N$,p2p_transfer,CP00736,0
TXN001215,ACC100147,2026-07-21 09:10:00,187.54,N$,p2p_transfer,CP03500,0
TXN001216,ACC100633,2026-07-10 06:00:00,107.91,N$,p2p_transfer,CP01536,0
TXN001217,ACC100758,2026-06-28 06:09:00,716.25,N$,bill_payment,CP01665,0
TXN001218,ACC100690,2026-07-17 18:28:00,1996.39,N$,p2p_transfer,CP01552,0
TXN001219,ACC100033,2026-07-20 19:46:00,176.34,N$,p2p_transfer,CP03893,0
TXN001220,ACC100206,2026-07-30 04:31:00,312.21,N$,merchant_payment,CP01683,0
TXN001221,ACC100399,2026-07-22 06:07:00,123.89,N$,bill_payment,CP01588,0
TXN001222,ACC100165,2026-06-09 21:40:00,1030.79,N$,p2p_transfer,CP00494,0
TXN001223,ACC100774,2026-06-18 21:04:00,580.83,N$,merchant_payment,CP02153,0
TXN001224,ACC100572,2026-07-07 07:34:00,783.3,N$,merchant_payment,CP01661,0
TXN001225,ACC100269,2026-07-01 04:36:00,383.93,N$,merchant_payment,CP01085,0
TXN001226,ACC100279,2026-06-09 20:03:00,1136.05,N$,merchant_payment,CP02914,0
TXN001227,ACC100067,2026-07-23 10:38:00,142.82,N$,merchant_payment,CP01942,0
TXN001228,ACC100457,2026-07-27 16:56:00,631.66,N$,merchant_payment,CP01930,0
TXN001229,ACC100065,2026-07-13 21:54:00,524.22,N$,p2p_transfer,CP01651,0
TXN001230,ACC100720,2026-07-27 03:23:00,778.97,N$,p2p_transfer,CP01853,0
TXN001231,ACC100696,2026-06-25 14:53:00,3442.48,N$,merchant_payment,CP02275,0
TXN001232,ACC100669,2026-06-22 04:18:00,464.22,N$,p2p_transfer,CP02934,0
TXN001233,ACC100133,2026-06-27 16:54:00,761.79,N$,p2p_transfer,CP00754,0
TXN001234,ACC100753,2026-06-15 12:56:00,1758.08,N$,cash_out,CP00358,0
TXN001235,ACC100008,2026-06-24 11:35:00,271.91,N$,merchant_payment,CP00245,0
TXN001236,ACC100751,2026-07-06 11:17:00,812.72,N$,cash_out,CP01734,0
TXN001237,ACC100107,2026-07-16 01:46:00,845.9,N$,merchant_payment,CP01507,0
TXN001238,ACC100785,2026-07-30 23:12:00,583.65,N$,merchant_payment,CP00745,0
TXN001239,ACC100294,2026-07-25 23:44:00,1022.21,N$,p2p_transfer,CP01695,0
TXN001240,ACC100581,2026-06-23 20:40:00,291.99,N$,p2p_transfer,CP01525,0
TXN001241,ACC100332,2026-07-30 08:10:00,585.72,N$,merchant_payment,CP00320,0
TXN001242,ACC100262,2026-06-26 18:11:00,1233.26,N$,merchant_payment,CP02465,0
TXN001243,ACC100619,2026-06-14 20:53:00,171.38,N$,merchant_payment,CP02126,0
TXN001244,ACC100411,2026-06-25 04:38:00,477.89,N$,p2p_transfer,CP01566,0
TXN001245,ACC100787,2026-07-30 01:10:00,184.03,N$,merchant_payment,CP03758,0
TXN001246,ACC100507,2026-07-08 07:46:00,327.37,N$,merchant_payment,CP03933,0
TXN001247,ACC100306,2026-07-22 11:35:00,327.37,N$,p2p_transfer,CP00786,0
TXN001248,ACC100471,2026-07-13 08:10:00,126.8,N$,merchant_payment,CP00389,0
TXN001249,ACC100609,2026-07-18 11:25:00,490.29,N$,merchant_payment,CP03250,0
TXN001250,ACC100074,2026-07-11 15:57:00,84.02,N$,p2p_transfer,CP03504,0
TXN001251,ACC100666,2026-06-24 16:33:00,3493.14,N$,p2p_transfer,CP00186,0
TXN001252,ACC100644,2026-06-16 05:07:00,1273.76,N$,merchant_payment,CP03697,0
TXN001253,ACC100573,2026-07-23 04:19:00,1365.67,N$,merchant_payment,CP00174,0
TXN001254,ACC100531,2026-06-18 14:05:00,1139.71,N$,p2p_transfer,CP01275,0
TXN001255,ACC100704,2026-07-11 17:44:00,663.81,N$,merchant_payment,CP02358,0
TXN001256,ACC100183,2026-07-09 10:11:00,393.64,N$,merchant_payment,CP00631,0
TXN001257,ACC100146,2026-06-19 10:40:00,117.73,N$,p2p_transfer,CP02214,0
TXN001258,ACC100614,2026-07-20 01:57:00,1010.73,N$,p2p_transfer,CP01831,0
TXN001259,ACC100551,2026-06-19 12:20:00,184.2,N$,cash_out,CP02990,0
TXN001260,ACC100704,2026-07-03 09:22:00,400.32,N$,p2p_transfer,CP01498,0
TXN001261,ACC100100,2026-07-05 06:06:00,426.15,N$,merchant_payment,CP00612,0
TXN001262,ACC100092,2026-07-16 17:27:00,275.95,N$,merchant_payment,CP02032,0
TXN001263,ACC100630,2026-07-05 04:32:00,129.34,N$,merchant_payment,CP00243,0
TXN001264,ACC100229,2026-07-07 19:26:00,876.85,N$,p2p_transfer,CP00289,0
TXN001265,ACC100384,2026-07-06 08:36:00,178.51,N$,cash_out,CP02393,0
TXN001266,ACC100186,2026-07-13 21:09:00,360.15,N$,merchant_payment,CP00646,0
TXN001267,ACC100576,2026-06-06 20:10:00,197.61,N$,merchant_payment,CP00073,0
TXN001268,ACC100545,2026-07-23 00:38:00,770.04,N$,cash_out,CP03767,0
TXN001269,ACC100705,2026-07-20 16:34:00,307.71,N$,p2p_transfer,CP03077,0
TXN001270,ACC100315,2026-06-13 07:23:00,254.25,N$,merchant_payment,CP01156,0
TXN001271,ACC100627,2026-07-07 08:08:00,222.11,N$,p2p_transfer,CP03285,0
TXN001272,ACC100454,2026-07-05 01:37:00,722.89,N$,cash_out,CP01419,0
TXN001273,ACC100437,2026-07-28 05:08:00,849.65,N$,merchant_payment,CP03454,0
TXN001274,ACC100332,2026-06-18 08:02:00,1400.93,N$,merchant_payment,CP02578,0
TXN001275,ACC100522,2026-06-09 20:24:00,1778.84,N$,p2p_transfer,CP01648,0
TXN001276,ACC100281,2026-06-20 18:34:00,827.34,N$,merchant_payment,CP01087,0
TXN001277,ACC100151,2026-07-12 22:10:00,221.95,N$,bill_payment,CP03301,0
TXN001278,ACC100236,2026-07-20 22:30:00,195.72,N$,p2p_transfer,CP02878,0
TXN001279,ACC100233,2026-06-24 20:13:00,336.9,N$,merchant_payment,CP00390,0
TXN001280,ACC100756,2026-07-18 05:28:00,297.17,N$,merchant_payment,CP01109,0
TXN001281,ACC100334,2026-07-09 02:37:00,325.32,N$,merchant_payment,CP03573,0
TXN001282,ACC100097,2026-06-19 16:27:00,777.86,N$,merchant_payment,CP01622,0
TXN001283,ACC100598,2026-07-26 06:37:00,94.59,N$,merchant_payment,CP02063,0
TXN001284,ACC100089,2026-06-06 14:17:00,238.93,N$,cash_out,CP02888,0
TXN001285,ACC100612,2026-07-15 02:32:00,892.92,N$,merchant_payment,CP03379,0
TXN001286,ACC100543,2026-06-25 09:16:00,229.04,N$,merchant_payment,CP02340,0
TXN001287,ACC100753,2026-06-05 03:40:00,1559.99,N$,merchant_payment,CP03862,0
TXN001288,ACC100233,2026-07-24 07:34:00,853.81,N$,merchant_payment,CP00473,0
TXN001289,ACC100297,2026-07-12 14:01:00,124.14,N$,bill_payment,CP00326,0
TXN001290,ACC100738,2026-07-11 07:26:00,599.31,N$,merchant_payment,CP01028,0
TXN001291,ACC100751,2026-07-29 06:04:00,1535.57,N$,bill_payment,CP02849,0
TXN001292,ACC100255,2026-06-23 06:35:00,348.29,N$,p2p_transfer,CP02440,0
TXN001293,ACC100268,2026-06-14 17:13:00,362.82,N$,cash_out,CP01277,0
TXN001294,ACC100548,2026-07-22 15:38:00,2008.62,N$,merchant_payment,CP03635,0
TXN001295,ACC100000,2026-07-30 15:16:00,842.63,N$,cash_out,CP03643,0
TXN001296,ACC100526,2026-06-26 18:09:00,240.58,N$,cash_out,CP02790,0
TXN001297,ACC100659,2026-07-11 15:57:00,1709.35,N$,p2p_transfer,CP03927,0
TXN001298,ACC100787,2026-07-01 03:17:00,499.11,N$,p2p_transfer,CP03905,0
TXN001299,ACC100151,2026-07-27 01:16:00,81.78,N$,p2p_transfer,CP01527,0
TXN001300,ACC100702,2026-06-04 00:59:00,179.9,N$,bill_payment,CP01513,0
TXN001301,ACC100535,2026-07-25 01:02:00,661.07,N$,merchant_payment,CP00371,0
TXN001302,ACC100662,2026-07-11 11:42:00,434.51,N$,p2p_transfer,CP03424,0
TXN001303,ACC100480,2026-06-05 15:27:00,188.0,N$,merchant_payment,CP01487,0
TXN001304,ACC100695,2026-06-08 15:01:00,309.82,N$,p2p_transfer,CP01804,0
TXN001305,ACC100023,2026-06-07 08:23:00,382.67,N$,merchant_payment,CP03933,0
TXN001306,ACC100655,2026-06-18 02:00:00,430.84,N$,p2p_transfer,CP01087,0
TXN001307,ACC100393,2026-07-29 21:13:00,550.6,N$,p2p_transfer,CP00300,0
TXN001308,ACC100602,2026-07-07 19:12:00,258.35,N$,merchant_payment,CP03457,0
TXN001309,ACC100579,2026-06-09 21:58:00,100.47,N$,p2p_transfer,CP01461,0
TXN001310,ACC100159,2026-07-11 09:30:00,429.93,N$,p2p_transfer,CP03373,0
TXN001311,ACC100604,2026-06-26 23:24:00,2765.68,N$,p2p_transfer,CP01594,1
TXN001312,ACC100062,2026-07-28 17:45:00,309.05,N$,merchant_payment,CP00048,0
TXN001313,ACC100440,2026-07-23 21:56:00,234.31,N$,merchant_payment,CP02234,0
TXN001314,ACC100714,2026-07-02 15:09:00,251.63,N$,cash_out,CP00282,0
TXN001315,ACC100468,2026-06-04 08:18:00,622.67,N$,cash_out,CP02979,0
TXN001316,ACC100282,2026-07-18 21:35:00,748.18,N$,p2p_transfer,CP01913,0
TXN001317,ACC100409,2026-07-24 21:15:00,576.27,N$,merchant_payment,CP03974,0
TXN001318,ACC100185,2026-07-01 00:25:00,599.91,N$,merchant_payment,CP01145,0
TXN001319,ACC100796,2026-07-13 01:05:00,742.88,N$,p2p_transfer,CP01048,0
TXN001320,ACC100355,2026-06-24 09:14:00,722.15,N$,p2p_transfer,CP03157,0
TXN001321,ACC100666,2026-07-25 20:28:00,267.52,N$,p2p_transfer,CP02059,0
TXN001322,ACC100455,2026-07-13 09:42:00,1134.59,N$,merchant_payment,CP00610,0
TXN001323,ACC100095,2026-06-02 00:54:00,347.33,N$,p2p_transfer,CP01173,0
TXN001324,ACC100583,2026-07-14 00:44:00,429.82,N$,merchant_payment,CP02071,0
TXN001325,ACC100189,2026-06-24 22:26:00,704.78,N$,p2p_transfer,CP02425,0
TXN001326,ACC100139,2026-07-01 08:39:00,406.64,N$,merchant_payment,CP00239,0
TXN001327,ACC100253,2026-07-18 08:48:00,279.99,N$,p2p_transfer,CP02718,0
TXN001328,ACC100539,2026-07-02 20:53:00,2580.49,N$,p2p_transfer,CP02757,0
TXN001329,ACC100376,2026-06-15 11:30:00,270.37,N$,merchant_payment,CP03604,0
TXN001330,ACC100450,2026-06-05 23:05:00,544.84,N$,bill_payment,CP01382,0
TXN001331,ACC100679,2026-07-21 23:05:00,284.81,N$,bill_payment,CP02571,0
TXN001332,ACC100672,2026-06-22 16:08:00,1009.12,N$,p2p_transfer,CP03659,0
TXN001333,ACC100185,2026-06-01 01:15:00,1323.11,N$,p2p_transfer,CP00298,0
TXN001334,ACC100698,2026-06-09 04:30:00,708.85,N$,merchant_payment,CP03589,0
TXN001335,ACC100026,2026-07-01 10:38:00,1077.28,N$,p2p_transfer,CP02881,0
TXN001336,ACC100069,2026-07-23 13:04:00,602.39,N$,p2p_transfer,CP03595,0
TXN001337,ACC100058,2026-07-16 19:32:00,3372.71,N$,p2p_transfer,CP02100,0
TXN001338,ACC100352,2026-07-25 22:31:00,270.49,N$,cash_out,CP00672,0
TXN001339,ACC100094,2026-07-21 06:22:00,938.84,N$,merchant_payment,CP00348,0
TXN001340,ACC100019,2026-06-11 07:07:00,86.94,N$,bill_payment,CP02850,0
TXN001341,ACC100487,2026-06-03 14:20:00,267.13,N$,merchant_payment,CP01239,0
TXN001342,ACC100512,2026-07-05 16:10:00,376.05,N$,cash_out,CP00663,0
TXN001343,ACC100635,2026-07-07 02:01:00,308.07,N$,merchant_payment,CP01090,0
TXN001344,ACC100331,2026-06-25 18:49:00,493.99,N$,cash_out,CP03239,0
TXN001345,ACC100083,2026-06-24 14:52:00,315.22,N$,merchant_payment,CP02497,0
TXN001346,ACC100088,2026-06-21 18:25:00,276.75,N$,p2p_transfer,CP00678,0
TXN001347,ACC100276,2026-06-16 03:43:00,274.51,N$,p2p_transfer,CP00152,0
TXN001348,ACC100100,2026-07-19 01:53:00,332.92,N$,merchant_payment,CP02391,0
TXN001349,ACC100167,2026-07-15 06:03:00,166.27,N$,p2p_transfer,CP03841,0
TXN001350,ACC100051,2026-07-08 15:03:00,164.8,N$,merchant_payment,CP03769,0
TXN001351,ACC100282,2026-07-05 22:39:00,269.44,N$,p2p_transfer,CP02274,0
TXN001352,ACC100215,2026-06-10 22:58:00,480.63,N$,p2p_transfer,CP03847,0
TXN001353,ACC100204,2026-07-23 09:45:00,428.13,N$,p2p_transfer,CP00380,0
TXN001354,ACC100655,2026-06-26 03:13:00,684.54,N$,merchant_payment,CP00468,0
TXN001355,ACC100381,2026-06-11 03:07:00,868.22,N$,bill_payment,CP02750,0
TXN001356,ACC100554,2026-06-24 06:41:00,930.3,N$,merchant_payment,CP02246,0
TXN001357,ACC100611,2026-06-09 10:50:00,1445.72,N$,p2p_transfer,CP02214,0
TXN001358,ACC100079,2026-06-14 19:26:00,479.96,N$,bill_payment,CP01680,0
TXN001359,ACC100402,2026-07-15 04:41:00,574.29,N$,cash_out,CP00156,0
TXN001360,ACC100160,2026-07-28 13:41:00,381.52,N$,p2p_transfer,CP02768,0
TXN001361,ACC100526,2026-07-03 11:23:00,562.74,N$,cash_out,CP00521,0
TXN001362,ACC100219,2026-07-17 04:32:00,566.29,N$,merchant_payment,CP01650,0
TXN001363,ACC100328,2026-06-01 01:19:00,161.9,N$,merchant_payment,CP00417,0
TXN001364,ACC100461,2026-06-17 21:01:00,87.49,N$,p2p_transfer,CP03272,0
TXN001365,ACC100045,2026-06-15 21:25:00,235.23,N$,merchant_payment,CP02687,0
TXN001366,ACC100077,2026-06-08 13:33:00,2996.24,N$,cash_out,CP02527,1
TXN001367,ACC100082,2026-07-19 16:55:00,654.96,N$,merchant_payment,CP01209,0
TXN001368,ACC100342,2026-06-27 12:35:00,590.55,N$,cash_out,CP00458,0
TXN001369,ACC100453,2026-07-08 11:43:00,106.76,N$,merchant_payment,CP01221,0
TXN001370,ACC100102,2026-06-01 09:19:00,490.81,N$,p2p_transfer,CP03456,0
TXN001371,ACC100581,2026-06-26 15:08:00,820.16,N$,merchant_payment,CP03809,0
TXN001372,ACC100797,2026-06-25 19:49:00,385.02,N$,p2p_transfer,CP01829,0
TXN001373,ACC100100,2026-06-02 00:39:00,430.24,N$,cash_out,CP03393,0
TXN001374,ACC100398,2026-06-05 08:23:00,606.29,N$,p2p_transfer,CP00909,0
TXN001375,ACC100446,2026-07-04 03:12:00,423.18,N$,merchant_payment,CP02423,0
TXN001376,ACC100753,2026-07-04 04:54:00,408.22,N$,p2p_transfer,CP03529,0
TXN001377,ACC100667,2026-06-19 14:36:00,849.04,N$,cash_out,CP02401,0
TXN001378,ACC100186,2026-06-29 09:13:00,273.57,N$,bill_payment,CP02137,0
TXN001379,ACC100269,2026-07-24 16:25:00,269.19,N$,p2p_transfer,CP00224,0
TXN001380,ACC100382,2026-07-21 23:12:00,377.43,N$,merchant_payment,CP03755,0
TXN001381,ACC100123,2026-07-16 18:36:00,290.06,N$,p2p_transfer,CP01391,0
TXN001382,ACC100372,2026-06-29 00:57:00,1267.03,N$,cash_out,CP00781,0
TXN001383,ACC100570,2026-07-27 05:02:00,434.47,N$,merchant_payment,CP02452,0
TXN001384,ACC100027,2026-07-21 03:23:00,997.42,N$,p2p_transfer,CP03176,0
TXN001385,ACC100570,2026-07-27 16:37:00,759.08,N$,p2p_transfer,CP02027,0
TXN001386,ACC100683,2026-06-11 17:32:00,792.34,N$,p2p_transfer,CP01720,0
TXN001387,ACC100595,2026-06-05 00:00:00,329.17,N$,p2p_transfer,CP02273,0
TXN001388,ACC100234,2026-07-24 16:56:00,330.83,N$,merchant_payment,CP03877,0
TXN001389,ACC100074,2026-06-10 18:42:00,396.36,N$,merchant_payment,CP02329,0
TXN001390,ACC100456,2026-07-21 12:06:00,205.31,N$,merchant_payment,CP01897,0
TXN001391,ACC100291,2026-06-08 11:26:00,201.54,N$,merchant_payment,CP02464,0
TXN001392,ACC100052,2026-07-20 09:34:00,454.94,N$,p2p_transfer,CP00286,0
TXN001393,ACC100087,2026-06-23 15:38:00,574.46,N$,merchant_payment,CP02318,0
TXN001394,ACC100470,2026-07-05 03:41:00,127.0,N$,p2p_transfer,CP03327,0
TXN001395,ACC100377,2026-07-26 17:42:00,136.9,N$,merchant_payment,CP02641,0
TXN001396,ACC100490,2026-07-16 19:04:00,196.72,N$,p2p_transfer,CP03231,0
TXN001397,ACC100796,2026-07-12 00:10:00,50.8,N$,merchant_payment,CP02753,0
TXN001398,ACC100189,2026-06-28 01:04:00,469.89,N$,bill_payment,CP00762,0
TXN001399,ACC100064,2026-07-09 14:49:00,799.69,N$,merchant_payment,CP00747,0
TXN001400,ACC100506,2026-06-26 19:31:00,374.96,N$,p2p_transfer,CP02949,0
TXN001401,ACC100453,2026-06-20 00:22:00,361.3,N$,merchant_payment,CP00703,0
TXN001402,ACC100344,2026-07-26 00:47:00,194.22,N$,p2p_transfer,CP00266,0
TXN001403,ACC100616,2026-07-14 04:42:00,845.95,N$,bill_payment,CP02353,0
TXN001404,ACC100429,2026-06-15 06:39:00,246.13,N$,p2p_transfer,CP03090,0
TXN001405,ACC100148,2026-06-04 03:09:00,306.23,N$,p2p_transfer,CP01783,0
TXN001406,ACC100634,2026-07-10 14:20:00,239.92,N$,p2p_transfer,CP00832,0
TXN001407,ACC100280,2026-06-22 07:16:00,340.58,N$,p2p_transfer,CP01241,0
TXN001408,ACC100637,2026-06-02 11:21:00,785.11,N$,p2p_transfer,CP03448,0
TXN001409,ACC100496,2026-07-04 23:52:00,2472.39,N$,merchant_payment,CP01722,0
TXN001410,ACC100754,2026-06-30 00:42:00,569.38,N$,p2p_transfer,CP02548,0
TXN001411,ACC100644,2026-06-25 14:59:00,139.75,N$,merchant_payment,CP01322,0
TXN001412,ACC100123,2026-07-14 00:15:00,408.93,N$,p2p_transfer,CP01172,0
TXN001413,ACC100647,2026-06-25 17:19:00,451.83,N$,p2p_transfer,CP03839,0
TXN001414,ACC100752,2026-07-06 14:40:00,962.96,N$,p2p_transfer,CP03481,0
