event_id,account_id,timestamp,device_id,login_result,mfa_flag,failure_reason,latitude,longitude,is_account_takeover
AUTH001592,ACC100014,2026-07-24 06:28:00,DEV04207,success,1,none,-26.6234,18.0953,0
AUTH001593,ACC100425,2026-06-22 05:44:00,DEV00191,success,1,none,-22.9062,14.4965,0
AUTH001594,ACC100731,2026-07-10 20:42:00,DEV01916,success,1,none,-22.6555,14.5725,0
AUTH001595,ACC100092,2026-07-08 14:21:00,DEV03120,success,1,none,-26.5492,18.1433,0
AUTH001596,ACC100777,2026-06-17 23:06:00,DEV04312,success,1,none,-17.9317,19.8136,0
AUTH001597,ACC100358,2026-06-27 17:11:00,DEV04497,success,0,none,-17.8866,19.743,0
AUTH001598,ACC100437,2026-06-07 12:30:00,DEV04208,success,1,none,-22.9982,14.4732,0
AUTH001599,ACC100183,2026-07-07 04:03:00,DEV00937,success,0,none,-22.5253,17.14,0
AUTH001600,ACC100458,2026-06-04 12:00:00,DEV01676,success,1,none,-17.9908,19.7722,0
AUTH001601,ACC100620,2026-07-18 18:22:00,DEV03636,success,0,bad_password,-17.9654,19.8265,0
AUTH001602,ACC100772,2026-06-10 00:26:00,DEV02733,success,0,bad_password,-17.7938,15.6709,0
AUTH001603,ACC100768,2026-06-14 13:37:00,DEV00522,success,1,none,-17.8947,19.7286,0
AUTH001604,ACC100650,2026-06-19 21:23:00,DEV00235,success,1,none,-22.6171,14.4882,0
AUTH001605,ACC100774,2026-07-01 03:12:00,DEV03249,success,1,none,-22.5421,17.1652,0
AUTH001606,ACC100097,2026-06-15 18:44:00,DEV02930,success,1,bad_password,-17.8737,19.8076,0
AUTH001607,ACC100107,2026-07-18 18:45:00,DEV01781,success,1,none,-22.5233,17.0846,0
AUTH001608,ACC100317,2026-07-30 07:06:00,DEV01900,failed,0,bad_password,-17.717,15.7348,0
AUTH001609,ACC100169,2026-07-24 07:29:00,DEV00271,failed,0,none,-22.9133,14.4573,0
AUTH001610,ACC100412,2026-07-08 19:18:00,DEV04882,success,1,none,-22.9741,14.5114,0
AUTH001611,ACC100566,2026-07-01 16:26:00,DEV03732,success,0,none,-17.8923,19.6985,0
AUTH001612,ACC100148,2026-07-17 22:34:00,DEV02475,success,1,bad_password,-22.6996,14.4926,0
AUTH001613,ACC100760,2026-07-13 15:23:00,DEV02553,success,1,none,-23.0439,14.4263,0
AUTH001614,ACC100264,2026-07-22 21:47:00,DEV02027,success,0,bad_otp,-19.12,21.9808,1
AUTH001615,ACC100059,2026-07-09 19:08:00,DEV04958,success,1,none,-17.9483,19.7203,0
AUTH001616,ACC100453,2026-06-04 05:49:00,DEV01032,success,0,none,-26.6066,18.1305,0
AUTH001617,ACC100689,2026-06-08 13:58:00,DEV02976,success,1,none,-22.6857,14.5072,0
AUTH001618,ACC100276,2026-07-24 15:23:00,DEV03272,success,1,bad_password,-17.7697,15.7517,0
AUTH001619,ACC100010,2026-07-17 18:04:00,DEV03420,success,1,none,-17.8356,15.7604,0
AUTH001620,ACC100587,2026-06-25 15:02:00,DEV01284,success,0,none,-22.9514,14.5128,0
AUTH001621,ACC100104,2026-07-21 16:12:00,DEV03941,success,1,none,-17.8491,15.7027,0
AUTH001622,ACC100459,2026-06-11 04:16:00,DEV02618,success,0,none,-22.9194,14.4498,0
AUTH001623,ACC100733,2026-06-07 21:02:00,DEV04453,success,0,none,-17.9445,19.7847,0
AUTH001624,ACC100230,2026-06-09 18:03:00,DEV04653,success,0,device_mismatch,-27.2503,14.5287,1
AUTH001625,ACC100527,2026-07-09 04:40:00,DEV01677,failed,1,bad_password,-26.5687,18.0897,0
AUTH001626,ACC100078,2026-07-06 08:44:00,DEV03562,success,1,bad_password,-22.9148,14.5133,0
AUTH001627,ACC100441,2026-07-22 00:41:00,DEV02942,success,1,none,-22.6392,14.5562,0
AUTH001628,ACC100603,2026-07-08 09:12:00,DEV04723,success,1,bad_password,-22.5724,17.0909,0
AUTH001629,ACC100288,2026-07-23 18:16:00,DEV00550,success,1,none,-22.9557,14.4722,0
AUTH001630,ACC100111,2026-06-22 11:12:00,DEV01945,success,1,none,-22.7081,14.5203,0
AUTH001631,ACC100348,2026-06-23 00:32:00,DEV00438,success,1,bad_password,-22.9076,14.5578,0
AUTH001632,ACC100721,2026-06-02 16:34:00,DEV00520,success,1,none,-22.5424,17.131,0
AUTH001633,ACC100619,2026-07-12 05:18:00,DEV04112,success,0,bad_otp,-21.776,18.2853,1
AUTH001634,ACC100188,2026-07-17 02:39:00,DEV03217,success,0,bad_password,-22.9461,14.536,0
AUTH001635,ACC100687,2026-06-15 05:43:00,DEV00492,success,1,none,-22.5719,17.0809,0
AUTH001636,ACC100166,2026-07-08 20:02:00,DEV01451,success,0,bad_password,-17.9372,19.7736,0
AUTH001637,ACC100162,2026-06-23 18:44:00,DEV02850,success,1,none,-18.0098,19.7473,0
AUTH001638,ACC100669,2026-06-04 23:33:00,DEV04260,success,0,none,-17.7235,15.7248,0
AUTH001639,ACC100249,2026-06-11 09:20:00,DEV03055,success,0,none,-22.6555,17.0236,0
AUTH001640,ACC100548,2026-07-02 19:59:00,DEV04409,success,1,none,-17.9222,19.7626,0
AUTH001641,ACC100655,2026-06-09 03:40:00,DEV00206,success,1,none,-17.7742,15.7023,0
AUTH001642,ACC100796,2026-06-22 09:50:00,DEV02001,success,1,bad_password,-22.9881,14.4967,0
AUTH001643,ACC100321,2026-06-01 17:48:00,DEV00564,success,0,none,-22.8831,14.5548,0
AUTH001644,ACC100724,2026-06-02 09:36:00,DEV00050,success,1,none,-17.7619,15.6147,0
AUTH001645,ACC100217,2026-06-11 08:30:00,DEV02452,success,1,bad_password,-17.9237,19.7824,0
AUTH001646,ACC100080,2026-07-26 07:27:00,DEV02461,success,1,bad_password,-22.9814,14.5428,0
AUTH001647,ACC100577,2026-06-16 02:29:00,DEV00455,success,0,bad_password,-17.7534,15.6853,0
AUTH001648,ACC100234,2026-07-04 02:07:00,DEV00494,failed,0,device_mismatch,-30.5054,17.7853,1
AUTH001649,ACC100294,2026-07-08 23:26:00,DEV04804,success,0,none,-17.937,19.8817,0
AUTH001650,ACC100219,2026-07-06 06:16:00,DEV03185,success,1,none,-22.4932,17.1079,0
AUTH001651,ACC100078,2026-07-15 12:07:00,DEV03562,success,1,bad_password,-22.9361,14.4319,0
AUTH001652,ACC100408,2026-06-04 02:22:00,DEV02250,success,1,none,-26.5743,18.1747,0
AUTH001653,ACC100587,2026-06-17 16:13:00,DEV01284,success,1,none,-23.0326,14.5696,0
AUTH001654,ACC100540,2026-06-19 00:49:00,DEV01618,success,1,none,-22.6409,17.0691,0
AUTH001655,ACC100424,2026-06-12 18:10:00,DEV02501,success,1,none,-22.9208,14.4908,0
AUTH001656,ACC100278,2026-07-03 04:49:00,DEV02256,success,1,none,-22.7465,14.5984,0
AUTH001657,ACC100624,2026-06-02 13:54:00,DEV02369,success,1,none,-22.6011,17.0762,0
AUTH001658,ACC100593,2026-07-17 15:24:00,DEV03782,success,1,none,-22.7211,14.5632,0
AUTH001659,ACC100250,2026-07-26 12:23:00,DEV02588,success,1,bad_password,-22.9277,14.4692,0
AUTH001660,ACC100644,2026-06-26 07:52:00,DEV04474,success,1,bad_password,-22.6021,14.5296,0
AUTH001661,ACC100402,2026-06-16 04:37:00,DEV02820,success,1,none,-22.6899,14.5123,0
AUTH001662,ACC100075,2026-06-28 11:58:00,DEV04552,success,1,none,-26.6288,18.1645,0
AUTH001663,ACC100146,2026-07-26 02:09:00,DEV00501,success,1,none,-17.9166,19.6768,0
AUTH001664,ACC100612,2026-07-21 11:07:00,DEV00460,success,1,none,-23.0227,14.556,0
AUTH001665,ACC100613,2026-07-07 03:50:00,DEV03003,success,1,none,-17.9216,19.7657,0
AUTH001666,ACC100302,2026-06-19 11:21:00,DEV00144,success,1,none,-22.6977,14.4935,0
AUTH001667,ACC100042,2026-07-17 08:32:00,DEV04048,success,1,none,-22.5484,17.0711,0
AUTH001668,ACC100129,2026-07-23 17:23:00,DEV00312,success,1,none,-26.5161,18.0713,0
AUTH001669,ACC100648,2026-06-11 16:03:00,DEV04767,success,1,none,-17.8192,19.7408,0
AUTH001670,ACC100111,2026-06-04 21:44:00,DEV01945,success,1,none,-22.6461,14.5172,0
AUTH001671,ACC100658,2026-06-23 20:27:00,DEV00816,success,1,none,-17.6978,15.7532,0
AUTH001672,ACC100453,2026-07-15 00:25:00,DEV01032,success,1,bad_password,-26.6398,18.1112,0
AUTH001673,ACC100218,2026-07-25 09:02:00,DEV04269,success,1,none,-26.5276,18.1123,0
AUTH001674,ACC100413,2026-07-28 18:14:00,DEV01826,success,1,none,-17.8498,19.8462,0
AUTH001675,ACC100396,2026-06-04 12:15:00,DEV04430,success,1,bad_password,-17.8634,15.5845,0
AUTH001676,ACC100514,2026-06-29 18:04:00,DEV04091,success,1,bad_password,-22.7095,14.5543,0
AUTH001677,ACC100122,2026-06-23 23:37:00,DEV00614,success,1,bad_password,-26.5272,18.176,0
AUTH001678,ACC100419,2026-06-15 08:04:00,DEV00662,success,1,bad_password,-22.6017,17.1374,0
AUTH001679,ACC100308,2026-06-13 02:19:00,DEV04100,success,0,none,-22.5627,17.1046,0
AUTH001680,ACC100271,2026-07-28 20:12:00,DEV04575,success,1,bad_password,-22.9862,14.4535,0
AUTH001681,ACC100005,2026-07-19 04:14:00,DEV03556,success,1,bad_password,-22.6353,16.9483,0
AUTH001682,ACC100214,2026-07-26 19:00:00,DEV02390,success,1,none,-22.6806,14.5875,0
AUTH001683,ACC100781,2026-06-05 15:47:00,DEV04945,success,1,none,-17.8519,19.7198,0
AUTH001684,ACC100455,2026-07-13 10:43:00,DEV01038,failed,1,bad_otp,-23.6071,15.496,1
AUTH001685,ACC100325,2026-06-25 04:48:00,DEV03505,success,1,none,-17.7501,15.6741,0
AUTH001686,ACC100578,2026-07-07 22:28:00,DEV00288,success,1,bad_password,-26.6455,18.2071,0
AUTH001687,ACC100641,2026-06-16 05:06:00,DEV03576,failed,1,none,-22.6023,17.0748,0
AUTH001688,ACC100191,2026-07-30 04:43:00,DEV01508,failed,1,none,-17.8505,19.7086,0
AUTH001689,ACC100756,2026-06-30 01:04:00,DEV01406,success,1,none,-17.8805,19.8107,0
AUTH001690,ACC100336,2026-06-16 20:26:00,DEV00117,success,1,bad_password,-22.6893,14.5138,0
AUTH001691,ACC100020,2026-07-11 05:20:00,DEV02753,success,1,none,-17.906,19.7174,0
AUTH001692,ACC100067,2026-07-23 13:18:00,DEV04991,success,1,bad_password,-17.8776,19.6624,0
AUTH001693,ACC100034,2026-06-08 17:58:00,DEV01856,success,0,bad_password,-17.9939,19.9017,0
AUTH001694,ACC100287,2026-07-09 19:41:00,DEV00760,success,1,none,-26.5152,18.1124,0
AUTH001695,ACC100412,2026-07-13 00:03:00,DEV04882,failed,1,none,-23.0019,14.4743,0
AUTH001696,ACC100568,2026-07-14 10:19:00,DEV01643,success,1,none,-17.8467,15.6017,0
AUTH001697,ACC100280,2026-07-08 06:32:00,DEV03282,success,1,none,-22.4955,17.0872,0
AUTH001698,ACC100654,2026-07-25 10:06:00,DEV00391,success,1,bad_password,-22.5468,17.0777,0
AUTH001699,ACC100196,2026-06-28 18:20:00,DEV01133,success,1,none,-22.629,17.2461,0
AUTH001700,ACC100226,2026-06-21 00:31:00,DEV03811,success,0,none,-23.9881,18.868,1
AUTH001701,ACC100693,2026-07-12 12:25:00,DEV01243,success,1,none,-22.6539,14.5723,0
AUTH001702,ACC100283,2026-07-07 18:04:00,DEV04438,success,1,none,-22.8616,14.4914,0
AUTH001703,ACC100591,2026-06-21 22:06:00,DEV00731,success,1,none,-22.5391,17.1122,0
AUTH001704,ACC100528,2026-06-04 13:10:00,DEV01905,success,1,none,-26.6608,18.2421,0
AUTH001705,ACC100520,2026-06-23 00:57:00,DEV02085,success,1,none,-22.9306,14.6817,0
AUTH001706,ACC100379,2026-07-17 23:23:00,DEV03268,success,0,none,-22.9909,14.544,0
AUTH001707,ACC100115,2026-07-09 13:52:00,DEV04647,success,1,none,-22.6711,14.53,0
AUTH001708,ACC100288,2026-07-23 20:39:00,DEV00550,success,1,none,-22.9714,14.5451,0
AUTH001709,ACC100049,2026-07-26 18:20:00,DEV00700,success,1,none,-17.8604,15.7793,0
AUTH001710,ACC100158,2026-06-27 15:40:00,DEV01528,success,1,none,-22.6498,17.0153,0
AUTH001711,ACC100795,2026-07-15 13:52:00,DEV00930,success,1,bad_password,-17.8566,19.7745,0
AUTH001712,ACC100347,2026-06-18 16:01:00,DEV01295,success,1,none,-26.6065,18.1126,0
AUTH001713,ACC100606,2026-07-22 01:41:00,DEV01132,success,0,bad_password,-17.9555,19.836,0
AUTH001714,ACC100457,2026-07-21 02:47:00,DEV01027,success,1,bad_password,-26.6118,18.1443,0
AUTH001715,ACC100174,2026-06-02 07:44:00,DEV01041,success,1,bad_password,-26.5263,18.0663,0
AUTH001716,ACC100691,2026-06-11 01:39:00,DEV00401,success,1,none,-22.6619,14.509,0
AUTH001717,ACC100066,2026-06-24 06:33:00,DEV01003,success,1,none,-17.8157,15.6829,0
AUTH001718,ACC100611,2026-07-03 20:08:00,DEV00121,success,1,none,-22.5925,14.5043,0
AUTH001719,ACC100041,2026-06-26 05:11:00,DEV01887,success,0,none,-22.5718,14.5033,0
AUTH001720,ACC100146,2026-06-22 09:50:00,DEV00501,success,1,none,-17.858,19.763,0
AUTH001721,ACC100532,2026-06-07 05:09:00,DEV04437,success,1,none,-26.4926,18.0334,0
AUTH001722,ACC100609,2026-07-11 17:55:00,DEV00706,success,1,bad_password,-22.6565,14.4928,0
AUTH001723,ACC100024,2026-07-07 03:45:00,DEV02288,failed,1,none,-17.7901,15.6033,0
AUTH001724,ACC100005,2026-06-10 19:27:00,DEV03556,success,1,none,-22.461,17.1298,0
AUTH001725,ACC100100,2026-07-08 13:00:00,DEV01074,success,0,none,-22.9667,14.4753,0
AUTH001726,ACC100653,2026-07-06 22:05:00,DEV02206,success,1,none,-22.7752,14.5084,0
AUTH001727,ACC100275,2026-07-15 22:14:00,DEV04811,success,0,none,-22.7232,14.5286,0
AUTH001728,ACC100256,2026-06-22 00:30:00,DEV02242,success,0,bad_password,-22.6598,14.4612,0
AUTH001729,ACC100302,2026-07-18 11:45:00,DEV00144,success,1,none,-22.68,14.5426,0
AUTH001730,ACC100463,2026-07-10 16:26:00,DEV02075,success,1,bad_password,-17.8631,15.5428,0
AUTH001731,ACC100551,2026-06-02 01:50:00,DEV00787,success,1,none,-22.4745,17.0248,0
AUTH001732,ACC100706,2026-06-10 23:40:00,DEV01067,success,1,bad_password,-22.5909,17.1313,0
AUTH001733,ACC100250,2026-06-03 05:47:00,DEV02588,success,1,none,-22.9837,14.5228,0
AUTH001734,ACC100256,2026-06-01 09:27:00,DEV02242,success,1,none,-22.7607,14.5884,0
AUTH001735,ACC100669,2026-06-06 02:14:00,DEV04260,success,1,none,-17.8297,15.7808,0
AUTH001736,ACC100095,2026-06-30 20:18:00,DEV03205,success,1,none,-17.9183,19.752,0
AUTH001737,ACC100114,2026-06-29 08:40:00,DEV00541,success,0,none,-22.5254,17.1043,0
AUTH001738,ACC100150,2026-07-05 07:17:00,DEV04901,success,1,none,-22.528,17.0237,0
AUTH001739,ACC100523,2026-07-14 04:55:00,DEV02595,failed,1,none,-17.9309,19.7272,0
AUTH001740,ACC100789,2026-07-23 15:29:00,DEV00089,failed,1,none,-17.9461,19.773,0
AUTH001741,ACC100571,2026-07-04 03:06:00,DEV02200,success,1,none,-22.9285,14.5186,0
AUTH001742,ACC100157,2026-07-01 21:57:00,DEV00313,success,0,none,-22.9981,14.4854,0
AUTH001743,ACC100401,2026-06-08 01:25:00,DEV00725,success,0,none,-17.9299,19.717,0
AUTH001744,ACC100785,2026-07-09 03:52:00,DEV01555,success,0,bad_password,-17.8989,19.7602,0
AUTH001745,ACC100687,2026-07-11 21:57:00,DEV00492,success,0,none,-22.6324,17.0225,0
AUTH001746,ACC100547,2026-07-22 02:17:00,DEV03576,success,0,none,-26.6626,18.1563,0
AUTH001747,ACC100276,2026-06-22 15:23:00,DEV03272,success,1,none,-17.7799,15.7143,0
AUTH001748,ACC100061,2026-06-11 20:01:00,DEV04444,success,1,none,-22.7371,14.4432,0
AUTH001749,ACC100603,2026-06-25 18:35:00,DEV04723,success,1,none,-22.579,17.17,0
AUTH001750,ACC100480,2026-06-25 16:36:00,DEV02649,success,1,bad_password,-26.4997,18.2014,0
AUTH001751,ACC100619,2026-06-21 18:18:00,DEV03862,success,1,none,-22.9608,14.5818,0
AUTH001752,ACC100318,2026-06-11 02:37:00,DEV04987,success,1,bad_password,-17.8644,19.7899,0
AUTH001753,ACC100338,2026-06-29 09:49:00,DEV02918,success,1,none,-22.851,14.503,0
AUTH001754,ACC100322,2026-06-21 11:49:00,DEV00453,success,1,bad_otp,-26.066,14.0863,1
AUTH001755,ACC100151,2026-07-23 20:34:00,DEV02183,success,1,bad_password,-22.568,17.119,0
AUTH001756,ACC100634,2026-06-14 11:47:00,DEV02218,success,1,none,-17.7313,15.7135,0
AUTH001757,ACC100096,2026-06-20 20:00:00,DEV04637,success,0,bad_password,-22.9491,14.5515,0
AUTH001758,ACC100049,2026-07-21 09:22:00,DEV00700,success,0,none,-17.7387,15.7422,0
AUTH001759,ACC100687,2026-06-08 08:22:00,DEV00492,success,1,none,-22.597,17.1163,0
AUTH001760,ACC100625,2026-07-14 22:49:00,DEV03852,success,1,none,-22.6014,17.0993,0
AUTH001761,ACC100506,2026-07-02 07:47:00,DEV03449,success,0,none,-26.5906,18.1474,0
AUTH001762,ACC100704,2026-06-06 20:42:00,DEV03932,success,1,bad_password,-22.5979,14.5833,0
AUTH001763,ACC100114,2026-06-02 00:57:00,DEV00541,success,1,none,-22.5786,17.135,0
AUTH001764,ACC100636,2026-06-12 20:52:00,DEV04258,success,0,none,-17.7578,15.6871,0
AUTH001765,ACC100371,2026-07-09 13:15:00,DEV02390,success,1,bad_password,-22.6423,14.4714,0
AUTH001766,ACC100548,2026-06-13 17:15:00,DEV04409,success,1,none,-17.9366,19.7276,0
AUTH001767,ACC100287,2026-06-10 02:37:00,DEV00760,success,1,none,-26.5636,18.0735,0
AUTH001768,ACC100085,2026-06-06 02:37:00,DEV04863,success,1,bad_password,-17.8565,15.6892,0
AUTH001769,ACC100180,2026-07-18 05:55:00,DEV04675,success,1,none,-22.9758,14.4968,0
AUTH001770,ACC100380,2026-06-05 18:23:00,DEV00238,success,1,none,-22.9917,14.5005,0
AUTH001771,ACC100720,2026-06-04 01:42:00,DEV03719,success,0,none,-22.6066,17.1223,0
AUTH001772,ACC100473,2026-07-17 12:20:00,DEV00302,success,1,none,-17.8011,15.6961,0
AUTH001773,ACC100210,2026-06-16 04:43:00,DEV00606,success,1,none,-17.9272,19.8008,0
AUTH001774,ACC100744,2026-07-26 03:03:00,DEV00888,success,0,none,-17.9138,19.7497,0
AUTH001775,ACC100199,2026-06-17 20:33:00,DEV04561,success,1,none,-17.6799,15.6751,0
AUTH001776,ACC100681,2026-06-17 04:57:00,DEV04814,success,1,bad_password,-17.9091,19.7064,0
AUTH001777,ACC100066,2026-06-11 04:35:00,DEV01003,success,1,none,-17.8875,15.7154,0
AUTH001778,ACC100293,2026-06-09 10:52:00,DEV02829,success,1,none,-17.6852,15.6659,0
AUTH001779,ACC100477,2026-06-18 05:29:00,DEV03533,success,1,none,-17.7668,15.6516,0
AUTH001780,ACC100562,2026-07-10 14:03:00,DEV01297,failed,1,none,-22.9865,14.4471,0
AUTH001781,ACC100754,2026-06-01 00:16:00,DEV01082,success,0,none,-17.8815,19.7831,0
AUTH001782,ACC100118,2026-06-03 05:58:00,DEV03247,success,1,none,-26.5908,18.0414,0
AUTH001783,ACC100576,2026-06-08 22:56:00,DEV04271,success,0,bad_password,-23.0119,14.5161,0
AUTH001784,ACC100648,2026-06-02 00:22:00,DEV04767,success,1,none,-17.9096,19.7773,0
AUTH001785,ACC100285,2026-07-22 15:34:00,DEV01089,success,1,none,-22.5951,17.0349,0
AUTH001786,ACC100566,2026-07-12 10:33:00,DEV03732,success,1,bad_password,-17.9635,19.71,0
AUTH001787,ACC100738,2026-06-01 10:29:00,DEV03005,success,1,none,-22.6009,17.1107,0
AUTH001788,ACC100056,2026-06-07 21:51:00,DEV00792,success,1,none,-22.964,14.5477,0
AUTH001789,ACC100341,2026-06-01 01:47:00,DEV01135,success,1,none,-17.9238,19.789,0
AUTH001790,ACC100772,2026-06-25 21:45:00,DEV02733,success,0,bad_password,-17.8023,15.5984,0
AUTH001791,ACC100561,2026-06-18 19:44:00,DEV03564,success,1,bad_password,-22.9365,14.5497,0
AUTH001792,ACC100129,2026-07-12 10:19:00,DEV00312,success,0,none,-26.5089,18.1044,0
AUTH001793,ACC100074,2026-06-09 08:25:00,DEV01930,success,1,bad_password,-26.6038,18.0649,0
AUTH001794,ACC100520,2026-06-16 11:46:00,DEV02085,success,1,none,-23.015,14.541,0
AUTH001795,ACC100603,2026-06-30 09:26:00,DEV04723,success,1,none,-22.5416,17.0677,0
AUTH001796,ACC100381,2026-07-12 05:20:00,DEV01481,success,1,bad_password,-22.9356,14.5294,0
AUTH001797,ACC100082,2026-06-01 16:27:00,DEV00624,success,1,none,-26.5322,18.1632,0
AUTH001798,ACC100601,2026-07-19 23:28:00,DEV01191,success,0,bad_password,-17.9639,19.8245,0
AUTH001799,ACC100119,2026-07-16 16:10:00,DEV04529,success,1,none,-17.9345,19.7773,0
AUTH001800,ACC100771,2026-06-24 11:44:00,DEV00610,failed,1,bad_password,-17.7907,15.6206,0
AUTH001801,ACC100079,2026-07-12 19:07:00,DEV02495,success,1,none,-22.4954,17.0633,0
AUTH001802,ACC100597,2026-06-16 23:56:00,DEV03194,success,0,none,-17.816,15.7083,0
AUTH001803,ACC100115,2026-07-24 17:33:00,DEV04647,success,1,none,-22.7263,14.5221,0
AUTH001804,ACC100088,2026-07-19 17:26:00,DEV03356,success,1,none,-22.6618,14.5773,0
AUTH001805,ACC100240,2026-06-18 12:56:00,DEV04408,success,1,none,-17.8382,15.7136,0
AUTH001806,ACC100533,2026-07-25 13:50:00,DEV01409,failed,1,none,-22.6629,14.5094,0
AUTH001807,ACC100199,2026-07-10 23:57:00,DEV04561,success,0,none,-17.7431,15.7465,0
AUTH001808,ACC100693,2026-06-19 10:54:00,DEV01243,success,0,bad_password,-22.6729,14.5217,0
AUTH001809,ACC100036,2026-07-28 20:10:00,DEV04094,success,1,none,-22.5938,17.0423,0
AUTH001810,ACC100507,2026-07-17 20:24:00,DEV03221,success,1,none,-17.8477,15.6845,0
AUTH001811,ACC100377,2026-07-09 12:37:00,DEV03747,success,1,none,-22.5646,17.1048,0
AUTH001812,ACC100158,2026-07-17 10:50:00,DEV01528,success,1,bad_password,-22.5836,17.1045,0
AUTH001813,ACC100388,2026-06-03 02:41:00,DEV00042,success,0,none,-17.9584,19.735,0
AUTH001814,ACC100076,2026-06-18 07:19:00,DEV04201,success,1,none,-17.8212,19.6975,0
AUTH001815,ACC100460,2026-07-01 15:39:00,DEV04059,success,1,bad_password,-26.5594,18.1095,0
AUTH001816,ACC100471,2026-06-01 13:02:00,DEV02205,success,1,bad_password,-17.7726,15.6775,0
AUTH001817,ACC100415,2026-07-26 06:27:00,DEV00692,success,1,none,-22.6605,14.5539,0
AUTH001818,ACC100485,2026-06-03 04:56:00,DEV01793,success,1,none,-22.9313,14.536,0
AUTH001819,ACC100570,2026-07-16 10:57:00,DEV00452,success,1,none,-26.5994,18.1317,0
AUTH001820,ACC100629,2026-06-05 03:13:00,DEV02518,success,1,none,-22.5399,17.0769,0
AUTH001821,ACC100449,2026-06-07 02:17:00,DEV00335,success,1,none,-22.9413,14.5281,0
AUTH001822,ACC100755,2026-06-07 11:13:00,DEV03182,failed,1,none,-17.9229,19.8073,0
AUTH001823,ACC100742,2026-07-27 03:39:00,DEV03378,success,0,none,-17.9078,19.7846,0
AUTH001824,ACC100223,2026-07-10 17:44:00,DEV01355,success,1,none,-22.6365,14.5943,0
AUTH001825,ACC100036,2026-06-05 16:38:00,DEV04094,success,1,none,-22.5205,17.113,0
AUTH001826,ACC100738,2026-06-02 06:26:00,DEV03005,success,1,bad_password,-22.578,17.0632,0
AUTH001827,ACC100710,2026-07-16 06:09:00,DEV03251,success,1,none,-26.6469,18.1697,0
AUTH001828,ACC100176,2026-07-25 05:50:00,DEV03222,success,0,none,-22.655,14.4612,0
AUTH001829,ACC100681,2026-07-11 06:14:00,DEV04814,success,1,none,-17.9718,19.8016,0
AUTH001830,ACC100173,2026-06-09 22:18:00,DEV03605,success,1,none,-17.9089,19.6461,0
AUTH001831,ACC100094,2026-06-17 22:08:00,DEV01983,success,0,none,-17.6692,15.6587,0
AUTH001832,ACC100124,2026-07-15 16:38:00,DEV01187,success,0,none,-22.9737,14.4744,0
AUTH001833,ACC100703,2026-06-17 07:49:00,DEV01418,success,1,none,-17.7996,15.6097,0
AUTH001834,ACC100033,2026-07-12 12:31:00,DEV03697,failed,1,none,-26.618,18.1207,0
AUTH001835,ACC100077,2026-07-30 07:40:00,DEV00449,success,1,none,-17.9421,19.7125,0
AUTH001836,ACC100194,2026-06-23 16:36:00,DEV00078,success,1,none,-17.8399,15.656,0
AUTH001837,ACC100464,2026-07-08 21:03:00,DEV04760,success,1,bad_password,-22.5844,17.0013,0
AUTH001838,ACC100491,2026-06-23 04:28:00,DEV01965,success,1,none,-22.8302,14.5793,0
AUTH001839,ACC100484,2026-07-18 07:13:00,DEV03230,success,1,none,-22.5811,17.0798,0
AUTH001840,ACC100274,2026-06-02 20:32:00,DEV00622,success,0,none,-23.0343,14.4649,0
AUTH001841,ACC100180,2026-07-27 16:34:00,DEV04675,success,1,bad_password,-22.9118,14.4046,0
AUTH001842,ACC100537,2026-07-24 13:04:00,DEV03878,success,1,bad_password,-22.7209,14.5517,0
AUTH001843,ACC100481,2026-06-01 07:24:00,DEV03424,success,1,none,-17.8797,15.6588,0
AUTH001844,ACC100460,2026-07-05 11:15:00,DEV04059,success,1,bad_password,-26.5715,18.0645,0
AUTH001845,ACC100396,2026-06-30 23:21:00,DEV04430,success,1,none,-17.8147,15.7133,0
AUTH001846,ACC100240,2026-07-02 05:51:00,DEV04408,success,1,none,-17.8288,15.6802,0
AUTH001847,ACC100685,2026-06-01 16:27:00,DEV02576,success,1,bad_password,-22.6272,17.0728,0
AUTH001848,ACC100345,2026-07-01 04:06:00,DEV02676,success,1,none,-22.6372,17.0365,0
AUTH001849,ACC100435,2026-06-30 02:01:00,DEV02096,success,1,bad_password,-22.5289,17.0148,0
AUTH001850,ACC100248,2026-06-16 09:24:00,DEV00862,success,1,bad_password,-17.8247,15.6371,0
AUTH001851,ACC100336,2026-07-14 01:16:00,DEV00117,success,1,bad_password,-22.7754,14.4802,0
AUTH001852,ACC100018,2026-07-01 21:07:00,DEV00663,success,0,bad_password,-17.8741,19.8657,0
AUTH001853,ACC100173,2026-06-02 21:54:00,DEV03605,success,0,none,-17.8985,19.7821,0
AUTH001854,ACC100744,2026-06-19 14:30:00,DEV00888,success,1,bad_password,-17.8499,19.8443,0
AUTH001855,ACC100091,2026-06-11 00:49:00,DEV04166,success,1,none,-22.987,14.5333,0
AUTH001856,ACC100780,2026-07-27 06:49:00,DEV03740,success,1,none,-17.829,15.7441,0
AUTH001857,ACC100431,2026-07-15 14:40:00,DEV01341,success,1,bad_password,-17.8163,15.695,0
AUTH001858,ACC100139,2026-06-20 00:53:00,DEV04694,success,0,bad_password,-17.8154,15.7303,0
AUTH001859,ACC100429,2026-06-01 17:58:00,DEV00573,success,1,none,-17.8333,15.7094,0
AUTH001860,ACC100300,2026-07-10 02:27:00,DEV01348,success,1,none,-22.6723,14.5698,0
